cell,delta,contention,seed,arm,policy_kind,declaration_source,solver_status,feasible,fallback_used,queue_order_completion_mean,queue_order_tasks_per_run,best_subset_completion_mean,best_subset_tasks_per_run,frac_zero_qo,frac_zero_bs,capacity_utilization,unused_installed_total,capacity_violation,bound_violation,alloc_latency_ms
delta0.00__high,0.0,high,19063083,carrier_execution_queue_oracle,carrier,execution_queue_oracle,optimal,True,False,0.4375,21.0,0.4375,21.0,0.0,0.0,0.878419452887538,120,0,0,635
delta0.00__high,0.0,high,19063083,carrier_latent_distribution_oracle,carrier,latent_distribution_oracle,optimal,True,False,0.4791666666666667,23.0,0.4791666666666667,23.0,0.0,0.0,0.9290780141843972,69,0,0,655
delta0.00__high,0.0,high,19063083,carrier_refreshed_calibration,carrier,refreshed_calibration,optimal,True,False,0.4791666666666667,23.0,0.4791666666666667,23.0,0.0,0.0,0.9290780141843972,68,0,0,624
delta0.00__high,0.0,high,19063083,carrier_stale_calibration,carrier,stale_calibration,optimal,True,False,0.4791666666666667,23.0,0.4791666666666667,23.0,0.0,0.0,0.9290780141843972,69,0,0,630
delta0.00__high,0.0,high,19063083,drf_execution_queue_oracle,drf,execution_queue_oracle,drf,True,False,0.3958333333333333,19.0,0.3958333333333333,19.0,0.16666666666666666,0.16666666666666666,0.8237082066869301,113,0,0,0
delta0.00__high,0.0,high,19063083,drf_latent_distribution_oracle,drf,latent_distribution_oracle,drf,True,False,0.3958333333333333,19.0,0.3958333333333333,19.0,0.16666666666666666,0.16666666666666666,0.8237082066869301,97,0,0,0
delta0.00__high,0.0,high,19063083,drf_refreshed_calibration,drf,refreshed_calibration,drf,True,False,0.3958333333333333,19.0,0.3958333333333333,19.0,0.16666666666666666,0.16666666666666666,0.8237082066869301,96,0,0,0
delta0.00__high,0.0,high,19063083,drf_stale_calibration,drf,stale_calibration,drf,True,False,0.3958333333333333,19.0,0.3958333333333333,19.0,0.16666666666666666,0.16666666666666666,0.8237082066869301,96,0,0,0
delta0.00__high,0.0,high,19063083,equal,equal,,equal,True,False,0.375,18.0,0.375,18.0,0.16666666666666666,0.16666666666666666,0.7051671732522796,291,0,0,0
delta0.00__high,0.0,high,27327381,carrier_execution_queue_oracle,carrier,execution_queue_oracle,optimal,True,False,0.5625,27.0,0.5625,27.0,0.0,0.0,0.9094903339191565,100,0,0,647
delta0.00__high,0.0,high,27327381,carrier_latent_distribution_oracle,carrier,latent_distribution_oracle,optimal,True,False,0.5625,27.0,0.5625,27.0,0.0,0.0,0.9086115992970123,98,0,0,615
delta0.00__high,0.0,high,27327381,carrier_refreshed_calibration,carrier,refreshed_calibration,optimal,True,False,0.5416666666666666,26.0,0.5416666666666666,26.0,0.0,0.0,0.8866432337434095,124,0,0,604
delta0.00__high,0.0,high,27327381,carrier_stale_calibration,carrier,stale_calibration,optimal,True,False,0.5416666666666666,26.0,0.5416666666666666,26.0,0.0,0.0,0.8866432337434095,124,0,0,623
delta0.00__high,0.0,high,27327381,drf_execution_queue_oracle,drf,execution_queue_oracle,drf,True,False,0.5833333333333334,28.0,0.5833333333333334,28.0,0.0,0.0,0.8242530755711776,136,0,0,0
delta0.00__high,0.0,high,27327381,drf_latent_distribution_oracle,drf,latent_distribution_oracle,drf,True,False,0.5833333333333334,28.0,0.5833333333333334,28.0,0.0,0.0,0.8242530755711776,141,0,0,0
delta0.00__high,0.0,high,27327381,drf_refreshed_calibration,drf,refreshed_calibration,drf,True,False,0.5833333333333334,28.0,0.5833333333333334,28.0,0.0,0.0,0.8787346221441125,78,0,0,0
delta0.00__high,0.0,high,27327381,drf_stale_calibration,drf,stale_calibration,drf,True,False,0.5833333333333334,28.0,0.5833333333333334,28.0,0.0,0.0,0.8242530755711776,140,0,0,0
delta0.00__high,0.0,high,27327381,equal,equal,,equal,True,False,0.4791666666666667,23.0,0.4791666666666667,23.0,0.16666666666666666,0.16666666666666666,0.6942003514938488,348,0,0,0
delta0.00__high,0.0,high,73091972,carrier_execution_queue_oracle,carrier,execution_queue_oracle,optimal,True,False,0.5208333333333334,25.0,0.5208333333333334,25.0,0.0,0.0,0.9114688128772636,88,0,0,618
delta0.00__high,0.0,high,73091972,carrier_latent_distribution_oracle,carrier,latent_distribution_oracle,optimal,True,False,0.4791666666666667,23.0,0.4791666666666667,23.0,0.0,0.0,0.8138832997987927,185,0,0,626
delta0.00__high,0.0,high,73091972,carrier_refreshed_calibration,carrier,refreshed_calibration,optimal,True,False,0.5208333333333334,25.0,0.5208333333333334,25.0,0.0,0.0,0.9426559356136821,57,0,0,632
delta0.00__high,0.0,high,73091972,carrier_stale_calibration,carrier,stale_calibration,optimal,True,False,0.5,24.0,0.5,24.0,0.0,0.0,0.8843058350100603,115,0,0,658
delta0.00__high,0.0,high,73091972,drf_execution_queue_oracle,drf,execution_queue_oracle,drf,True,False,0.4375,21.0,0.4791666666666667,23.0,0.0,0.0,0.8319919517102615,83,0,0,0
delta0.00__high,0.0,high,73091972,drf_latent_distribution_oracle,drf,latent_distribution_oracle,drf,True,False,0.4583333333333333,22.0,0.4791666666666667,23.0,0.0,0.0,0.8219315895372233,150,0,0,0
delta0.00__high,0.0,high,73091972,drf_refreshed_calibration,drf,refreshed_calibration,drf,True,False,0.4375,21.0,0.4791666666666667,23.0,0.0,0.0,0.8802816901408451,92,0,0,0
delta0.00__high,0.0,high,73091972,drf_stale_calibration,drf,stale_calibration,drf,True,False,0.4583333333333333,22.0,0.4791666666666667,23.0,0.0,0.0,0.8219315895372233,153,0,0,0
delta0.00__high,0.0,high,73091972,equal,equal,,equal,True,False,0.2708333333333333,13.0,0.3333333333333333,16.0,0.0,0.0,0.5975855130784709,400,0,0,0
delta0.00__high,0.0,high,75104030,carrier_execution_queue_oracle,carrier,execution_queue_oracle,optimal,True,False,0.4791666666666667,23.0,0.5,24.0,0.0,0.0,0.8401084010840109,118,0,0,683
delta0.00__high,0.0,high,75104030,carrier_latent_distribution_oracle,carrier,latent_distribution_oracle,optimal,True,False,0.5,24.0,0.5208333333333334,25.0,0.0,0.0,0.9105691056910569,66,0,0,677
delta0.00__high,0.0,high,75104030,carrier_refreshed_calibration,carrier,refreshed_calibration,optimal,True,False,0.5,24.0,0.5208333333333334,25.0,0.0,0.0,0.9105691056910569,66,0,0,625
delta0.00__high,0.0,high,75104030,carrier_stale_calibration,carrier,stale_calibration,optimal,True,False,0.5,24.0,0.5208333333333334,25.0,0.0,0.0,0.8780487804878049,90,0,0,641
delta0.00__high,0.0,high,75104030,drf_execution_queue_oracle,drf,execution_queue_oracle,drf,True,False,0.3958333333333333,19.0,0.4583333333333333,22.0,0.0,0.0,0.7655826558265583,141,0,0,0
delta0.00__high,0.0,high,75104030,drf_latent_distribution_oracle,drf,latent_distribution_oracle,drf,True,False,0.5,24.0,0.5416666666666666,26.0,0.0,0.0,0.9105691056910569,55,0,0,0
delta0.00__high,0.0,high,75104030,drf_refreshed_calibration,drf,refreshed_calibration,drf,True,False,0.5,24.0,0.5416666666666666,26.0,0.0,0.0,0.9105691056910569,57,0,0,0
delta0.00__high,0.0,high,75104030,drf_stale_calibration,drf,stale_calibration,drf,True,False,0.4791666666666667,23.0,0.5208333333333334,25.0,0.0,0.0,0.8753387533875339,87,0,0,0
delta0.00__high,0.0,high,75104030,equal,equal,,equal,True,False,0.2708333333333333,13.0,0.2708333333333333,13.0,0.0,0.0,0.5745257452574526,314,0,0,4
delta0.00__high,0.0,high,75640271,carrier_execution_queue_oracle,carrier,execution_queue_oracle,optimal,True,False,0.5833333333333334,28.0,0.5833333333333334,28.0,0.0,0.0,0.9013209013209014,126,0,0,613
delta0.00__high,0.0,high,75640271,carrier_latent_distribution_oracle,carrier,latent_distribution_oracle,optimal,True,False,0.5833333333333334,28.0,0.5833333333333334,28.0,0.0,0.0,0.9184149184149184,105,0,0,617
delta0.00__high,0.0,high,75640271,carrier_refreshed_calibration,carrier,refreshed_calibration,optimal,True,False,0.5416666666666666,26.0,0.5625,27.0,0.0,0.0,0.9355089355089355,83,0,0,629
delta0.00__high,0.0,high,75640271,carrier_stale_calibration,carrier,stale_calibration,optimal,True,False,0.5416666666666666,26.0,0.5416666666666666,26.0,0.0,0.0,0.891996891996892,139,0,0,613
delta0.00__high,0.0,high,75640271,drf_execution_queue_oracle,drf,execution_queue_oracle,drf,True,False,0.5625,27.0,0.5625,27.0,0.0,0.0,0.9083139083139083,100,0,0,0
delta0.00__high,0.0,high,75640271,drf_latent_distribution_oracle,drf,latent_distribution_oracle,drf,True,False,0.5625,27.0,0.5625,27.0,0.0,0.0,0.8717948717948718,142,0,0,0
delta0.00__high,0.0,high,75640271,drf_refreshed_calibration,drf,refreshed_calibration,drf,True,False,0.5833333333333334,28.0,0.5833333333333334,28.0,0.0,0.0,0.8927738927738927,132,0,0,0
delta0.00__high,0.0,high,75640271,drf_stale_calibration,drf,stale_calibration,drf,True,False,0.5625,27.0,0.5625,27.0,0.0,0.0,0.8717948717948718,135,0,0,0
delta0.00__high,0.0,high,75640271,equal,equal,,equal,True,False,0.4791666666666667,23.0,0.5,24.0,0.0,0.0,0.777000777000777,287,0,0,0
delta0.00__high,0.0,high,87781505,carrier_execution_queue_oracle,carrier,execution_queue_oracle,optimal,True,False,0.5208333333333334,25.0,0.5625,27.0,0.0,0.0,0.911965811965812,100,0,0,621
delta0.00__high,0.0,high,87781505,carrier_latent_distribution_oracle,carrier,latent_distribution_oracle,optimal,True,False,0.5833333333333334,28.0,0.6041666666666666,29.0,0.0,0.0,0.9025641025641026,114,0,0,623
delta0.00__high,0.0,high,87781505,carrier_refreshed_calibration,carrier,refreshed_calibration,optimal,True,False,0.5416666666666666,26.0,0.6041666666666666,29.0,0.0,0.0,0.841025641025641,185,0,0,640
delta0.00__high,0.0,high,87781505,carrier_stale_calibration,carrier,stale_calibration,optimal,True,False,0.6041666666666666,29.0,0.6041666666666666,29.0,0.0,0.0,0.9068376068376068,109,0,0,627
delta0.00__high,0.0,high,87781505,drf_execution_queue_oracle,drf,execution_queue_oracle,drf,True,False,0.5208333333333334,25.0,0.5416666666666666,26.0,0.0,0.0,0.8504273504273504,99,0,0,0
delta0.00__high,0.0,high,87781505,drf_latent_distribution_oracle,drf,latent_distribution_oracle,drf,True,False,0.5,24.0,0.5208333333333334,25.0,0.0,0.0,0.847008547008547,108,0,0,0
delta0.00__high,0.0,high,87781505,drf_refreshed_calibration,drf,refreshed_calibration,drf,True,False,0.5,24.0,0.5208333333333334,25.0,0.0,0.0,0.8282051282051283,128,0,0,0
delta0.00__high,0.0,high,87781505,drf_stale_calibration,drf,stale_calibration,drf,True,False,0.5,24.0,0.5208333333333334,25.0,0.0,0.0,0.8478632478632478,104,0,0,0
delta0.00__high,0.0,high,87781505,equal,equal,,equal,True,False,0.4583333333333333,22.0,0.5,24.0,0.0,0.0,0.805982905982906,227,0,0,0
delta0.00__high,0.0,high,94885586,carrier_execution_queue_oracle,carrier,execution_queue_oracle,optimal,True,False,0.5625,27.0,0.5625,27.0,0.0,0.0,0.9340574088440652,85,0,0,640
delta0.00__high,0.0,high,94885586,carrier_latent_distribution_oracle,carrier,latent_distribution_oracle,optimal,True,False,0.5625,27.0,0.5625,27.0,0.0,0.0,0.9200930954228084,102,0,0,640
delta0.00__high,0.0,high,94885586,carrier_refreshed_calibration,carrier,refreshed_calibration,optimal,True,False,0.5625,27.0,0.5625,27.0,0.0,0.0,0.9363847944142746,81,0,0,710
delta0.00__high,0.0,high,94885586,carrier_stale_calibration,carrier,stale_calibration,optimal,True,False,0.5416666666666666,26.0,0.5833333333333334,28.0,0.0,0.0,0.8805275407292474,153,0,0,713
delta0.00__high,0.0,high,94885586,drf_execution_queue_oracle,drf,execution_queue_oracle,drf,True,False,0.4166666666666667,20.0,0.4583333333333333,22.0,0.0,0.0,0.7967416602017068,194,0,0,0
delta0.00__high,0.0,high,94885586,drf_latent_distribution_oracle,drf,latent_distribution_oracle,drf,True,False,0.5,24.0,0.5,24.0,0.0,0.0,0.8564778898370831,142,0,0,0
delta0.00__high,0.0,high,94885586,drf_refreshed_calibration,drf,refreshed_calibration,drf,True,False,0.5,24.0,0.5,24.0,0.0,0.0,0.8386346004654771,169,0,0,0
delta0.00__high,0.0,high,94885586,drf_stale_calibration,drf,stale_calibration,drf,True,False,0.5416666666666666,26.0,0.5416666666666666,26.0,0.0,0.0,0.9162141194724592,50,0,0,0
delta0.00__high,0.0,high,94885586,equal,equal,,equal,True,False,0.4166666666666667,20.0,0.4166666666666667,20.0,0.0,0.0,0.7509697439875873,321,0,0,0
delta0.00__high,0.0,high,101192955,carrier_execution_queue_oracle,carrier,execution_queue_oracle,optimal,True,False,0.6041666666666666,29.0,0.625,30.0,0.0,0.0,0.9173419773095624,102,0,0,615
delta0.00__high,0.0,high,101192955,carrier_latent_distribution_oracle,carrier,latent_distribution_oracle,optimal,True,False,0.5416666666666666,26.0,0.5833333333333334,28.0,0.0,0.0,0.8857374392220422,141,0,0,650
delta0.00__high,0.0,high,101192955,carrier_refreshed_calibration,carrier,refreshed_calibration,optimal,True,False,0.5416666666666666,26.0,0.5833333333333334,28.0,0.0,0.0,0.8768233387358185,152,0,0,689
delta0.00__high,0.0,high,101192955,carrier_stale_calibration,carrier,stale_calibration,optimal,True,False,0.5416666666666666,26.0,0.5833333333333334,28.0,0.0,0.0,0.9003241491085899,123,0,0,663
delta0.00__high,0.0,high,101192955,drf_execution_queue_oracle,drf,execution_queue_oracle,drf,True,False,0.5833333333333334,28.0,0.5833333333333334,28.0,0.0,0.0,0.8622366288492707,163,0,0,0
delta0.00__high,0.0,high,101192955,drf_latent_distribution_oracle,drf,latent_distribution_oracle,drf,True,False,0.5208333333333334,25.0,0.5625,27.0,0.0,0.0,0.8792544570502431,138,0,0,0
delta0.00__high,0.0,high,101192955,drf_refreshed_calibration,drf,refreshed_calibration,drf,True,False,0.5416666666666666,26.0,0.5625,27.0,0.0,0.0,0.8654781199351702,153,0,0,0
delta0.00__high,0.0,high,101192955,drf_stale_calibration,drf,stale_calibration,drf,True,False,0.5416666666666666,26.0,0.5625,27.0,0.0,0.0,0.8654781199351702,146,0,0,0
delta0.00__high,0.0,high,101192955,equal,equal,,equal,True,False,0.4166666666666667,20.0,0.5,24.0,0.0,0.0,0.7649918962722853,290,0,0,0
delta0.00__high,0.0,high,108416726,carrier_execution_queue_oracle,carrier,execution_queue_oracle,optimal,True,False,0.5833333333333334,28.0,0.5833333333333334,28.0,0.0,0.0,0.9368421052631579,66,0,0,670
delta0.00__high,0.0,high,108416726,carrier_latent_distribution_oracle,carrier,latent_distribution_oracle,optimal,True,False,0.5208333333333334,25.0,0.5416666666666666,26.0,0.0,0.0,0.8220095693779904,186,0,0,627
delta0.00__high,0.0,high,108416726,carrier_refreshed_calibration,carrier,refreshed_calibration,optimal,True,False,0.5416666666666666,26.0,0.5625,27.0,0.0,0.0,0.8679425837320575,138,0,0,628
delta0.00__high,0.0,high,108416726,carrier_stale_calibration,carrier,stale_calibration,optimal,True,False,0.5625,27.0,0.5833333333333334,28.0,0.0,0.0,0.9119617224880383,92,0,0,608
delta0.00__high,0.0,high,108416726,drf_execution_queue_oracle,drf,execution_queue_oracle,drf,True,False,0.4583333333333333,22.0,0.4791666666666667,23.0,0.0,0.0,0.7473684210526316,192,0,0,0
delta0.00__high,0.0,high,108416726,drf_latent_distribution_oracle,drf,latent_distribution_oracle,drf,True,False,0.4791666666666667,23.0,0.5,24.0,0.0,0.0,0.7942583732057417,163,0,0,0
delta0.00__high,0.0,high,108416726,drf_refreshed_calibration,drf,refreshed_calibration,drf,True,False,0.5625,27.0,0.5833333333333334,28.0,0.0,0.0,0.9110047846889953,53,0,0,0
delta0.00__high,0.0,high,108416726,drf_stale_calibration,drf,stale_calibration,drf,True,False,0.4791666666666667,23.0,0.5,24.0,0.0,0.0,0.7722488038277512,191,0,0,0
delta0.00__high,0.0,high,108416726,equal,equal,,equal,True,False,0.4375,21.0,0.4583333333333333,22.0,0.0,0.0,0.7751196172248804,235,0,0,0
delta0.00__high,0.0,high,112626036,carrier_execution_queue_oracle,carrier,execution_queue_oracle,optimal,True,False,0.5625,27.0,0.5625,27.0,0.0,0.0,0.9570815450643777,50,0,0,612
delta0.00__high,0.0,high,112626036,carrier_latent_distribution_oracle,carrier,latent_distribution_oracle,optimal,True,False,0.5208333333333334,25.0,0.5208333333333334,25.0,0.0,0.0,0.903862660944206,112,0,0,627
delta0.00__high,0.0,high,112626036,carrier_refreshed_calibration,carrier,refreshed_calibration,optimal,True,False,0.5416666666666666,26.0,0.5416666666666666,26.0,0.0,0.0,0.9201716738197425,93,0,0,631
delta0.00__high,0.0,high,112626036,carrier_stale_calibration,carrier,stale_calibration,optimal,True,False,0.5416666666666666,26.0,0.5416666666666666,26.0,0.0,0.0,0.9261802575107296,86,0,0,625
delta0.00__high,0.0,high,112626036,drf_execution_queue_oracle,drf,execution_queue_oracle,drf,True,False,0.4375,21.0,0.4375,21.0,0.0,0.0,0.8111587982832618,143,0,0,0
delta0.00__high,0.0,high,112626036,drf_latent_distribution_oracle,drf,latent_distribution_oracle,drf,True,False,0.4583333333333333,22.0,0.4583333333333333,22.0,0.0,0.0,0.8334763948497854,130,0,0,0
delta0.00__high,0.0,high,112626036,drf_refreshed_calibration,drf,refreshed_calibration,drf,True,False,0.4583333333333333,22.0,0.4583333333333333,22.0,0.0,0.0,0.8137339055793992,148,0,0,0
delta0.00__high,0.0,high,112626036,drf_stale_calibration,drf,stale_calibration,drf,True,False,0.4583333333333333,22.0,0.4583333333333333,22.0,0.0,0.0,0.8334763948497854,136,0,0,0
delta0.00__high,0.0,high,112626036,equal,equal,,equal,True,False,0.3333333333333333,16.0,0.375,18.0,0.0,0.0,0.7467811158798283,295,0,0,0
delta0.00__high,0.0,high,129877774,carrier_execution_queue_oracle,carrier,execution_queue_oracle,optimal,True,False,0.5625,27.0,0.5833333333333334,28.0,0.0,0.0,0.9394719896973599,91,0,0,636
delta0.00__high,0.0,high,129877774,carrier_latent_distribution_oracle,carrier,latent_distribution_oracle,optimal,True,False,0.5625,27.0,0.5833333333333334,28.0,0.0,0.0,0.9394719896973599,91,0,0,555
delta0.00__high,0.0,high,129877774,carrier_refreshed_calibration,carrier,refreshed_calibration,optimal,True,False,0.5625,27.0,0.5833333333333334,28.0,0.0,0.0,0.9394719896973599,89,0,0,627
delta0.00__high,0.0,high,129877774,carrier_stale_calibration,carrier,stale_calibration,optimal,True,False,0.5625,27.0,0.5833333333333334,28.0,0.0,0.0,0.9510624597553123,71,0,0,621
delta0.00__high,0.0,high,129877774,drf_execution_queue_oracle,drf,execution_queue_oracle,drf,True,False,0.5208333333333334,25.0,0.5416666666666666,26.0,0.0,0.0,0.9214423696072118,85,0,0,0
delta0.00__high,0.0,high,129877774,drf_latent_distribution_oracle,drf,latent_distribution_oracle,drf,True,False,0.5208333333333334,25.0,0.5416666666666666,26.0,0.0,0.0,0.918222794591114,85,0,0,0
delta0.00__high,0.0,high,129877774,drf_refreshed_calibration,drf,refreshed_calibration,drf,True,False,0.5208333333333334,25.0,0.5416666666666666,26.0,0.0,0.0,0.9214423696072118,82,0,0,0
delta0.00__high,0.0,high,129877774,drf_stale_calibration,drf,stale_calibration,drf,True,False,0.5208333333333334,25.0,0.5416666666666666,26.0,0.0,0.0,0.9214423696072118,81,0,0,0
delta0.00__high,0.0,high,129877774,equal,equal,,equal,True,False,0.4791666666666667,23.0,0.5208333333333334,25.0,0.0,0.0,0.8396651641983258,249,0,0,0
delta0.00__high,0.0,high,139216186,carrier_execution_queue_oracle,carrier,execution_queue_oracle,optimal,True,False,0.5625,27.0,0.5625,27.0,0.0,0.0,0.9151251360174102,78,0,0,615
delta0.00__high,0.0,high,139216186,carrier_latent_distribution_oracle,carrier,latent_distribution_oracle,optimal,True,False,0.5625,27.0,0.5625,27.0,0.0,0.0,0.9151251360174102,78,0,0,609
delta0.00__high,0.0,high,139216186,carrier_refreshed_calibration,carrier,refreshed_calibration,optimal,True,False,0.5416666666666666,26.0,0.5416666666666666,26.0,0.0,0.0,0.8868335146898803,103,0,0,630
delta0.00__high,0.0,high,139216186,carrier_stale_calibration,carrier,stale_calibration,optimal,True,False,0.5416666666666666,26.0,0.5416666666666666,26.0,0.0,0.0,0.8868335146898803,104,0,0,615
delta0.00__high,0.0,high,139216186,drf_execution_queue_oracle,drf,execution_queue_oracle,drf,True,False,0.4791666666666667,23.0,0.4791666666666667,23.0,0.0,0.0,0.8269858541893362,98,0,0,0
delta0.00__high,0.0,high,139216186,drf_latent_distribution_oracle,drf,latent_distribution_oracle,drf,True,False,0.4791666666666667,23.0,0.4791666666666667,23.0,0.0,0.0,0.8269858541893362,97,0,0,0
delta0.00__high,0.0,high,139216186,drf_refreshed_calibration,drf,refreshed_calibration,drf,True,False,0.4583333333333333,22.0,0.4583333333333333,22.0,0.0,0.0,0.7747551686615887,155,0,0,0
delta0.00__high,0.0,high,139216186,drf_stale_calibration,drf,stale_calibration,drf,True,False,0.4791666666666667,23.0,0.4791666666666667,23.0,0.0,0.0,0.8520130576713819,84,0,0,0
delta0.00__high,0.0,high,139216186,equal,equal,,equal,True,False,0.3333333333333333,16.0,0.3541666666666667,17.0,0.0,0.0,0.6626768226332971,310,0,0,0
delta0.00__high,0.0,high,139730805,carrier_execution_queue_oracle,carrier,execution_queue_oracle,optimal,True,False,0.5625,27.0,0.5625,27.0,0.0,0.0,0.9266409266409267,94,0,0,625
delta0.00__high,0.0,high,139730805,carrier_latent_distribution_oracle,carrier,latent_distribution_oracle,optimal,True,False,0.5416666666666666,26.0,0.5416666666666666,26.0,0.0,0.0,0.9243243243243243,97,0,0,633
delta0.00__high,0.0,high,139730805,carrier_refreshed_calibration,carrier,refreshed_calibration,optimal,True,False,0.5416666666666666,26.0,0.5416666666666666,26.0,0.0,0.0,0.9204633204633205,99,0,0,646
delta0.00__high,0.0,high,139730805,carrier_stale_calibration,carrier,stale_calibration,optimal,True,False,0.5416666666666666,26.0,0.5416666666666666,26.0,0.0,0.0,0.9243243243243243,96,0,0,628
delta0.00__high,0.0,high,139730805,drf_execution_queue_oracle,drf,execution_queue_oracle,drf,True,False,0.5625,27.0,0.5625,27.0,0.0,0.0,0.8664092664092664,115,0,0,0
delta0.00__high,0.0,high,139730805,drf_latent_distribution_oracle,drf,latent_distribution_oracle,drf,True,False,0.5625,27.0,0.5625,27.0,0.0,0.0,0.8841698841698842,98,0,0,0
delta0.00__high,0.0,high,139730805,drf_refreshed_calibration,drf,refreshed_calibration,drf,True,False,0.5625,27.0,0.5625,27.0,0.0,0.0,0.8841698841698842,90,0,0,0
delta0.00__high,0.0,high,139730805,drf_stale_calibration,drf,stale_calibration,drf,True,False,0.5625,27.0,0.5625,27.0,0.0,0.0,0.8841698841698842,99,0,0,0
delta0.00__high,0.0,high,139730805,equal,equal,,equal,True,False,0.4791666666666667,23.0,0.4791666666666667,23.0,0.0,0.0,0.7953667953667953,265,0,0,3
delta0.00__high,0.0,high,147261721,carrier_execution_queue_oracle,carrier,execution_queue_oracle,optimal,True,False,0.5625,27.0,0.5625,27.0,0.0,0.0,0.924908424908425,82,0,0,625
delta0.00__high,0.0,high,147261721,carrier_latent_distribution_oracle,carrier,latent_distribution_oracle,optimal,True,False,0.5,24.0,0.5208333333333334,25.0,0.0,0.0,0.8983516483516484,111,0,0,628
delta0.00__high,0.0,high,147261721,carrier_refreshed_calibration,carrier,refreshed_calibration,optimal,True,False,0.5833333333333334,28.0,0.5833333333333334,28.0,0.0,0.0,0.9047619047619048,104,0,0,645
delta0.00__high,0.0,high,147261721,carrier_stale_calibration,carrier,stale_calibration,optimal,True,False,0.5,24.0,0.5208333333333334,25.0,0.0,0.0,0.8983516483516484,111,0,0,615
delta0.00__high,0.0,high,147261721,drf_execution_queue_oracle,drf,execution_queue_oracle,drf,True,False,0.5416666666666666,26.0,0.5416666666666666,26.0,0.0,0.0,0.9157509157509157,60,0,0,0
delta0.00__high,0.0,high,147261721,drf_latent_distribution_oracle,drf,latent_distribution_oracle,drf,True,False,0.4791666666666667,23.0,0.4791666666666667,23.0,0.0,0.0,0.8507326007326007,105,0,0,0
delta0.00__high,0.0,high,147261721,drf_refreshed_calibration,drf,refreshed_calibration,drf,True,False,0.5208333333333334,25.0,0.5416666666666666,26.0,0.0,0.0,0.891941391941392,73,0,0,0
delta0.00__high,0.0,high,147261721,drf_stale_calibration,drf,stale_calibration,drf,True,False,0.4791666666666667,23.0,0.4791666666666667,23.0,0.0,0.0,0.8507326007326007,111,0,0,0
delta0.00__high,0.0,high,147261721,equal,equal,,equal,True,False,0.4166666666666667,20.0,0.4166666666666667,20.0,0.0,0.0,0.7628205128205128,259,0,0,0
delta0.00__high,0.0,high,152599165,carrier_execution_queue_oracle,carrier,execution_queue_oracle,optimal,True,False,0.5625,27.0,0.5625,27.0,0.0,0.0,0.9234338747099768,94,0,0,622
delta0.00__high,0.0,high,152599165,carrier_latent_distribution_oracle,carrier,latent_distribution_oracle,optimal,True,False,0.5625,27.0,0.5625,27.0,0.0,0.0,0.9234338747099768,96,0,0,653
delta0.00__high,0.0,high,152599165,carrier_refreshed_calibration,carrier,refreshed_calibration,optimal,True,False,0.5833333333333334,28.0,0.5833333333333334,28.0,0.0,0.0,0.9435421500386698,72,0,0,702
delta0.00__high,0.0,high,152599165,carrier_stale_calibration,carrier,stale_calibration,optimal,True,False,0.5625,27.0,0.5625,27.0,0.0,0.0,0.9234338747099768,96,0,0,681
delta0.00__high,0.0,high,152599165,drf_execution_queue_oracle,drf,execution_queue_oracle,drf,True,False,0.5833333333333334,28.0,0.5833333333333334,28.0,0.0,0.0,0.8948182521268369,69,0,0,0
delta0.00__high,0.0,high,152599165,drf_latent_distribution_oracle,drf,latent_distribution_oracle,drf,True,False,0.5833333333333334,28.0,0.5833333333333334,28.0,0.0,0.0,0.8847641144624904,90,0,0,0
delta0.00__high,0.0,high,152599165,drf_refreshed_calibration,drf,refreshed_calibration,drf,True,False,0.5625,27.0,0.5833333333333334,28.0,0.0,0.0,0.8607888631090487,109,0,0,0
delta0.00__high,0.0,high,152599165,drf_stale_calibration,drf,stale_calibration,drf,True,False,0.5625,27.0,0.5833333333333334,28.0,0.0,0.0,0.8932714617169374,82,0,0,0
delta0.00__high,0.0,high,152599165,equal,equal,,equal,True,False,0.4583333333333333,22.0,0.4583333333333333,22.0,0.0,0.0,0.731631863882444,347,0,0,0
delta0.00__high,0.0,high,153676091,carrier_execution_queue_oracle,carrier,execution_queue_oracle,optimal,True,False,0.6041666666666666,29.0,0.6041666666666666,29.0,0.0,0.0,0.9079054604726976,110,0,0,624
delta0.00__high,0.0,high,153676091,carrier_latent_distribution_oracle,carrier,latent_distribution_oracle,optimal,True,False,0.6458333333333334,31.0,0.6458333333333334,31.0,0.0,0.0,0.928280358598207,85,0,0,608
delta0.00__high,0.0,high,153676091,carrier_refreshed_calibration,carrier,refreshed_calibration,optimal,True,False,0.6458333333333334,31.0,0.6458333333333334,31.0,0.0,0.0,0.9079054604726976,110,0,0,611
delta0.00__high,0.0,high,153676091,carrier_stale_calibration,carrier,stale_calibration,optimal,True,False,0.6458333333333334,31.0,0.6458333333333334,31.0,0.0,0.0,0.8899755501222494,134,0,0,651
delta0.00__high,0.0,high,153676091,drf_execution_queue_oracle,drf,execution_queue_oracle,drf,True,False,0.6458333333333334,31.0,0.6458333333333334,31.0,0.0,0.0,0.876120619396903,68,0,0,0
delta0.00__high,0.0,high,153676091,drf_latent_distribution_oracle,drf,latent_distribution_oracle,drf,True,False,0.625,30.0,0.625,30.0,0.0,0.0,0.8614506927465363,96,0,0,0
