mode,seed,policy,epoch,n_active,churn_units,churn_frac,binding_commitments,commitment_infeasible,capacity_violation,mean_completion,mean_quality
smoke,3443763727,leases_shortfall,9,5,0,0.0,0,1,0,0.2,0.1523844970485877
smoke,3443763727,leases_shortfall,10,5,150,0.25041736227045075,1,0,0,0.15,0.11275187087693454
smoke,3443763727,leases_shortfall,11,5,1,0.001669449081803005,4,0,0,0.15,0.11275187087693454
smoke,3443763727,leases_shortfall,12,5,256,0.2994152046783626,0,0,0,0.2,0.1586344970485877
smoke,3443763727,leases_shortfall,13,5,1,0.0011695906432748538,1,0,0,0.2,0.1586344970485877
smoke,3443763727,leases_shortfall,14,5,0,0.0,1,0,0,0.2,0.1586344970485877
smoke,3443763727,leases_shortfall,15,5,0,0.0,1,0,0,0.2,0.1586344970485877
smoke,3443763727,leases_shortfall,16,5,0,0.0,1,0,0,0.2,0.1586344970485877
smoke,3443763727,leases_shortfall,17,5,0,0.0,1,0,0,0.2,0.1586344970485877
smoke,3443763727,leases_shortfall,18,5,747,0.8736842105263158,0,0,0,0.05,0.03589717124053717
smoke,3443763727,leases_shortfall,19,5,0,0.0,2,0,0,0.05,0.03589717124053717
smoke,1732094786,reoptimize,0,4,850,0.9941520467836257,0,0,0,0.0,0.0
smoke,1732094786,reoptimize,1,4,0,0.0,0,0,0,0.0,0.0
smoke,1732094786,reoptimize,2,4,0,0.0,0,0,0,0.0,0.0
smoke,1732094786,reoptimize,3,4,0,0.0,0,0,0,0.0,0.0
smoke,1732094786,reoptimize,4,3,221,0.2584795321637427,0,0,0,0.08333333333333333,0.06411490094079247
smoke,1732094786,reoptimize,5,3,0,0.0,0,0,0,0.08333333333333333,0.06411490094079247
smoke,1732094786,reoptimize,6,3,246,0.41068447412353926,0,0,0,0.0,0.0
smoke,1732094786,reoptimize,7,3,0,0.0,0,0,0,0.0,0.0
smoke,1732094786,reoptimize,8,3,0,0.0,0,0,0,0.0,0.0
smoke,1732094786,reoptimize,9,3,0,0.0,0,0,0,0.0,0.0
smoke,1732094786,reoptimize,10,3,0,0.0,0,0,0,0.0,0.0
smoke,1732094786,reoptimize,11,4,308,0.5141903171953256,0,0,0,0.0,0.0
smoke,1732094786,reoptimize,12,4,257,0.30058479532163745,0,0,0,0.0,0.0
smoke,1732094786,reoptimize,13,4,0,0.0,0,0,0,0.0,0.0
smoke,1732094786,reoptimize,14,5,300,0.3508771929824561,0,0,0,0.0,0.0
smoke,1732094786,reoptimize,15,5,780,0.9122807017543859,0,0,0,0.0,0.0
smoke,1732094786,reoptimize,16,5,0,0.0,0,0,0,0.0,0.0
smoke,1732094786,reoptimize,17,5,0,0.0,0,0,0,0.0,0.0
smoke,1732094786,reoptimize,18,5,0,0.0,0,0,0,0.0,0.0
smoke,1732094786,reoptimize,19,5,72,0.08421052631578947,0,0,0,0.1,0.07602798273945113
smoke,1732094786,permanent_floors,0,4,850,0.9941520467836257,0,0,0,0.0,0.0
smoke,1732094786,permanent_floors,1,4,0,0.0,4,0,0,0.0,0.0
smoke,1732094786,permanent_floors,2,4,0,0.0,4,0,0,0.0,0.0
smoke,1732094786,permanent_floors,3,4,0,0.0,4,0,0,0.0,0.0
smoke,1732094786,permanent_floors,4,3,221,0.2584795321637427,0,0,0,0.08333333333333333,0.06411490094079247
smoke,1732094786,permanent_floors,5,3,0,0.0,0,0,0,0.08333333333333333,0.06411490094079247
smoke,1732094786,permanent_floors,6,3,246,0.41068447412353926,0,1,0,0.0,0.0
smoke,1732094786,permanent_floors,7,3,0,0.0,0,1,0,0.0,0.0
smoke,1732094786,permanent_floors,8,3,0,0.0,0,1,0,0.0,0.0
smoke,1732094786,permanent_floors,9,3,0,0.0,0,1,0,0.0,0.0
smoke,1732094786,permanent_floors,10,3,0,0.0,0,1,0,0.0,0.0
smoke,1732094786,permanent_floors,11,3,0,0.0,0,1,0,0.0,0.0
smoke,1732094786,permanent_floors,12,4,453,0.5298245614035088,0,0,0,0.0,0.0
smoke,1732094786,permanent_floors,13,4,0,0.0,1,0,0,0.0,0.0
smoke,1732094786,permanent_floors,14,4,0,0.0,1,0,0,0.0,0.0
smoke,1732094786,permanent_floors,15,5,714,0.8350877192982457,1,0,0,0.0,0.0
smoke,1732094786,permanent_floors,16,5,0,0.0,3,0,0,0.0,0.0
smoke,1732094786,permanent_floors,17,5,0,0.0,3,0,0,0.0,0.0
smoke,1732094786,permanent_floors,18,5,0,0.0,3,0,0,0.0,0.0
smoke,1732094786,permanent_floors,19,5,274,0.32046783625730996,1,0,0,0.0,0.0
smoke,1732094786,leases,0,4,850,0.9941520467836257,0,0,0,0.0,0.0
smoke,1732094786,leases,1,4,0,0.0,4,0,0,0.0,0.0
smoke,1732094786,leases,2,4,0,0.0,4,0,0,0.0,0.0
smoke,1732094786,leases,3,4,0,0.0,4,0,0,0.0,0.0
smoke,1732094786,leases,4,3,221,0.2584795321637427,0,0,0,0.08333333333333333,0.06411490094079247
smoke,1732094786,leases,5,3,0,0.0,0,0,0,0.08333333333333333,0.06411490094079247
smoke,1732094786,leases,6,3,246,0.41068447412353926,0,1,0,0.0,0.0
smoke,1732094786,leases,7,3,0,0.0,0,1,0,0.0,0.0
smoke,1732094786,leases,8,3,0,0.0,0,1,0,0.0,0.0
smoke,1732094786,leases,9,3,0,0.0,0,1,0,0.0,0.0
smoke,1732094786,leases,10,3,0,0.0,0,0,0,0.0,0.0
smoke,1732094786,leases,11,4,46,0.07679465776293823,0,0,0,0.0,0.0
smoke,1732094786,leases,12,4,428,0.5005847953216375,0,0,0,0.0,0.0
smoke,1732094786,leases,13,4,0,0.0,0,0,0,0.0,0.0
smoke,1732094786,leases,14,5,264,0.3087719298245614,0,0,0,0.0,0.0
smoke,1732094786,leases,15,5,825,0.9649122807017544,0,0,0,0.0,0.0
smoke,1732094786,leases,16,5,0,0.0,1,0,0,0.0,0.0
smoke,1732094786,leases,17,5,0,0.0,1,0,0,0.0,0.0
smoke,1732094786,leases,18,5,0,0.0,1,0,0,0.0,0.0
smoke,1732094786,leases,19,5,61,0.07134502923976609,0,0,0,0.05,0.03859807677086903
smoke,1732094786,leases_shortfall,0,4,850,0.9941520467836257,0,0,0,0.0,0.0
smoke,1732094786,leases_shortfall,1,4,0,0.0,4,0,0,0.0,0.0
smoke,1732094786,leases_shortfall,2,4,0,0.0,4,0,0,0.0,0.0
smoke,1732094786,leases_shortfall,3,4,0,0.0,4,0,0,0.0,0.0
smoke,1732094786,leases_shortfall,4,3,221,0.2584795321637427,0,0,0,0.08333333333333333,0.06411490094079247
smoke,1732094786,leases_shortfall,5,3,0,0.0,0,0,0,0.08333333333333333,0.06411490094079247
smoke,1732094786,leases_shortfall,6,3,270,0.4507512520868113,0,1,0,0.08333333333333333,0.06411490094079247
smoke,1732094786,leases_shortfall,7,3,0,0.0,0,1,0,0.08333333333333333,0.06411490094079247
smoke,1732094786,leases_shortfall,8,3,0,0.0,0,1,0,0.08333333333333333,0.06411490094079247
smoke,1732094786,leases_shortfall,9,3,0,0.0,0,1,0,0.08333333333333333,0.06411490094079247
smoke,1732094786,leases_shortfall,10,3,38,0.06343906510851419,0,0,0,0.0,0.0
smoke,1732094786,leases_shortfall,11,4,46,0.07679465776293823,0,0,0,0.0,0.0
smoke,1732094786,leases_shortfall,12,4,428,0.5005847953216375,0,0,0,0.0,0.0
smoke,1732094786,leases_shortfall,13,4,0,0.0,0,0,0,0.0,0.0
smoke,1732094786,leases_shortfall,14,5,264,0.3087719298245614,0,0,0,0.0,0.0
smoke,1732094786,leases_shortfall,15,5,825,0.9649122807017544,0,0,0,0.0,0.0
smoke,1732094786,leases_shortfall,16,5,0,0.0,1,0,0,0.0,0.0
smoke,1732094786,leases_shortfall,17,5,0,0.0,1,0,0,0.0,0.0
smoke,1732094786,leases_shortfall,18,5,0,0.0,1,0,0,0.0,0.0
smoke,1732094786,leases_shortfall,19,5,61,0.07134502923976609,0,0,0,0.05,0.03859807677086903
smoke,3339037984,reoptimize,0,4,849,0.9929824561403509,0,0,0,0.125,0.09900605105872334
smoke,3339037984,reoptimize,1,4,0,0.0,0,0,0,0.125,0.09900605105872334
smoke,3339037984,reoptimize,2,4,0,0.0,0,0,0,0.125,0.09900605105872334
smoke,3339037984,reoptimize,3,4,0,0.0,0,0,0,0.125,0.09900605105872334
smoke,3339037984,reoptimize,4,4,654,0.7649122807017544,0,0,0,0.0625,0.03650605105872335
smoke,3339037984,reoptimize,5,4,0,0.0,0,0,0,0.0625,0.03650605105872335
smoke,3339037984,reoptimize,6,4,256,0.4273789649415693,0,0,0,0.0625,0.03650605105872335
smoke,3339037984,reoptimize,7,5,347,0.5792988313856428,0,0,0,0.0,0.0
smoke,3339037984,reoptimize,8,6,268,0.44741235392320533,0,0,0,0.0,0.0
smoke,3339037984,reoptimize,9,6,0,0.0,0,0,0,0.0,0.0
smoke,3339037984,reoptimize,10,6,0,0.0,0,0,0,0.0,0.0
smoke,3339037984,reoptimize,11,5,180,0.3005008347245409,0,0,0,0.0,0.0
smoke,3339037984,reoptimize,12,5,256,0.2994152046783626,0,0,0,0.0,0.0
smoke,3339037984,reoptimize,13,5,0,0.0,0,0,0,0.0,0.0
smoke,3339037984,reoptimize,14,5,0,0.0,0,0,0,0.0,0.0
smoke,3339037984,reoptimize,15,5,0,0.0,0,0,0,0.0,0.0
smoke,3339037984,reoptimize,16,5,0,0.0,0,0,0,0.0,0.0
smoke,3339037984,reoptimize,17,5,0,0.0,0,0,0,0.0,0.0
smoke,3339037984,reoptimize,18,5,0,0.0,0,0,0,0.0,0.0
smoke,3339037984,reoptimize,19,5,0,0.0,0,0,0,0.0,0.0
smoke,3339037984,permanent_floors,0,4,849,0.9929824561403509,0,0,0,0.125,0.09900605105872334
smoke,3339037984,permanent_floors,1,4,0,0.0,4,0,0,0.125,0.09900605105872334
smoke,3339037984,permanent_floors,2,4,0,0.0,4,0,0,0.125,0.09900605105872334
smoke,3339037984,permanent_floors,3,4,0,0.0,4,0,0,0.125,0.09900605105872334
smoke,3339037984,permanent_floors,4,4,653,0.7637426900584795,0,0,0,0.0625,0.03650605105872335
smoke,3339037984,permanent_floors,5,4,1,0.0011695906432748538,0,0,0,0.0625,0.03650605105872335
smoke,3339037984,permanent_floors,6,4,256,0.4273789649415693,0,1,0,0.0625,0.03650605105872335
smoke,3339037984,permanent_floors,7,4,0,0.0,0,1,0,0.0625,0.03650605105872335
smoke,3339037984,permanent_floors,8,4,0,0.0,0,1,0,0.0625,0.03650605105872335
smoke,3339037984,permanent_floors,9,4,0,0.0,0,1,0,0.0625,0.03650605105872335
smoke,3339037984,permanent_floors,10,4,0,0.0,0,1,0,0.0625,0.03650605105872335
smoke,3339037984,permanent_floors,11,3,186,0.3105175292153589,0,1,0,0.25,0.19816960353476998
smoke,3339037984,permanent_floors,12,5,530,0.6198830409356725,0,0,0,0.0,0.0
smoke,3339037984,permanent_floors,13,5,0,0.0,2,0,0,0.0,0.0
smoke,3339037984,permanent_floors,14,5,0,0.0,2,0,0,0.0,0.0
smoke,3339037984,permanent_floors,15,5,67,0.0783625730994152,0,0,0,0.0,0.0
smoke,3339037984,permanent_floors,16,5,1,0.0011695906432748538,0,0,0,0.0,0.0
smoke,3339037984,permanent_floors,17,5,0,0.0,0,0,0,0.0,0.0
smoke,3339037984,permanent_floors,18,5,0,0.0,0,0,0,0.0,0.0
smoke,3339037984,permanent_floors,19,5,0,0.0,0,0,0,0.0,0.0
smoke,3339037984,leases,0,4,849,0.9929824561403509,0,0,0,0.125,0.09900605105872334
smoke,3339037984,leases,1,4,0,0.0,4,0,0,0.125,0.09900605105872334
smoke,3339037984,leases,2,4,0,0.0,4,0,0,0.125,0.09900605105872334
smoke,3339037984,leases,3,4,0,0.0,4,0,0,0.125,0.09900605105872334
smoke,3339037984,leases,4,4,653,0.7637426900584795,0,0,0,0.0625,0.03650605105872335
smoke,3339037984,leases,5,4,1,0.0011695906432748538,0,0,0,0.0625,0.03650605105872335
smoke,3339037984,leases,6,4,256,0.4273789649415693,0,1,0,0.0625,0.03650605105872335
smoke,3339037984,leases,7,4,0,0.0,0,1,0,0.0625,0.03650605105872335
smoke,3339037984,leases,8,4,0,0.0,0,1,0,0.0625,0.03650605105872335
smoke,3339037984,leases,9,4,0,0.0,0,1,0,0.0625,0.03650605105872335
smoke,3339037984,leases,10,6,477,0.7963272120200334,0,0,0,0.0,0.0
smoke,3339037984,leases,11,5,165,0.27545909849749584,0,0,0,0.0,0.0
smoke,3339037984,leases,12,5,363,0.4245614035087719,0,0,0,0.0,0.0
smoke,3339037984,leases,13,5,0,0.0,0,0,0,0.0,0.0
smoke,3339037984,leases,14,5,26,0.0304093567251462,0,0,0,0.0,0.0
smoke,3339037984,leases,15,5,0,0.0,0,0,0,0.0,0.0
smoke,3339037984,leases,16,5,0,0.0,1,0,0,0.0,0.0
smoke,3339037984,leases,17,5,0,0.0,1,0,0,0.0,0.0
smoke,3339037984,leases,18,5,0,0.0,1,0,0,0.0,0.0
smoke,3339037984,leases,19,5,0,0.0,1,0,0,0.0,0.0
smoke,3339037984,leases_shortfall,0,4,849,0.9929824561403509,0,0,0,0.125,0.09900605105872334
smoke,3339037984,leases_shortfall,1,4,0,0.0,4,0,0,0.125,0.09900605105872334
smoke,3339037984,leases_shortfall,2,4,0,0.0,4,0,0,0.125,0.09900605105872334
smoke,3339037984,leases_shortfall,3,4,0,0.0,4,0,0,0.125,0.09900605105872334
smoke,3339037984,leases_shortfall,4,4,653,0.7637426900584795,0,0,0,0.0625,0.03650605105872335
smoke,3339037984,leases_shortfall,5,4,1,0.0011695906432748538,0,0,0,0.0625,0.03650605105872335
smoke,3339037984,leases_shortfall,6,4,269,0.44908180300500833,0,1,0,0.0,0.0
smoke,3339037984,leases_shortfall,7,4,0,0.0,0,1,0,0.0,0.0
smoke,3339037984,leases_shortfall,8,4,0,0.0,0,1,0,0.0,0.0
smoke,3339037984,leases_shortfall,9,4,0,0.0,0,1,0,0.0,0.0
smoke,3339037984,leases_shortfall,10,6,478,0.7979966611018364,0,0,0,0.0,0.0
smoke,3339037984,leases_shortfall,11,5,165,0.27545909849749584,0,0,0,0.0,0.0
smoke,3339037984,leases_shortfall,12,5,363,0.4245614035087719,0,0,0,0.0,0.0
smoke,3339037984,leases_shortfall,13,5,0,0.0,0,0,0,0.0,0.0
smoke,3339037984,leases_shortfall,14,5,26,0.0304093567251462,0,0,0,0.0,0.0
smoke,3339037984,leases_shortfall,15,5,0,0.0,0,0,0,0.0,0.0
smoke,3339037984,leases_shortfall,16,5,0,0.0,1,0,0,0.0,0.0
smoke,3339037984,leases_shortfall,17,5,0,0.0,1,0,0,0.0,0.0
smoke,3339037984,leases_shortfall,18,5,0,0.0,1,0,0,0.0,0.0
smoke,3339037984,leases_shortfall,19,5,0,0.0,1,0,0,0.0,0.0
smoke,3143681886,reoptimize,0,4,849,0.9929824561403509,0,0,0,0.0,0.0
smoke,3143681886,reoptimize,1,4,0,0.0,0,0,0,0.0,0.0
smoke,3143681886,reoptimize,2,4,0,0.0,0,0,0,0.0,0.0
smoke,3143681886,reoptimize,3,4,0,0.0,0,0,0,0.0,0.0
smoke,3143681886,reoptimize,4,4,0,0.0,0,0,0,0.0,0.0
smoke,3143681886,reoptimize,5,4,0,0.0,0,0,0,0.0,0.0
smoke,3143681886,reoptimize,6,4,256,0.4273789649415693,0,0,0,0.0,0.0
smoke,3143681886,reoptimize,7,5,284,0.4741235392320534,0,0,0,0.0,0.0
smoke,3143681886,reoptimize,8,5,0,0.0,0,0,0,0.0,0.0
smoke,3143681886,reoptimize,9,5,0,0.0,0,0,0,0.0,0.0
smoke,3143681886,reoptimize,10,5,0,0.0,0,0,0,0.0,0.0
smoke,3143681886,reoptimize,11,5,0,0.0,0,0,0,0.0,0.0
smoke,3143681886,reoptimize,12,5,256,0.2994152046783626,0,0,0,0.0,0.0
smoke,3143681886,reoptimize,13,4,239,0.2795321637426901,0,0,0,0.0,0.0
smoke,3143681886,reoptimize,14,4,741,0.8666666666666667,0,0,0,0.1875,0.136942774532025
smoke,3143681886,reoptimize,15,4,0,0.0,0,0,0,0.1875,0.136942774532025
smoke,3143681886,reoptimize,16,4,20,0.023391812865497075,0,0,0,0.125,0.09259695362390895
smoke,3143681886,reoptimize,17,5,333,0.3894736842105263,0,0,0,0.0,0.0
smoke,3143681886,reoptimize,18,5,0,0.0,0,0,0,0.0,0.0
smoke,3143681886,reoptimize,19,5,0,0.0,0,0,0,0.0,0.0
smoke,3143681886,permanent_floors,0,4,849,0.9929824561403509,0,0,0,0.0,0.0
smoke,3143681886,permanent_floors,1,4,0,0.0,4,0,0,0.0,0.0
smoke,3143681886,permanent_floors,2,4,0,0.0,4,0,0,0.0,0.0
smoke,3143681886,permanent_floors,3,4,0,0.0,4,0,0,0.0,0.0
smoke,3143681886,permanent_floors,4,4,0,0.0,4,0,0,0.0,0.0
smoke,3143681886,permanent_floors,5,4,0,0.0,4,0,0,0.0,0.0
smoke,3143681886,permanent_floors,6,4,256,0.4273789649415693,0,1,0,0.0,0.0
smoke,3143681886,permanent_floors,7,4,0,0.0,0,1,0,0.0,0.0
smoke,3143681886,permanent_floors,8,4,0,0.0,0,1,0,0.0,0.0
smoke,3143681886,permanent_floors,9,4,0,0.0,0,1,0,0.0,0.0
smoke,3143681886,permanent_floors,10,4,0,0.0,0,1,0,0.0,0.0
smoke,3143681886,permanent_floors,11,4,0,0.0,0,1,0,0.0,0.0
smoke,3143681886,permanent_floors,12,5,255,0.2982456140350877,0,0,0,0.0,0.0
smoke,3143681886,permanent_floors,13,4,8,0.00935672514619883,4,0,0,0.0,0.0
smoke,3143681886,permanent_floors,14,4,712,0.8327485380116959,1,0,0,0.25,0.1830810672234782
smoke,3143681886,permanent_floors,15,4,0,0.0,2,0,0,0.25,0.1830810672234782
smoke,3143681886,permanent_floors,16,4,34,0.03976608187134503,1,0,0,0.1875,0.136942774532025
smoke,3143681886,permanent_floors,17,4,0,0.0,2,0,0,0.1875,0.136942774532025
smoke,3143681886,permanent_floors,18,4,0,0.0,2,0,0,0.1875,0.136942774532025
smoke,3143681886,permanent_floors,19,4,0,0.0,2,0,0,0.1875,0.136942774532025
smoke,3143681886,leases,0,4,849,0.9929824561403509,0,0,0,0.0,0.0
smoke,3143681886,leases,1,4,0,0.0,4,0,0,0.0,0.0
smoke,3143681886,leases,2,4,0,0.0,4,0,0,0.0,0.0
smoke,3143681886,leases,3,4,0,0.0,4,0,0,0.0,0.0
smoke,3143681886,leases,4,4,0,0.0,4,0,0,0.0,0.0
smoke,3143681886,leases,5,4,0,0.0,4,0,0,0.0,0.0
smoke,3143681886,leases,6,4,256,0.4273789649415693,0,1,0,0.0,0.0
smoke,3143681886,leases,7,4,0,0.0,0,1,0,0.0,0.0
smoke,3143681886,leases,8,4,0,0.0,0,1,0,0.0,0.0
smoke,3143681886,leases,9,4,0,0.0,0,1,0,0.0,0.0
smoke,3143681886,leases,10,5,284,0.4741235392320534,0,0,0,0.0,0.0
smoke,3143681886,leases,11,5,0,0.0,5,0,0,0.0,0.0
smoke,3143681886,leases,12,5,256,0.2994152046783626,0,0,0,0.0,0.0
smoke,3143681886,leases,13,4,239,0.2795321637426901,0,0,0,0.0,0.0
smoke,3143681886,leases,14,4,741,0.8666666666666667,0,0,0,0.1875,0.136942774532025
smoke,3143681886,leases,15,4,0,0.0,1,0,0,0.1875,0.136942774532025
smoke,3143681886,leases,16,4,20,0.023391812865497075,1,0,0,0.125,0.09259695362390895
smoke,3143681886,leases,17,5,290,0.3391812865497076,0,0,0,0.05,0.02934409890348158
smoke,3143681886,leases,18,5,0,0.0,1,0,0,0.05,0.02934409890348158
smoke,3143681886,leases,19,5,0,0.0,1,0,0,0.05,0.02934409890348158
smoke,3143681886,leases_shortfall,0,4,849,0.9929824561403509,0,0,0,0.0,0.0
smoke,3143681886,leases_shortfall,1,4,0,0.0,4,0,0,0.0,0.0
smoke,3143681886,leases_shortfall,2,4,0,0.0,4,0,0,0.0,0.0
smoke,3143681886,leases_shortfall,3,4,0,0.0,4,0,0,0.0,0.0
smoke,3143681886,leases_shortfall,4,4,0,0.0,4,0,0,0.0,0.0
smoke,3143681886,leases_shortfall,5,4,0,0.0,4,0,0,0.0,0.0
smoke,3143681886,leases_shortfall,6,4,258,0.4307178631051753,0,1,0,0.0,0.0
smoke,3143681886,leases_shortfall,7,4,0,0.0,0,1,0,0.0,0.0
smoke,3143681886,leases_shortfall,8,4,0,0.0,0,1,0,0.0,0.0
smoke,3143681886,leases_shortfall,9,4,0,0.0,0,1,0,0.0,0.0
smoke,3143681886,leases_shortfall,10,5,292,0.48747913188647746,0,0,0,0.0,0.0
smoke,3143681886,leases_shortfall,11,5,0,0.0,5,0,0,0.0,0.0
smoke,3143681886,leases_shortfall,12,5,256,0.2994152046783626,0,0,0,0.0,0.0
smoke,3143681886,leases_shortfall,13,4,239,0.2795321637426901,0,0,0,0.0,0.0
smoke,3143681886,leases_shortfall,14,4,741,0.8666666666666667,0,0,0,0.1875,0.136942774532025
smoke,3143681886,leases_shortfall,15,4,0,0.0,1,0,0,0.1875,0.136942774532025
smoke,3143681886,leases_shortfall,16,4,20,0.023391812865497075,1,0,0,0.125,0.09259695362390895
