seed,policy,schedule_hash,admissions,entrants_offered,mean_waiting_time,protected_agent_epochs,active_floor_epochs,infeasible_floor_epochs,discrete_floor_violations,floor_shortfall_total,scaled_floor_shortfall_total,mean_floor_shortfall,lease_expiries,mean_churn_frac,mean_incumbent_utility_change,worst_incumbent_loss,shortfall_epochs,mean_shortfall_scale,noop_events,capacity_violations
1861291672,leases_shortfall,23a488dd2186e750,5,5,1.6,309,99,8,22,2.7495892549086847,1.4863934840597608,0.12498132976857658,26,0.05788539074704092,0.4870049913633839,-143.51428571428568,8,0.9998868703842163,8,0
1234037029,reoptimize,7029b9269d79cb98,5,5,0.0,0,0,0,0,0.0,0.0,0.0,0,0.06381177384827662,-0.09846853615166201,-24.58399999999999,0,1.0,5,0
1234037029,permanent_floors,7029b9269d79cb98,5,5,2.0,557,99,6,68,758.9325622694656,0.0,11.160772974550966,0,0.05869491224327395,0.4299042023395355,-39.79487179487179,0,1.0,5,0
1234037029,leases,7029b9269d79cb98,5,5,0.6,514,99,1,21,44.994733240134586,0.0,2.1426063447683137,50,0.07434803205430313,0.18170265140734174,-44.467261904761905,0,1.0,5,0
1234037029,leases_shortfall,7029b9269d79cb98,5,5,0.6,514,99,1,20,2.1295218749232205,0.15144784708280667,0.10647609374616103,50,0.06969787059036342,0.16397215495344095,-44.467261904761905,1,0.9994709491729736,5,0
3849454699,reoptimize,176a7d2f1589beac,5,5,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0809574054415752,-0.04459416851596717,-40.96511627906976,0,1.0,3,0
3849454699,permanent_floors,176a7d2f1589beac,5,5,0.0,526,99,63,265,11877.75183129872,0.0,44.82170502376875,0,0.08604817102957836,0.25001548349943736,-52.43023255813952,0,1.0,3,0
3849454699,leases,176a7d2f1589beac,5,5,0.6,480,99,1,34,30.58970153077169,0.0,0.8996971038462263,43,0.08702902309870982,0.19401598782087323,-116.34677419354838,0,1.0,3,0
3849454699,leases_shortfall,176a7d2f1589beac,5,5,0.6,480,99,1,30,4.1251945531042296,0.31720486878900545,0.13750648510347432,43,0.08616083051781005,0.20316649314728677,-116.34677419354838,1,0.9996230602264404,3,0
1888046226,reoptimize,77a2a82f6c5a583e,5,5,0.0,0,0,0,0,0.0,0.0,0.0,0,0.07530577308159908,-0.24620960098930253,-65.98175182481754,0,1.0,5,0
1888046226,permanent_floors,77a2a82f6c5a583e,5,5,0.0,361,99,30,91,2908.326397397454,0.0,31.95963074063136,0,0.08133425409425732,0.3452162666242474,-69.13503649635038,0,1.0,5,0
1888046226,leases,77a2a82f6c5a583e,5,5,2.2,323,96,5,26,267.8288748775417,0.0,10.301110572213142,28,0.09342641064149326,0.22549972787956335,-137.59124087591243,0,1.0,6,0
1888046226,leases_shortfall,77a2a82f6c5a583e,5,5,2.2,323,96,5,24,3.2019367605574445,0.713240007110258,0.13341403168989352,28,0.08626845097618537,0.2254296704324568,-137.59124087591243,5,0.9995823860168457,6,0
3649871945,reoptimize,8fe6f4d807527dcf,5,5,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0711372767285941,0.022162586323283637,-28.123287671232873,0,1.0,4,0
3649871945,permanent_floors,8fe6f4d807527dcf,5,5,0.2,555,99,29,91,1900.0367856564617,0.0,20.879525117103974,0,0.07134493832847126,0.3731005482615593,-34.66666666666667,0,1.0,4,0
3649871945,leases,8fe6f4d807527dcf,5,5,0.0,508,98,0,9,1.6039834478335777,0.0,0.17822038309261976,48,0.08474199037821795,0.16649375666537813,-59.55555555555556,0,1.0,4,0
3649871945,leases_shortfall,8fe6f4d807527dcf,5,5,0.0,508,98,0,9,1.6039834478335777,0.0,0.17822038309261976,48,0.08474199037821795,0.16649375666537813,-59.55555555555556,0,1.0,4,0
3516092075,reoptimize,ac76d8a4ca537610,5,5,0.0,0,0,0,0,0.0,0.0,0.0,0,0.055562575647542974,0.0225727000444966,-19.05882352941176,0,1.0,7,0
3516092075,permanent_floors,ac76d8a4ca537610,5,5,6.6,593,99,46,195,5894.8047900738775,0.0,30.229768154225013,0,0.05368496732026143,0.1599341825357725,-43.8918918918919,0,1.0,7,0
3516092075,leases,ac76d8a4ca537610,5,5,4.0,551,93,0,23,3.2302221816940744,0.0,0.14044444268235107,55,0.04853386589203583,-0.01986871401283154,-19.05882352941176,0,1.0,7,0
3516092075,leases_shortfall,ac76d8a4ca537610,5,5,4.0,551,93,0,23,3.2302221816940744,0.0,0.14044444268235107,55,0.04853386589203583,-0.01986871401283154,-19.05882352941176,0,1.0,7,0
2691846207,reoptimize,8ffe6d99b04a87a6,5,5,0.0,0,0,0,0,0.0,0.0,0.0,0,0.06274675324675323,0.09289206023347944,-39.86470588235295,0,1.0,6,0
2691846207,permanent_floors,8ffe6d99b04a87a6,5,5,0.0,468,99,1,33,50.94774709474969,0.0,1.5438711240833238,0,0.06486904761904762,0.47568510255997004,-39.86470588235295,0,1.0,6,0
2691846207,leases,8ffe6d99b04a87a6,5,5,0.6,424,98,0,24,2.143975009278776,0.0,0.08933229205328234,41,0.06715151515151517,0.27953121582030277,-51.30000000000001,0,1.0,6,0
2691846207,leases_shortfall,8ffe6d99b04a87a6,5,5,0.6,424,98,0,24,2.143975009278776,0.0,0.08933229205328234,41,0.06715151515151517,0.27953121582030277,-51.30000000000001,0,1.0,6,0
259805308,reoptimize,6840ed39ca127e71,5,5,0.0,0,0,0,0,0.0,0.0,0.0,0,0.065625,-0.024491986431873527,-23.10256410256411,0,1.0,3,0
259805308,permanent_floors,6840ed39ca127e71,5,5,3.6,572,99,25,139,3888.5832370761414,0.0,27.9754189717708,0,0.06179761904761904,0.251911414846642,-52.21610169491524,0,1.0,4,0
259805308,leases,6840ed39ca127e71,5,5,1.2,533,97,1,36,78.03509574104804,0.0,2.1676415483624454,51,0.07488789682539682,0.18864749458513805,-47.63235294117649,0,1.0,4,0
259805308,leases_shortfall,6840ed39ca127e71,5,5,1.2,533,97,1,32,3.2191923770810646,0.22850455091162303,0.10059976178378327,51,0.07374107142857143,0.18864749458513794,-47.63235294117649,1,0.999941349029541,4,0
2703432709,reoptimize,4d5249b9eae4257d,5,5,0.0,0,0,0,0,0.0,0.0,0.0,0,0.07124754634678299,0.0028874433120954497,-21.709459459459445,0,1.0,4,0
2703432709,permanent_floors,4d5249b9eae4257d,5,5,4.6,563,99,30,159,2771.1246804129314,0.0,17.428457109515293,0,0.06439258451472192,0.3136365169359548,-36.57200000000002,0,1.0,4,0
2703432709,leases,4d5249b9eae4257d,5,5,2.4,524,98,6,36,366.1482978928491,0.0,10.17078605257914,50,0.07814394765539803,0.07061141171902678,-42.75423728813559,0,1.0,4,0
