mode,seed,policy,epoch,n_active,churn_units,churn_frac,binding_commitments,commitment_infeasible,capacity_violation,mean_completion,mean_quality
full,2911385241,leases,56,3,0,0.0,2,0,0,0.0,0.0
full,2911385241,leases,57,3,1,0.0009066183136899365,2,0,0,0.0,0.0
full,2911385241,leases,58,3,1,0.0009066183136899365,2,0,0,0.0,0.0
full,2911385241,leases,59,3,1,0.0009066183136899365,2,0,0,0.0,0.0
full,2911385241,leases,60,3,454,0.28825396825396826,0,0,0,0.0,0.0
full,2911385241,leases,61,3,0,0.0,1,0,0,0.0,0.0
full,2911385241,leases,62,3,0,0.0,1,0,0,0.0,0.0
full,2911385241,leases,63,3,0,0.0,1,0,0,0.0,0.0
full,2911385241,leases,64,4,671,0.42603174603174604,0,0,0,0.0,0.0
full,2911385241,leases,65,4,0,0.0,1,0,0,0.0,0.0
full,2911385241,leases,66,4,0,0.0,1,0,0,0.0,0.0
full,2911385241,leases,67,4,0,0.0,1,0,0,0.0,0.0
full,2911385241,leases,68,4,0,0.0,2,0,0,0.0,0.0
full,2911385241,leases,69,4,354,0.22476190476190477,1,0,0,0.05,0.05
full,2911385241,leases,70,4,253,0.16063492063492063,0,0,0,0.0,0.0
full,2911385241,leases,71,4,0,0.0,1,0,0,0.0,0.0
full,2911385241,leases,72,4,0,0.0,1,0,0,0.0,0.0
full,2911385241,leases,73,3,374,0.23746031746031745,0,0,0,0.39999999999999997,0.398616667152586
full,2911385241,leases,74,3,0,0.0,0,0,0,0.39999999999999997,0.398616667152586
full,2911385241,leases,75,3,0,0.0,0,0,0,0.39999999999999997,0.398616667152586
full,2911385241,leases,76,3,0,0.0,0,0,0,0.39999999999999997,0.398616667152586
full,2911385241,leases,77,3,87,0.05523809523809524,0,0,0,0.3333333333333333,0.3319500004859193
full,2911385241,leases,78,3,0,0.0,1,0,0,0.3333333333333333,0.3319500004859193
full,2911385241,leases,79,3,1,0.0006349206349206349,0,0,0,0.3333333333333333,0.3319500004859193
full,2911385241,leases,80,3,1,0.0006349206349206349,2,0,0,0.3333333333333333,0.3319500004859193
full,2911385241,leases,81,3,1,0.0006349206349206349,2,0,0,0.3333333333333333,0.3319500004859193
full,2911385241,leases,82,3,0,0.0,2,0,0,0.3333333333333333,0.3319500004859193
full,2911385241,leases,83,3,0,0.0,2,0,0,0.3333333333333333,0.3319500004859193
full,2911385241,leases,84,3,0,0.0,2,0,0,0.3333333333333333,0.3319500004859193
full,2911385241,leases,85,3,900,0.5714285714285714,0,0,0,0.20000000000000004,0.19926316486481044
full,2911385241,leases,86,3,1,0.0006349206349206349,1,0,0,0.20000000000000004,0.19926316486481044
full,2911385241,leases,87,3,0,0.0,1,0,0,0.20000000000000004,0.19926316486481044
full,2911385241,leases,88,3,0,0.0,2,0,0,0.20000000000000004,0.19926316486481044
full,2911385241,leases,89,3,0,0.0,2,0,0,0.20000000000000004,0.19926316486481044
full,2911385241,leases,90,3,15,0.009523809523809525,0,0,0,0.20000000000000004,0.17926316486481045
full,2911385241,leases,91,3,0,0.0,1,0,0,0.20000000000000004,0.17926316486481045
full,2911385241,leases,92,3,0,0.0,1,0,0,0.20000000000000004,0.17926316486481045
full,2911385241,leases,93,3,0,0.0,1,0,0,0.20000000000000004,0.17926316486481045
full,2911385241,leases,94,2,456,0.2895238095238095,0,0,0,1.0,0.9818402396365145
full,2911385241,leases,95,2,0,0.0,0,0,0,1.0,0.9818402396365145
full,2911385241,leases,96,2,0,0.0,1,0,0,1.0,0.9818402396365145
full,2911385241,leases,97,2,12,0.007619047619047619,0,0,0,1.0,0.9818402396365145
full,2911385241,leases,98,2,0,0.0,1,0,0,1.0,0.9818402396365145
full,2911385241,leases,99,2,0,0.0,1,0,0,1.0,0.9818402396365145
full,2911385241,leases_shortfall,0,5,1567,0.9949206349206349,0,0,0,0.0,0.0
full,2911385241,leases_shortfall,1,5,1,0.0006349206349206349,3,0,0,0.0,0.0
full,2911385241,leases_shortfall,2,5,0,0.0,4,0,0,0.0,0.0
full,2911385241,leases_shortfall,3,5,0,0.0,4,0,0,0.0,0.0
full,2911385241,leases_shortfall,4,4,566,0.3593650793650794,1,0,0,0.0,0.0
full,2911385241,leases_shortfall,5,4,0,0.0,1,0,0,0.0,0.0
full,2911385241,leases_shortfall,6,4,0,0.0,1,0,0,0.0,0.0
full,2911385241,leases_shortfall,7,3,366,0.23238095238095238,0,0,0,0.0,0.0
full,2911385241,leases_shortfall,8,3,0,0.0,0,0,0,0.0,0.0
full,2911385241,leases_shortfall,9,3,0,0.0,0,0,0,0.0,0.0
full,2911385241,leases_shortfall,10,3,0,0.0,0,0,0,0.0,0.0
full,2911385241,leases_shortfall,11,3,0,0.0,2,0,0,0.0,0.0
full,2911385241,leases_shortfall,12,3,0,0.0,3,0,0,0.0,0.0
full,2911385241,leases_shortfall,13,3,0,0.0,3,0,0,0.0,0.0
full,2911385241,leases_shortfall,14,3,0,0.0,3,0,0,0.0,0.0
full,2911385241,leases_shortfall,15,3,0,0.0,3,0,0,0.0,0.0
full,2911385241,leases_shortfall,16,3,6,0.0038095238095238095,1,0,0,0.0,0.0
full,2911385241,leases_shortfall,17,3,0,0.0,2,0,0,0.0,0.0
full,2911385241,leases_shortfall,18,3,0,0.0,2,0,0,0.0,0.0
full,2911385241,leases_shortfall,19,3,0,0.0,2,0,0,0.0,0.0
full,2911385241,leases_shortfall,20,4,852,0.540952380952381,0,0,0,0.0,0.0
full,2911385241,leases_shortfall,21,4,0,0.0,3,0,0,0.0,0.0
full,2911385241,leases_shortfall,22,4,0,0.0,3,0,0,0.0,0.0
full,2911385241,leases_shortfall,23,3,466,0.2958730158730159,0,0,0,0.0,0.0
full,2911385241,leases_shortfall,24,3,0,0.0,0,0,0,0.0,0.0
full,2911385241,leases_shortfall,25,3,0,0.0,0,0,0,0.0,0.0
full,2911385241,leases_shortfall,26,3,1,0.0006349206349206349,0,0,0,0.0,0.0
full,2911385241,leases_shortfall,27,4,693,0.44,0,0,0,0.0,0.0
full,2911385241,leases_shortfall,28,4,0,0.0,1,0,0,0.0,0.0
full,2911385241,leases_shortfall,29,4,401,0.2546031746031746,0,0,0,0.0,0.0
full,2911385241,leases_shortfall,30,4,792,0.7180417044424298,0,0,0,0.05,0.049557493243957564
full,2911385241,leases_shortfall,31,4,392,0.35539437896645515,0,0,0,0.05,0.049557493243957564
full,2911385241,leases_shortfall,32,4,0,0.0,1,0,0,0.05,0.049557493243957564
full,2911385241,leases_shortfall,33,5,314,0.2846781504986401,0,0,0,0.04,0.03964599459516605
full,2911385241,leases_shortfall,34,5,1,0.0009066183136899365,2,0,0,0.04,0.03964599459516605
full,2911385241,leases_shortfall,35,5,0,0.0,2,0,0,0.04,0.03964599459516605
full,2911385241,leases_shortfall,36,5,0,0.0,2,0,0,0.04,0.03964599459516605
full,2911385241,leases_shortfall,37,5,0,0.0,2,0,0,0.04,0.03964599459516605
full,2911385241,leases_shortfall,38,5,0,0.0,2,0,0,0.04,0.03964599459516605
full,2911385241,leases_shortfall,39,5,637,0.5775158658204895,0,0,0,0.0,0.0
full,2911385241,leases_shortfall,40,5,369,0.3345421577515866,0,0,0,0.0,0.0
full,2911385241,leases_shortfall,41,4,290,0.2629193109700816,0,0,0,0.0,0.0
full,2911385241,leases_shortfall,42,4,0,0.0,0,0,0,0.0,0.0
full,2911385241,leases_shortfall,43,3,241,0.2184950135992747,0,0,0,0.0,0.0
full,2911385241,leases_shortfall,44,3,0,0.0,0,0,0,0.0,0.0
full,2911385241,leases_shortfall,45,3,0,0.0,0,0,0,0.0,0.0
full,2911385241,leases_shortfall,46,3,0,0.0,0,0,0,0.0,0.0
full,2911385241,leases_shortfall,47,3,164,0.1486854034451496,0,0,0,0.0,0.0
full,2911385241,leases_shortfall,48,3,0,0.0,1,0,0,0.0,0.0
full,2911385241,leases_shortfall,49,3,0,0.0,1,0,0,0.0,0.0
full,2911385241,leases_shortfall,50,3,0,0.0,2,0,0,0.0,0.0
full,2911385241,leases_shortfall,51,3,1,0.0009066183136899365,2,0,0,0.0,0.0
full,2911385241,leases_shortfall,52,3,0,0.0,2,0,0,0.0,0.0
full,2911385241,leases_shortfall,53,3,0,0.0,2,0,0,0.0,0.0
full,2911385241,leases_shortfall,54,3,0,0.0,2,0,0,0.0,0.0
full,2911385241,leases_shortfall,55,3,0,0.0,2,0,0,0.0,0.0
full,2911385241,leases_shortfall,56,3,0,0.0,2,0,0,0.0,0.0
full,2911385241,leases_shortfall,57,3,1,0.0009066183136899365,2,0,0,0.0,0.0
full,2911385241,leases_shortfall,58,3,1,0.0009066183136899365,2,0,0,0.0,0.0
full,2911385241,leases_shortfall,59,3,1,0.0009066183136899365,2,0,0,0.0,0.0
full,2911385241,leases_shortfall,60,3,454,0.28825396825396826,0,0,0,0.0,0.0
full,2911385241,leases_shortfall,61,3,0,0.0,1,0,0,0.0,0.0
full,2911385241,leases_shortfall,62,3,0,0.0,1,0,0,0.0,0.0
full,2911385241,leases_shortfall,63,3,0,0.0,1,0,0,0.0,0.0
full,2911385241,leases_shortfall,64,4,671,0.42603174603174604,0,0,0,0.0,0.0
full,2911385241,leases_shortfall,65,4,0,0.0,1,0,0,0.0,0.0
full,2911385241,leases_shortfall,66,4,0,0.0,1,0,0,0.0,0.0
full,2911385241,leases_shortfall,67,4,0,0.0,1,0,0,0.0,0.0
full,2911385241,leases_shortfall,68,4,0,0.0,2,0,0,0.0,0.0
full,2911385241,leases_shortfall,69,4,354,0.22476190476190477,1,0,0,0.05,0.05
full,2911385241,leases_shortfall,70,4,253,0.16063492063492063,0,0,0,0.0,0.0
full,2911385241,leases_shortfall,71,4,0,0.0,1,0,0,0.0,0.0
full,2911385241,leases_shortfall,72,4,0,0.0,1,0,0,0.0,0.0
full,2911385241,leases_shortfall,73,3,374,0.23746031746031745,0,0,0,0.39999999999999997,0.398616667152586
full,2911385241,leases_shortfall,74,3,0,0.0,0,0,0,0.39999999999999997,0.398616667152586
full,2911385241,leases_shortfall,75,3,0,0.0,0,0,0,0.39999999999999997,0.398616667152586
full,2911385241,leases_shortfall,76,3,0,0.0,0,0,0,0.39999999999999997,0.398616667152586
full,2911385241,leases_shortfall,77,3,87,0.05523809523809524,0,0,0,0.3333333333333333,0.3319500004859193
full,2911385241,leases_shortfall,78,3,0,0.0,1,0,0,0.3333333333333333,0.3319500004859193
full,2911385241,leases_shortfall,79,3,1,0.0006349206349206349,0,0,0,0.3333333333333333,0.3319500004859193
full,2911385241,leases_shortfall,80,3,1,0.0006349206349206349,2,0,0,0.3333333333333333,0.3319500004859193
full,2911385241,leases_shortfall,81,3,1,0.0006349206349206349,2,0,0,0.3333333333333333,0.3319500004859193
full,2911385241,leases_shortfall,82,3,0,0.0,2,0,0,0.3333333333333333,0.3319500004859193
full,2911385241,leases_shortfall,83,3,0,0.0,2,0,0,0.3333333333333333,0.3319500004859193
full,2911385241,leases_shortfall,84,3,0,0.0,2,0,0,0.3333333333333333,0.3319500004859193
full,2911385241,leases_shortfall,85,3,900,0.5714285714285714,0,0,0,0.20000000000000004,0.19926316486481044
full,2911385241,leases_shortfall,86,3,1,0.0006349206349206349,1,0,0,0.20000000000000004,0.19926316486481044
full,2911385241,leases_shortfall,87,3,0,0.0,1,0,0,0.20000000000000004,0.19926316486481044
full,2911385241,leases_shortfall,88,3,0,0.0,2,0,0,0.20000000000000004,0.19926316486481044
full,2911385241,leases_shortfall,89,3,0,0.0,2,0,0,0.20000000000000004,0.19926316486481044
full,2911385241,leases_shortfall,90,3,15,0.009523809523809525,0,0,0,0.20000000000000004,0.17926316486481045
full,2911385241,leases_shortfall,91,3,0,0.0,1,0,0,0.20000000000000004,0.17926316486481045
full,2911385241,leases_shortfall,92,3,0,0.0,1,0,0,0.20000000000000004,0.17926316486481045
full,2911385241,leases_shortfall,93,3,0,0.0,1,0,0,0.20000000000000004,0.17926316486481045
full,2911385241,leases_shortfall,94,2,456,0.2895238095238095,0,0,0,1.0,0.9818402396365145
full,2911385241,leases_shortfall,95,2,0,0.0,0,0,0,1.0,0.9818402396365145
full,2911385241,leases_shortfall,96,2,0,0.0,1,0,0,1.0,0.9818402396365145
full,2911385241,leases_shortfall,97,2,12,0.007619047619047619,0,0,0,1.0,0.9818402396365145
full,2911385241,leases_shortfall,98,2,0,0.0,1,0,0,1.0,0.9818402396365145
full,2911385241,leases_shortfall,99,2,0,0.0,1,0,0,1.0,0.9818402396365145
full,1861291672,reoptimize,0,5,1567,0.9949206349206349,0,0,0,0.04,0.031483937151114715
full,1861291672,reoptimize,1,5,0,0.0,0,0,0,0.04,0.031483937151114715
full,1861291672,reoptimize,2,5,0,0.0,0,0,0,0.04,0.031483937151114715
full,1861291672,reoptimize,3,5,0,0.0,0,0,0,0.04,0.031483937151114715
full,1861291672,reoptimize,4,5,0,0.0,0,0,0,0.04,0.031483937151114715
full,1861291672,reoptimize,5,5,0,0.0,0,0,0,0.04,0.031483937151114715
full,1861291672,reoptimize,6,5,0,0.0,0,0,0,0.04,0.031483937151114715
full,1861291672,reoptimize,7,5,0,0.0,0,0,0,0.04,0.031483937151114715
full,1861291672,reoptimize,8,5,0,0.0,0,0,0,0.04,0.031483937151114715
full,1861291672,reoptimize,9,5,0,0.0,0,0,0,0.04,0.031483937151114715
full,1861291672,reoptimize,10,5,0,0.0,0,0,0,0.04,0.031483937151114715
full,1861291672,reoptimize,11,5,371,0.23555555555555555,0,0,0,0.0,0.0
full,1861291672,reoptimize,12,5,0,0.0,0,0,0,0.0,0.0
full,1861291672,reoptimize,13,5,0,0.0,0,0,0,0.0,0.0
full,1861291672,reoptimize,14,5,0,0.0,0,0,0,0.0,0.0
full,1861291672,reoptimize,15,5,0,0.0,0,0,0,0.0,0.0
full,1861291672,reoptimize,16,5,0,0.0,0,0,0,0.0,0.0
full,1861291672,reoptimize,17,5,0,0.0,0,0,0,0.0,0.0
full,1861291672,reoptimize,18,5,0,0.0,0,0,0,0.0,0.0
full,1861291672,reoptimize,19,5,0,0.0,0,0,0,0.0,0.0
full,1861291672,reoptimize,20,5,0,0.0,0,0,0,0.0,0.0
full,1861291672,reoptimize,21,4,397,0.25206349206349205,0,0,0,0.05,0.05
full,1861291672,reoptimize,22,4,0,0.0,0,0,0,0.05,0.05
full,1861291672,reoptimize,23,5,715,0.45396825396825397,0,0,0,0.0,0.0
full,1861291672,reoptimize,24,5,0,0.0,0,0,0,0.0,0.0
full,1861291672,reoptimize,25,5,0,0.0,0,0,0,0.0,0.0
full,1861291672,reoptimize,26,5,0,0.0,0,0,0,0.0,0.0
full,1861291672,reoptimize,27,5,0,0.0,0,0,0,0.0,0.0
full,1861291672,reoptimize,28,5,0,0.0,0,0,0,0.0,0.0
full,1861291672,reoptimize,29,5,166,0.10539682539682539,0,0,0,0.04,0.03648393715111471
full,1861291672,reoptimize,30,5,472,0.42792384406165007,0,0,0,0.04,0.031483937151114715
full,1861291672,reoptimize,31,5,0,0.0,0,0,0,0.04,0.031483937151114715
full,1861291672,reoptimize,32,5,0,0.0,0,0,0,0.04,0.031483937151114715
full,1861291672,reoptimize,33,5,0,0.0,0,0,0,0.04,0.031483937151114715
full,1861291672,reoptimize,34,6,442,0.40072529465095197,0,0,0,0.03333333333333333,0.0323734320523955
full,1861291672,reoptimize,35,6,0,0.0,0,0,0,0.03333333333333333,0.0323734320523955
full,1861291672,reoptimize,36,5,243,0.22030825022665457,0,0,0,0.04,0.031483937151114715
full,1861291672,reoptimize,37,6,621,0.5630099728014506,0,0,0,0.0,0.0
full,1861291672,reoptimize,38,6,0,0.0,0,0,0,0.0,0.0
full,1861291672,reoptimize,39,6,0,0.0,0,0,0,0.0,0.0
full,1861291672,reoptimize,40,6,8,0.007252946509519492,0,0,0,0.0,0.0
full,1861291672,reoptimize,41,6,0,0.0,0,0,0,0.0,0.0
full,1861291672,reoptimize,42,6,186,0.1686310063463282,0,0,0,0.0,0.0
full,1861291672,reoptimize,43,6,0,0.0,0,0,0,0.0,0.0
full,1861291672,reoptimize,44,6,0,0.0,0,0,0,0.0,0.0
full,1861291672,reoptimize,45,5,314,0.2846781504986401,0,0,0,0.0,0.0
full,1861291672,reoptimize,46,5,799,0.7243880326382592,0,0,0,0.04,0.04
full,1861291672,reoptimize,47,5,0,0.0,0,0,0,0.04,0.04
full,1861291672,reoptimize,48,5,0,0.0,0,0,0,0.04,0.04
full,1861291672,reoptimize,49,5,0,0.0,0,0,0,0.04,0.04
full,1861291672,reoptimize,50,6,445,0.40344514959202177,0,0,0,0.03333333333333333,0.029287854666311054
full,1861291672,reoptimize,51,6,0,0.0,0,0,0,0.03333333333333333,0.029287854666311054
full,1861291672,reoptimize,52,6,336,0.3046237533998187,0,0,0,0.0,0.0
full,1861291672,reoptimize,53,6,0,0.0,0,0,0,0.0,0.0
full,1861291672,reoptimize,54,6,0,0.0,0,0,0,0.0,0.0
full,1861291672,reoptimize,55,6,0,0.0,0,0,0,0.0,0.0
full,1861291672,reoptimize,56,6,0,0.0,0,0,0,0.0,0.0
full,1861291672,reoptimize,57,6,0,0.0,0,0,0,0.0,0.0
full,1861291672,reoptimize,58,6,0,0.0,0,0,0,0.0,0.0
full,1861291672,reoptimize,59,6,0,0.0,0,0,0,0.0,0.0
full,1861291672,reoptimize,60,6,472,0.29968253968253966,0,0,0,0.0,0.0
full,1861291672,reoptimize,61,6,0,0.0,0,0,0,0.0,0.0
full,1861291672,reoptimize,62,6,398,0.2526984126984127,0,0,0,0.0,0.0
full,1861291672,reoptimize,63,7,863,0.5479365079365079,0,0,0,0.0,0.0
full,1861291672,reoptimize,64,7,0,0.0,0,0,0,0.0,0.0
full,1861291672,reoptimize,65,7,0,0.0,0,0,0,0.0,0.0
full,1861291672,reoptimize,66,7,0,0.0,0,0,0,0.0,0.0
full,1861291672,reoptimize,67,7,0,0.0,0,0,0,0.0,0.0
full,1861291672,reoptimize,68,7,0,0.0,0,0,0,0.0,0.0
full,1861291672,reoptimize,69,6,628,0.3987301587301587,0,0,0,0.0,0.0
full,1861291672,reoptimize,70,6,0,0.0,0,0,0,0.0,0.0
full,1861291672,reoptimize,71,6,1149,0.7295238095238096,0,0,0,0.0,0.0
full,1861291672,reoptimize,72,6,0,0.0,0,0,0,0.0,0.0
full,1861291672,reoptimize,73,5,408,0.259047619047619,0,0,0,0.0,0.0
full,1861291672,reoptimize,74,5,0,0.0,0,0,0,0.0,0.0
full,1861291672,reoptimize,75,5,0,0.0,0,0,0,0.0,0.0
full,1861291672,reoptimize,76,5,0,0.0,0,0,0,0.0,0.0
full,1861291672,reoptimize,77,5,0,0.0,0,0,0,0.0,0.0
full,1861291672,reoptimize,78,5,93,0.05904761904761905,0,0,0,0.0,0.0
full,1861291672,reoptimize,79,5,0,0.0,0,0,0,0.0,0.0
full,1861291672,reoptimize,80,5,0,0.0,0,0,0,0.0,0.0
full,1861291672,reoptimize,81,5,0,0.0,0,0,0,0.0,0.0
full,1861291672,reoptimize,82,4,578,0.36698412698412697,0,0,0,0.05,0.039354921438893395
full,1861291672,reoptimize,83,4,0,0.0,0,0,0,0.05,0.039354921438893395
full,1861291672,reoptimize,84,4,99,0.06285714285714286,0,0,0,0.1,0.0892860336617183
full,1861291672,reoptimize,85,4,0,0.0,0,0,0,0.1,0.0892860336617183
full,1861291672,reoptimize,86,4,0,0.0,0,0,0,0.1,0.0892860336617183
full,1861291672,reoptimize,87,4,0,0.0,0,0,0,0.1,0.0892860336617183
full,1861291672,reoptimize,88,4,0,0.0,0,0,0,0.1,0.0892860336617183
full,1861291672,reoptimize,89,4,0,0.0,0,0,0,0.1,0.0892860336617183
full,1861291672,reoptimize,90,4,0,0.0,0,0,0,0.1,0.0892860336617183
full,1861291672,reoptimize,91,4,0,0.0,0,0,0,0.1,0.0892860336617183
full,1861291672,reoptimize,92,4,0,0.0,0,0,0,0.1,0.0892860336617183
full,1861291672,reoptimize,93,3,339,0.21523809523809523,0,0,0,0.3333333333333333,0.3302965401306098
full,1861291672,reoptimize,94,2,474,0.30095238095238097,0,0,0,1.0,0.9889843382784462
full,1861291672,reoptimize,95,2,0,0.0,0,0,0,1.0,0.9889843382784462
full,1861291672,reoptimize,96,2,0,0.0,0,0,0,1.0,0.9889843382784462
full,1861291672,reoptimize,97,2,0,0.0,0,0,0,1.0,0.9889843382784462
full,1861291672,reoptimize,98,2,0,0.0,0,0,0,1.0,0.9889843382784462
full,1861291672,reoptimize,99,2,0,0.0,0,0,0,1.0,0.9889843382784462
full,1861291672,permanent_floors,0,5,1567,0.9949206349206349,0,0,0,0.04,0.031483937151114715
full,1861291672,permanent_floors,1,5,2,0.0012698412698412698,3,0,0,0.04,0.031483937151114715
full,1861291672,permanent_floors,2,5,0,0.0,3,0,0,0.04,0.031483937151114715
full,1861291672,permanent_floors,3,5,0,0.0,3,0,0,0.04,0.031483937151114715
full,1861291672,permanent_floors,4,5,0,0.0,3,0,0,0.04,0.031483937151114715
full,1861291672,permanent_floors,5,5,0,0.0,3,0,0,0.04,0.031483937151114715
full,1861291672,permanent_floors,6,5,0,0.0,3,0,0,0.04,0.031483937151114715
full,1861291672,permanent_floors,7,5,0,0.0,3,0,0,0.04,0.031483937151114715
full,1861291672,permanent_floors,8,5,0,0.0,3,0,0,0.04,0.031483937151114715
full,1861291672,permanent_floors,9,5,0,0.0,3,0,0,0.04,0.031483937151114715
full,1861291672,permanent_floors,10,5,0,0.0,3,0,0,0.04,0.031483937151114715
full,1861291672,permanent_floors,11,5,180,0.11428571428571428,0,0,0,0.0,0.0
full,1861291672,permanent_floors,12,5,0,0.0,1,0,0,0.0,0.0
full,1861291672,permanent_floors,13,5,0,0.0,1,0,0,0.0,0.0
full,1861291672,permanent_floors,14,5,0,0.0,1,0,0,0.0,0.0
full,1861291672,permanent_floors,15,5,0,0.0,1,0,0,0.0,0.0
full,1861291672,permanent_floors,16,5,0,0.0,1,0,0,0.0,0.0
full,1861291672,permanent_floors,17,5,0,0.0,1,0,0,0.0,0.0
full,1861291672,permanent_floors,18,5,0,0.0,1,0,0,0.0,0.0
full,1861291672,permanent_floors,19,5,0,0.0,1,0,0,0.0,0.0
full,1861291672,permanent_floors,20,5,0,0.0,1,0,0,0.0,0.0
full,1861291672,permanent_floors,21,4,378,0.24,0,0,0,0.05,0.05
full,1861291672,permanent_floors,22,4,0,0.0,0,0,0,0.05,0.05
full,1861291672,permanent_floors,23,5,621,0.3942857142857143,0,0,0,0.0,0.0
full,1861291672,permanent_floors,24,5,0,0.0,1,0,0,0.0,0.0
full,1861291672,permanent_floors,25,5,0,0.0,1,0,0,0.0,0.0
full,1861291672,permanent_floors,26,5,0,0.0,1,0,0,0.0,0.0
full,1861291672,permanent_floors,27,5,0,0.0,1,0,0,0.0,0.0
full,1861291672,permanent_floors,28,5,0,0.0,1,0,0,0.0,0.0
full,1861291672,permanent_floors,29,5,155,0.09841269841269841,0,0,0,0.08,0.07142882692937465
full,1861291672,permanent_floors,30,5,473,0.42883046237534,0,1,0,0.04,0.031483937151114715
full,1861291672,permanent_floors,31,5,0,0.0,0,1,0,0.04,0.031483937151114715
full,1861291672,permanent_floors,32,5,0,0.0,0,1,0,0.04,0.031483937151114715
full,1861291672,permanent_floors,33,5,0,0.0,0,1,0,0.04,0.031483937151114715
full,1861291672,permanent_floors,34,5,0,0.0,0,1,0,0.04,0.031483937151114715
full,1861291672,permanent_floors,35,5,0,0.0,0,1,0,0.04,0.031483937151114715
full,1861291672,permanent_floors,36,4,285,0.2583862194016319,0,1,0,0.05,0.05
full,1861291672,permanent_floors,37,6,698,0.6328195829555757,0,0,0,0.06666666666666667,0.052683978243751456
full,1861291672,permanent_floors,38,6,609,0.5521305530371714,0,0,0,0.03333333333333333,0.01935064491041812
full,1861291672,permanent_floors,39,6,1,0.0009066183136899365,1,0,0,0.03333333333333333,0.01935064491041812
full,1861291672,permanent_floors,40,6,591,0.5358114233907525,1,0,0,0.03333333333333333,0.01935064491041812
full,1861291672,permanent_floors,41,6,0,0.0,2,0,0,0.03333333333333333,0.01935064491041812
full,1861291672,permanent_floors,42,6,556,0.5040797824116047,0,0,0,0.03333333333333333,0.01935064491041812
full,1861291672,permanent_floors,43,6,0,0.0,1,0,0,0.03333333333333333,0.01935064491041812
full,1861291672,permanent_floors,44,6,0,0.0,1,0,0,0.03333333333333333,0.01935064491041812
full,1861291672,permanent_floors,45,5,316,0.28649138712601996,0,0,0,0.04,0.023220773892501746
full,1861291672,permanent_floors,46,5,451,0.40888485947416137,0,0,0,0.04,0.023220773892501746
full,1861291672,permanent_floors,47,5,0,0.0,1,0,0,0.04,0.023220773892501746
full,1861291672,permanent_floors,48,5,0,0.0,1,0,0,0.04,0.023220773892501746
full,1861291672,permanent_floors,49,5,0,0.0,1,0,0,0.04,0.023220773892501746
full,1861291672,permanent_floors,50,6,329,0.29827742520398914,0,0,0,0.03333333333333333,0.01935064491041812
full,1861291672,permanent_floors,51,6,0,0.0,1,0,0,0.03333333333333333,0.01935064491041812
full,1861291672,permanent_floors,52,6,671,0.6083408884859474,0,0,0,0.03333333333333333,0.01935064491041812
full,1861291672,permanent_floors,53,6,0,0.0,1,0,0,0.03333333333333333,0.01935064491041812
full,1861291672,permanent_floors,54,6,0,0.0,1,0,0,0.03333333333333333,0.01935064491041812
full,1861291672,permanent_floors,55,6,0,0.0,1,0,0,0.03333333333333333,0.01935064491041812
full,1861291672,permanent_floors,56,6,0,0.0,1,0,0,0.03333333333333333,0.01935064491041812
full,1861291672,permanent_floors,57,6,0,0.0,1,0,0,0.03333333333333333,0.01935064491041812
full,1861291672,permanent_floors,58,6,0,0.0,1,0,0,0.03333333333333333,0.01935064491041812
full,1861291672,permanent_floors,59,6,0,0.0,1,0,0,0.03333333333333333,0.01935064491041812
full,1861291672,permanent_floors,60,6,601,0.3815873015873016,0,0,0,0.0,0.0
full,1861291672,permanent_floors,61,6,0,0.0,0,0,0,0.0,0.0
full,1861291672,permanent_floors,62,6,0,0.0,0,0,0,0.0,0.0
full,1861291672,permanent_floors,63,7,517,0.32825396825396824,1,0,0,0.0,0.0
full,1861291672,permanent_floors,64,7,0,0.0,2,0,0,0.0,0.0
full,1861291672,permanent_floors,65,7,0,0.0,2,0,0,0.0,0.0
full,1861291672,permanent_floors,66,7,0,0.0,2,0,0,0.0,0.0
full,1861291672,permanent_floors,67,7,0,0.0,2,0,0,0.0,0.0
full,1861291672,permanent_floors,68,7,0,0.0,2,0,0,0.0,0.0
full,1861291672,permanent_floors,69,6,311,0.19746031746031745,1,0,0,0.0,0.0
full,1861291672,permanent_floors,70,6,0,0.0,1,0,0,0.0,0.0
full,1861291672,permanent_floors,71,6,832,0.5282539682539683,0,0,0,0.03333333333333333,0.01935064491041812
full,1861291672,permanent_floors,72,6,0,0.0,1,0,0,0.03333333333333333,0.01935064491041812
full,1861291672,permanent_floors,73,5,399,0.25333333333333335,0,0,0,0.04,0.04
full,1861291672,permanent_floors,74,5,0,0.0,0,0,0,0.04,0.04
full,1861291672,permanent_floors,75,5,0,0.0,0,0,0,0.04,0.04
full,1861291672,permanent_floors,76,5,0,0.0,0,0,0,0.04,0.04
full,1861291672,permanent_floors,77,5,0,0.0,0,0,0,0.04,0.04
full,1861291672,permanent_floors,78,5,20,0.012698412698412698,0,0,0,0.04,0.04
full,1861291672,permanent_floors,79,5,0,0.0,1,0,0,0.04,0.04
full,1861291672,permanent_floors,80,5,0,0.0,1,0,0,0.04,0.04
full,1861291672,permanent_floors,81,5,0,0.0,1,0,0,0.04,0.04
full,1861291672,permanent_floors,82,4,463,0.293968253968254,0,0,0,0.05,0.039354921438893395
full,1861291672,permanent_floors,83,4,0,0.0,0,0,0,0.05,0.039354921438893395
full,1861291672,permanent_floors,84,4,99,0.06285714285714286,0,0,0,0.1,0.0892860336617183
