sweep,cell,regime,kind,concentration,floor_regime,contention,contention_ratio,seed,task_workload_hash,scenario_hash,latent_probs_by_agent,realized_task_counts_by_agent,unique_archetypes_per_agent,frac_agents_all_four_archetypes,unique_archetypes_per_agent_mean,task_entropy_mean,task_mixture_tv_mean_pairwise,resource_demand_tv_mean_pairwise,resource_centroid_distance_mean,aggregate_mandatory_demand,capacity_by_resource,realized_contention_by_resource,active_resource_count,inactive_resources,floor_fraction_by_resource,declaration_source,redraws,reject_reason
workload,homogeneous__high,homogeneous,homogeneous,,unit,high,1.9,2920410359,91ab4d46022a0de4,6b12cbadf9ff2013,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[{""research"": 4, ""code_review"": 1, ""doc_processing"": 1, ""monitoring"": 2}, {""research"": 4, ""code_review"": 1, ""doc_processing"": 1, ""monitoring"": 2}, {""research"": 4, ""code_review"": 1, ""doc_processing"": 1, ""monitoring"": 2}, {""research"": 4, ""code_review"": 1, ""doc_processing"": 1, ""monitoring"": 2}, {""research"": 4, ""code_review"": 1, ""doc_processing"": 1, ""monitoring"": 2}, {""research"": 4, ""code_review"": 1, ""doc_processing"": 1, ""monitoring"": 2}]","[4, 4, 4, 4, 4, 4]",1.0,4.0,0.875,0.0,0.0,6.938893903907228e-18,"{""COMPUTE"": 1104, ""MEMORY"": 948, ""API_CREDITS"": 516, ""DATASET"": 288}","{""COMPUTE"": 581, ""MEMORY"": 499, ""API_CREDITS"": 272, ""DATASET"": 152}","{""COMPUTE"": 1.9001721170395869, ""MEMORY"": 1.8997995991983967, ""API_CREDITS"": 1.8970588235294117, ""DATASET"": 1.894736842105263}",4,[],"{""COMPUTE"": 0.010327022375215147, ""MEMORY"": 0.012024048096192385, ""API_CREDITS"": 0.022058823529411766, ""DATASET"": 0.039473684210526314}",exact_pending_queue,0,
workload,homogeneous__high,homogeneous,homogeneous,,unit,high,1.9,4282649469,08f2a67b5a2756bd,21ed4dcf4fdb05f0,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[{""research"": 2, ""code_review"": 1, ""doc_processing"": 2, ""monitoring"": 3}, {""research"": 2, ""code_review"": 1, ""doc_processing"": 2, ""monitoring"": 3}, {""research"": 2, ""code_review"": 1, ""doc_processing"": 2, ""monitoring"": 3}, {""research"": 2, ""code_review"": 1, ""doc_processing"": 2, ""monitoring"": 3}, {""research"": 2, ""code_review"": 1, ""doc_processing"": 2, ""monitoring"": 3}, {""research"": 2, ""code_review"": 1, ""doc_processing"": 2, ""monitoring"": 3}]","[4, 4, 4, 4, 4, 4]",1.0,4.0,0.9528195311147831,0.0,0.0,0.0,"{""COMPUTE"": 876, ""MEMORY"": 750, ""API_CREDITS"": 378, ""DATASET"": 240}","{""COMPUTE"": 461, ""MEMORY"": 395, ""API_CREDITS"": 199, ""DATASET"": 126}","{""COMPUTE"": 1.9002169197396963, ""MEMORY"": 1.8987341772151898, ""API_CREDITS"": 1.899497487437186, ""DATASET"": 1.9047619047619047}",4,[],"{""COMPUTE"": 0.013015184381778741, ""MEMORY"": 0.015189873417721518, ""API_CREDITS"": 0.03015075376884422, ""DATASET"": 0.047619047619047616}",exact_pending_queue,0,
workload,homogeneous__high,homogeneous,homogeneous,,unit,high,1.9,2089981338,a001b977accfd560,bf3947113d9071b1,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[{""research"": 1, ""code_review"": 4, ""doc_processing"": 2, ""monitoring"": 1}, {""research"": 1, ""code_review"": 4, ""doc_processing"": 2, ""monitoring"": 1}, {""research"": 1, ""code_review"": 4, ""doc_processing"": 2, ""monitoring"": 1}, {""research"": 1, ""code_review"": 4, ""doc_processing"": 2, ""monitoring"": 1}, {""research"": 1, ""code_review"": 4, ""doc_processing"": 2, ""monitoring"": 1}, {""research"": 1, ""code_review"": 4, ""doc_processing"": 2, ""monitoring"": 1}]","[4, 4, 4, 4, 4, 4]",1.0,4.0,0.875,0.0,0.0,4.163336342344337e-17,"{""COMPUTE"": 756, ""MEMORY"": 612, ""API_CREDITS"": 372, ""DATASET"": 96}","{""COMPUTE"": 398, ""MEMORY"": 322, ""API_CREDITS"": 196, ""DATASET"": 51}","{""COMPUTE"": 1.899497487437186, ""MEMORY"": 1.9006211180124224, ""API_CREDITS"": 1.8979591836734695, ""DATASET"": 1.8823529411764706}",4,[],"{""COMPUTE"": 0.01507537688442211, ""MEMORY"": 0.018633540372670808, ""API_CREDITS"": 0.030612244897959183, ""DATASET"": 0.11764705882352941}",exact_pending_queue,0,
workload,homogeneous__high,homogeneous,homogeneous,,unit,high,1.9,1751949247,c5fceced6aaf84fd,e81337824d673bdb,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[{""research"": 1, ""code_review"": 1, ""doc_processing"": 5, ""monitoring"": 1}, {""research"": 1, ""code_review"": 1, ""doc_processing"": 5, ""monitoring"": 1}, {""research"": 1, ""code_review"": 1, ""doc_processing"": 5, ""monitoring"": 1}, {""research"": 1, ""code_review"": 1, ""doc_processing"": 5, ""monitoring"": 1}, {""research"": 1, ""code_review"": 1, ""doc_processing"": 5, ""monitoring"": 1}, {""research"": 1, ""code_review"": 1, ""doc_processing"": 5, ""monitoring"": 1}]","[4, 4, 4, 4, 4, 4]",1.0,4.0,0.7743974703476993,0.0,0.0,1.3877787807814457e-17,"{""COMPUTE"": 972, ""MEMORY"": 756, ""API_CREDITS"": 444, ""DATASET"": 96}","{""COMPUTE"": 512, ""MEMORY"": 398, ""API_CREDITS"": 234, ""DATASET"": 51}","{""COMPUTE"": 1.8984375, ""MEMORY"": 1.899497487437186, ""API_CREDITS"": 1.8974358974358974, ""DATASET"": 1.8823529411764706}",4,[],"{""COMPUTE"": 0.01171875, ""MEMORY"": 0.01507537688442211, ""API_CREDITS"": 0.02564102564102564, ""DATASET"": 0.11764705882352941}",exact_pending_queue,0,
workload,homogeneous__high,homogeneous,homogeneous,,unit,high,1.9,4210982914,cc65491cc5ae3969,b1c41d3fb412128b,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[{""research"": 0, ""code_review"": 3, ""doc_processing"": 4, ""monitoring"": 1}, {""research"": 0, ""code_review"": 3, ""doc_processing"": 4, ""monitoring"": 1}, {""research"": 0, ""code_review"": 3, ""doc_processing"": 4, ""monitoring"": 1}, {""research"": 0, ""code_review"": 3, ""doc_processing"": 4, ""monitoring"": 1}, {""research"": 0, ""code_review"": 3, ""doc_processing"": 4, ""monitoring"": 1}, {""research"": 0, ""code_review"": 3, ""doc_processing"": 4, ""monitoring"": 1}]","[3, 3, 3, 3, 3, 3]",0.0,3.0,0.7028195311147832,0.0,0.0,2.7755575615628914e-17,"{""COMPUTE"": 756, ""MEMORY"": 582, ""API_CREDITS"": 354, ""DATASET"": 48}","{""COMPUTE"": 398, ""MEMORY"": 306, ""API_CREDITS"": 186, ""DATASET"": 25}","{""COMPUTE"": 1.899497487437186, ""MEMORY"": 1.9019607843137254, ""API_CREDITS"": 1.903225806451613, ""DATASET"": 1.92}",4,[],"{""COMPUTE"": 0.01507537688442211, ""MEMORY"": 0.0196078431372549, ""API_CREDITS"": 0.03225806451612903, ""DATASET"": 0.24}",exact_pending_queue,0,
workload,homogeneous__high,homogeneous,homogeneous,,unit,high,1.9,3922112564,42cf491365b1ea3b,7c6f68889db5e71e,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[{""research"": 1, ""code_review"": 4, ""doc_processing"": 1, ""monitoring"": 2}, {""research"": 1, ""code_review"": 4, ""doc_processing"": 1, ""monitoring"": 2}, {""research"": 1, ""code_review"": 4, ""doc_processing"": 1, ""monitoring"": 2}, {""research"": 1, ""code_review"": 4, ""doc_processing"": 1, ""monitoring"": 2}, {""research"": 1, ""code_review"": 4, ""doc_processing"": 1, ""monitoring"": 2}, {""research"": 1, ""code_review"": 4, ""doc_processing"": 1, ""monitoring"": 2}]","[4, 4, 4, 4, 4, 4]",1.0,4.0,0.875,0.0,0.0,2.7755575615628914e-17,"{""COMPUTE"": 672, ""MEMORY"": 570, ""API_CREDITS"": 318, ""DATASET"": 144}","{""COMPUTE"": 354, ""MEMORY"": 300, ""API_CREDITS"": 167, ""DATASET"": 76}","{""COMPUTE"": 1.8983050847457628, ""MEMORY"": 1.9, ""API_CREDITS"": 1.904191616766467, ""DATASET"": 1.894736842105263}",4,[],"{""COMPUTE"": 0.01694915254237288, ""MEMORY"": 0.02, ""API_CREDITS"": 0.03592814371257485, ""DATASET"": 0.07894736842105263}",exact_pending_queue,0,
workload,homogeneous__high,homogeneous,homogeneous,,unit,high,1.9,183163032,90f99a8eaad66784,c74a5ab7498926d5,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[{""research"": 0, ""code_review"": 3, ""doc_processing"": 2, ""monitoring"": 3}, {""research"": 0, ""code_review"": 3, ""doc_processing"": 2, ""monitoring"": 3}, {""research"": 0, ""code_review"": 3, ""doc_processing"": 2, ""monitoring"": 3}, {""research"": 0, ""code_review"": 3, ""doc_processing"": 2, ""monitoring"": 3}, {""research"": 0, ""code_review"": 3, ""doc_processing"": 2, ""monitoring"": 3}, {""research"": 0, ""code_review"": 3, ""doc_processing"": 2, ""monitoring"": 3}]","[3, 3, 3, 3, 3, 3]",0.0,3.0,0.7806390622295662,0.0,0.0,6.938893903907228e-18,"{""COMPUTE"": 588, ""MEMORY"": 498, ""API_CREDITS"": 246, ""DATASET"": 144}","{""COMPUTE"": 309, ""MEMORY"": 262, ""API_CREDITS"": 129, ""DATASET"": 76}","{""COMPUTE"": 1.9029126213592233, ""MEMORY"": 1.900763358778626, ""API_CREDITS"": 1.9069767441860466, ""DATASET"": 1.894736842105263}",4,[],"{""COMPUTE"": 0.019417475728155338, ""MEMORY"": 0.022900763358778626, ""API_CREDITS"": 0.046511627906976744, ""DATASET"": 0.07894736842105263}",exact_pending_queue,0,
workload,homogeneous__high,homogeneous,homogeneous,,unit,high,1.9,4222305526,b54e7d1d2a9c1131,7c3c3fdc9ffdb05e,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[{""research"": 3, ""code_review"": 2, ""doc_processing"": 2, ""monitoring"": 1}, {""research"": 3, ""code_review"": 2, ""doc_processing"": 2, ""monitoring"": 1}, {""research"": 3, ""code_review"": 2, ""doc_processing"": 2, ""monitoring"": 1}, {""research"": 3, ""code_review"": 2, ""doc_processing"": 2, ""monitoring"": 1}, {""research"": 3, ""code_review"": 2, ""doc_processing"": 2, ""monitoring"": 1}, {""research"": 3, ""code_review"": 2, ""doc_processing"": 2, ""monitoring"": 1}]","[4, 4, 4, 4, 4, 4]",1.0,4.0,0.9528195311147832,0.0,0.0,1.3877787807814457e-17,"{""COMPUTE"": 1044, ""MEMORY"": 864, ""API_CREDITS"": 504, ""DATASET"": 192}","{""COMPUTE"": 549, ""MEMORY"": 455, ""API_CREDITS"": 265, ""DATASET"": 101}","{""COMPUTE"": 1.901639344262295, ""MEMORY"": 1.8989010989010988, ""API_CREDITS"": 1.9018867924528302, ""DATASET"": 1.900990099009901}",4,[],"{""COMPUTE"": 0.01092896174863388, ""MEMORY"": 0.013186813186813187, ""API_CREDITS"": 0.022641509433962263, ""DATASET"": 0.0594059405940594}",exact_pending_queue,0,
workload,homogeneous__high,homogeneous,homogeneous,,unit,high,1.9,3706283824,19c4302024d9d860,22bc0f7249e38129,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[{""research"": 4, ""code_review"": 2, ""doc_processing"": 0, ""monitoring"": 2}, {""research"": 4, ""code_review"": 2, ""doc_processing"": 0, ""monitoring"": 2}, {""research"": 4, ""code_review"": 2, ""doc_processing"": 0, ""monitoring"": 2}, {""research"": 4, ""code_review"": 2, ""doc_processing"": 0, ""monitoring"": 2}, {""research"": 4, ""code_review"": 2, ""doc_processing"": 0, ""monitoring"": 2}, {""research"": 4, ""code_review"": 2, ""doc_processing"": 0, ""monitoring"": 2}]","[3, 3, 3, 3, 3, 3]",0.0,3.0,0.75,0.0,0.0,1.3877787807814457e-17,"{""COMPUTE"": 1032, ""MEMORY"": 900, ""API_CREDITS"": 492, ""DATASET"": 288}","{""COMPUTE"": 543, ""MEMORY"": 474, ""API_CREDITS"": 259, ""DATASET"": 152}","{""COMPUTE"": 1.9005524861878453, ""MEMORY"": 1.8987341772151898, ""API_CREDITS"": 1.8996138996138996, ""DATASET"": 1.894736842105263}",4,[],"{""COMPUTE"": 0.011049723756906077, ""MEMORY"": 0.012658227848101266, ""API_CREDITS"": 0.023166023166023165, ""DATASET"": 0.039473684210526314}",exact_pending_queue,0,
workload,homogeneous__high,homogeneous,homogeneous,,unit,high,1.9,927763105,43a39b186c3287f8,0e1b64893027e4ad,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[{""research"": 1, ""code_review"": 1, ""doc_processing"": 0, ""monitoring"": 6}, {""research"": 1, ""code_review"": 1, ""doc_processing"": 0, ""monitoring"": 6}, {""research"": 1, ""code_review"": 1, ""doc_processing"": 0, ""monitoring"": 6}, {""research"": 1, ""code_review"": 1, ""doc_processing"": 0, ""monitoring"": 6}, {""research"": 1, ""code_review"": 1, ""doc_processing"": 0, ""monitoring"": 6}, {""research"": 1, ""code_review"": 1, ""doc_processing"": 0, ""monitoring"": 6}]","[3, 3, 3, 3, 3, 3]",0.0,3.0,0.5306390622295665,0.0,0.0,4.163336342344337e-17,"{""COMPUTE"": 552, ""MEMORY"": 546, ""API_CREDITS"": 174, ""DATASET"": 336}","{""COMPUTE"": 291, ""MEMORY"": 287, ""API_CREDITS"": 92, ""DATASET"": 177}","{""COMPUTE"": 1.8969072164948453, ""MEMORY"": 1.9024390243902438, ""API_CREDITS"": 1.891304347826087, ""DATASET"": 1.8983050847457628}",4,[],"{""COMPUTE"": 0.020618556701030927, ""MEMORY"": 0.020905923344947737, ""API_CREDITS"": 0.06521739130434782, ""DATASET"": 0.03389830508474576}",exact_pending_queue,0,
workload,homogeneous__high,homogeneous,homogeneous,,unit,high,1.9,642816875,eddb9ee2382ff7df,bd167b2de7d8a783,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[{""research"": 4, ""code_review"": 0, ""doc_processing"": 2, ""monitoring"": 2}, {""research"": 4, ""code_review"": 0, ""doc_processing"": 2, ""monitoring"": 2}, {""research"": 4, ""code_review"": 0, ""doc_processing"": 2, ""monitoring"": 2}, {""research"": 4, ""code_review"": 0, ""doc_processing"": 2, ""monitoring"": 2}, {""research"": 4, ""code_review"": 0, ""doc_processing"": 2, ""monitoring"": 2}, {""research"": 4, ""code_review"": 0, ""doc_processing"": 2, ""monitoring"": 2}]","[3, 3, 3, 3, 3, 3]",0.0,3.0,0.75,0.0,0.0,4.85722573273506e-17,"{""COMPUTE"": 1176, ""MEMORY"": 996, ""API_CREDITS"": 540, ""DATASET"": 288}","{""COMPUTE"": 619, ""MEMORY"": 524, ""API_CREDITS"": 284, ""DATASET"": 152}","{""COMPUTE"": 1.8998384491114702, ""MEMORY"": 1.900763358778626, ""API_CREDITS"": 1.9014084507042253, ""DATASET"": 1.894736842105263}",4,[],"{""COMPUTE"": 0.009693053311793215, ""MEMORY"": 0.011450381679389313, ""API_CREDITS"": 0.02112676056338028, ""DATASET"": 0.039473684210526314}",exact_pending_queue,0,
workload,homogeneous__high,homogeneous,homogeneous,,unit,high,1.9,2485047775,dba8780c3005b5c1,984583c0db7fa859,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[{""research"": 2, ""code_review"": 2, ""doc_processing"": 2, ""monitoring"": 2}, {""research"": 2, ""code_review"": 2, ""doc_processing"": 2, ""monitoring"": 2}, {""research"": 2, ""code_review"": 2, ""doc_processing"": 2, ""monitoring"": 2}, {""research"": 2, ""code_review"": 2, ""doc_processing"": 2, ""monitoring"": 2}, {""research"": 2, ""code_review"": 2, ""doc_processing"": 2, ""monitoring"": 2}, {""research"": 2, ""code_review"": 2, ""doc_processing"": 2, ""monitoring"": 2}]","[4, 4, 4, 4, 4, 4]",1.0,4.0,1.0,0.0,0.0,4.85722573273506e-17,"{""COMPUTE"": 888, ""MEMORY"": 744, ""API_CREDITS"": 408, ""DATASET"": 192}","{""COMPUTE"": 467, ""MEMORY"": 392, ""API_CREDITS"": 215, ""DATASET"": 101}","{""COMPUTE"": 1.9014989293361884, ""MEMORY"": 1.8979591836734695, ""API_CREDITS"": 1.8976744186046512, ""DATASET"": 1.900990099009901}",4,[],"{""COMPUTE"": 0.01284796573875803, ""MEMORY"": 0.015306122448979591, ""API_CREDITS"": 0.027906976744186046, ""DATASET"": 0.0594059405940594}",exact_pending_queue,0,
workload,homogeneous__high,homogeneous,homogeneous,,unit,high,1.9,1464621060,b0daea299d20733d,b1bf2c36eaa74b0f,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[{""research"": 4, ""code_review"": 2, ""doc_processing"": 2, ""monitoring"": 0}, {""research"": 4, ""code_review"": 2, ""doc_processing"": 2, ""monitoring"": 0}, {""research"": 4, ""code_review"": 2, ""doc_processing"": 2, ""monitoring"": 0}, {""research"": 4, ""code_review"": 2, ""doc_processing"": 2, ""monitoring"": 0}, {""research"": 4, ""code_review"": 2, ""doc_processing"": 2, ""monitoring"": 0}, {""research"": 4, ""code_review"": 2, ""doc_processing"": 2, ""monitoring"": 0}]","[3, 3, 3, 3, 3, 3]",0.0,3.0,0.75,0.0,0.0,4.163336342344337e-17,"{""COMPUTE"": 1200, ""MEMORY"": 984, ""API_CREDITS"": 600, ""DATASET"": 192}","{""COMPUTE"": 632, ""MEMORY"": 518, ""API_CREDITS"": 316, ""DATASET"": 101}","{""COMPUTE"": 1.8987341772151898, ""MEMORY"": 1.8996138996138996, ""API_CREDITS"": 1.8987341772151898, ""DATASET"": 1.900990099009901}",4,[],"{""COMPUTE"": 0.00949367088607595, ""MEMORY"": 0.011583011583011582, ""API_CREDITS"": 0.0189873417721519, ""DATASET"": 0.0594059405940594}",exact_pending_queue,0,
workload,homogeneous__high,homogeneous,homogeneous,,unit,high,1.9,1594198431,c0d1be668c9c7188,a8c8f8b8fd1f8b8c,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[{""research"": 1, ""code_review"": 1, ""doc_processing"": 3, ""monitoring"": 3}, {""research"": 1, ""code_review"": 1, ""doc_processing"": 3, ""monitoring"": 3}, {""research"": 1, ""code_review"": 1, ""doc_processing"": 3, ""monitoring"": 3}, {""research"": 1, ""code_review"": 1, ""doc_processing"": 3, ""monitoring"": 3}, {""research"": 1, ""code_review"": 1, ""doc_processing"": 3, ""monitoring"": 3}, {""research"": 1, ""code_review"": 1, ""doc_processing"": 3, ""monitoring"": 3}]","[4, 4, 4, 4, 4, 4]",1.0,4.0,0.9056390622295664,0.0,0.0,6.938893903907228e-18,"{""COMPUTE"": 804, ""MEMORY"": 672, ""API_CREDITS"": 336, ""DATASET"": 192}","{""COMPUTE"": 423, ""MEMORY"": 354, ""API_CREDITS"": 177, ""DATASET"": 101}","{""COMPUTE"": 1.900709219858156, ""MEMORY"": 1.8983050847457628, ""API_CREDITS"": 1.8983050847457628, ""DATASET"": 1.900990099009901}",4,[],"{""COMPUTE"": 0.014184397163120567, ""MEMORY"": 0.01694915254237288, ""API_CREDITS"": 0.03389830508474576, ""DATASET"": 0.0594059405940594}",exact_pending_queue,0,
workload,homogeneous__high,homogeneous,homogeneous,,unit,high,1.9,2964826275,ffc7d06a0a712a6d,191736bd83e0955c,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[{""research"": 4, ""code_review"": 0, ""doc_processing"": 1, ""monitoring"": 3}, {""research"": 4, ""code_review"": 0, ""doc_processing"": 1, ""monitoring"": 3}, {""research"": 4, ""code_review"": 0, ""doc_processing"": 1, ""monitoring"": 3}, {""research"": 4, ""code_review"": 0, ""doc_processing"": 1, ""monitoring"": 3}, {""research"": 4, ""code_review"": 0, ""doc_processing"": 1, ""monitoring"": 3}, {""research"": 4, ""code_review"": 0, ""doc_processing"": 1, ""monitoring"": 3}]","[3, 3, 3, 3, 3, 3]",0.0,3.0,0.7028195311147832,0.0,0.0,6.938893903907228e-18,"{""COMPUTE"": 1092, ""MEMORY"": 954, ""API_CREDITS"": 486, ""DATASET"": 336}","{""COMPUTE"": 575, ""MEMORY"": 502, ""API_CREDITS"": 256, ""DATASET"": 177}","{""COMPUTE"": 1.8991304347826088, ""MEMORY"": 1.900398406374502, ""API_CREDITS"": 1.8984375, ""DATASET"": 1.8983050847457628}",4,[],"{""COMPUTE"": 0.010434782608695653, ""MEMORY"": 0.01195219123505976, ""API_CREDITS"": 0.0234375, ""DATASET"": 0.03389830508474576}",exact_pending_queue,0,
workload,homogeneous__high,homogeneous,homogeneous,,unit,high,1.9,3703943727,f9a23f8b16526911,5f9dc2969769995c,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[{""research"": 3, ""code_review"": 2, ""doc_processing"": 1, ""monitoring"": 2}, {""research"": 3, ""code_review"": 2, ""doc_processing"": 1, ""monitoring"": 2}, {""research"": 3, ""code_review"": 2, ""doc_processing"": 1, ""monitoring"": 2}, {""research"": 3, ""code_review"": 2, ""doc_processing"": 1, ""monitoring"": 2}, {""research"": 3, ""code_review"": 2, ""doc_processing"": 1, ""monitoring"": 2}, {""research"": 3, ""code_review"": 2, ""doc_processing"": 1, ""monitoring"": 2}]","[4, 4, 4, 4, 4, 4]",1.0,4.0,0.9528195311147832,0.0,0.0,0.0,"{""COMPUTE"": 960, ""MEMORY"": 822, ""API_CREDITS"": 450, ""DATASET"": 240}","{""COMPUTE"": 505, ""MEMORY"": 433, ""API_CREDITS"": 237, ""DATASET"": 126}","{""COMPUTE"": 1.900990099009901, ""MEMORY"": 1.8983833718244805, ""API_CREDITS"": 1.8987341772151898, ""DATASET"": 1.9047619047619047}",4,[],"{""COMPUTE"": 0.011881188118811881, ""MEMORY"": 0.013856812933025405, ""API_CREDITS"": 0.02531645569620253, ""DATASET"": 0.047619047619047616}",exact_pending_queue,0,
workload,homogeneous__high,homogeneous,homogeneous,,unit,high,1.9,1321997983,e7b4a99fe42178be,6e830b6b264c4282,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[{""research"": 4, ""code_review"": 3, ""doc_processing"": 0, ""monitoring"": 1}, {""research"": 4, ""code_review"": 3, ""doc_processing"": 0, ""monitoring"": 1}, {""research"": 4, ""code_review"": 3, ""doc_processing"": 0, ""monitoring"": 1}, {""research"": 4, ""code_review"": 3, ""doc_processing"": 0, ""monitoring"": 1}, {""research"": 4, ""code_review"": 3, ""doc_processing"": 0, ""monitoring"": 1}, {""research"": 4, ""code_review"": 3, ""doc_processing"": 0, ""monitoring"": 1}]","[3, 3, 3, 3, 3, 3]",0.0,3.0,0.7028195311147832,0.0,0.0,0.0,"{""COMPUTE"": 1044, ""MEMORY"": 894, ""API_CREDITS"": 522, ""DATASET"": 240}","{""COMPUTE"": 549, ""MEMORY"": 471, ""API_CREDITS"": 275, ""DATASET"": 126}","{""COMPUTE"": 1.901639344262295, ""MEMORY"": 1.8980891719745223, ""API_CREDITS"": 1.8981818181818182, ""DATASET"": 1.9047619047619047}",4,[],"{""COMPUTE"": 0.01092896174863388, ""MEMORY"": 0.012738853503184714, ""API_CREDITS"": 0.02181818181818182, ""DATASET"": 0.047619047619047616}",exact_pending_queue,0,
