cell,regime,concentration,contention,seed,policy,utility_family,task_workload_hash,scenario_hash,feasible,solver_status,fallback_used,queue_order_completion_mean,queue_order_tasks_per_run,locally_optimized_completion_mean,locally_optimized_tasks_per_run,qo_completion_min,qo_completion_p5,lo_completion_min,lo_completion_p5,frac_zero_qo,frac_zero_lo,frac_worse_than_equal_qo,frac_worse_than_equal_lo,mean_change_vs_equal_qo,worst_change_vs_equal_qo,capacity_utilization,allocation_consumption,unused_installed_total,alloc_distance_from_equal_mean,mandatory_failures_total,capacity_by_resource,mandatory_demand_by_resource,realized_contention_by_resource,capacity_violation,bound_violation,alloc_latency_ms
dirichlet_0.3__high,dirichlet_0.3,0.3,high,1615827657,joint_cobb_douglas,COBB_DOUGLAS,6867ecf2d10dbba6,d0ada57127296e4a,True,optimal,False,0.5833333333333334,28.0,0.625,30.0,0.25,0.25,0.25,0.28125,0.0,0.0,0.16666666666666666,0.16666666666666666,0.020833333333333332,-0.125,0.8827646544181977,0.8827646544181977,134,0.041482547789080455,20,"{""COMPUTE"": 473, ""MEMORY"": 379, ""DATASET"": 51, ""API_CREDITS"": 240}","{""COMPUTE"": 898, ""MEMORY"": 720, ""DATASET"": 96, ""API_CREDITS"": 456}","{""COMPUTE"": 1.8985200845665962, ""MEMORY"": 1.8997361477572559, ""DATASET"": 1.8823529411764706, ""API_CREDITS"": 1.9}",0,0,609
dirichlet_0.3__high,dirichlet_0.3,0.3,high,1615827657,joint_ces,CES,6867ecf2d10dbba6,d0ada57127296e4a,True,optimal,False,0.5625,27.0,0.6041666666666666,29.0,0.25,0.25,0.25,0.28125,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,-0.125,0.8407699037620298,0.8407699037620298,182,0.08143382394638676,21,"{""COMPUTE"": 473, ""MEMORY"": 379, ""DATASET"": 51, ""API_CREDITS"": 240}","{""COMPUTE"": 898, ""MEMORY"": 720, ""DATASET"": 96, ""API_CREDITS"": 456}","{""COMPUTE"": 1.8985200845665962, ""MEMORY"": 1.8997361477572559, ""DATASET"": 1.8823529411764706, ""API_CREDITS"": 1.9}",0,0,628
dirichlet_0.3__high,dirichlet_0.3,0.3,high,1615827657,joint_leontief,LEONTIEF,6867ecf2d10dbba6,d0ada57127296e4a,True,optimal,False,0.5625,27.0,0.5833333333333334,28.0,0.25,0.28125,0.375,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.8976377952755905,0.903169014084507,110,0.09003297744503774,21,"{""COMPUTE"": 473, ""MEMORY"": 379, ""DATASET"": 51, ""API_CREDITS"": 240}","{""COMPUTE"": 898, ""MEMORY"": 720, ""DATASET"": 96, ""API_CREDITS"": 456}","{""COMPUTE"": 1.8985200845665962, ""MEMORY"": 1.8997361477572559, ""DATASET"": 1.8823529411764706, ""API_CREDITS"": 1.9}",0,0,628
dirichlet_0.3__moderate,dirichlet_0.3,0.3,moderate,1506712940,equal,none,6438d147b95f71b8,cceeffb287f8c21b,True,equal,False,0.6666666666666666,32.0,0.6666666666666666,32.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.8272727272727273,0.8272727272727273,190,0.0,16,"{""COMPUTE"": 402, ""MEMORY"": 373, ""DATASET"": 178, ""API_CREDITS"": 147}","{""COMPUTE"": 522, ""MEMORY"": 485, ""DATASET"": 232, ""API_CREDITS"": 191}","{""COMPUTE"": 1.2985074626865671, ""MEMORY"": 1.3002680965147453, ""DATASET"": 1.303370786516854, ""API_CREDITS"": 1.2993197278911566}",0,0,0
dirichlet_0.3__moderate,dirichlet_0.3,0.3,moderate,1506712940,drf,none,6438d147b95f71b8,cceeffb287f8c21b,True,drf,False,0.75,36.0,0.75,36.0,0.625,0.625,0.625,0.625,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.8672727272727273,0.8800738007380073,130,0.12027577823605155,12,"{""COMPUTE"": 402, ""MEMORY"": 373, ""DATASET"": 178, ""API_CREDITS"": 147}","{""COMPUTE"": 522, ""MEMORY"": 485, ""DATASET"": 232, ""API_CREDITS"": 191}","{""COMPUTE"": 1.2985074626865671, ""MEMORY"": 1.3002680965147453, ""DATASET"": 1.303370786516854, ""API_CREDITS"": 1.2993197278911566}",0,0,0
dirichlet_0.3__moderate,dirichlet_0.3,0.3,moderate,1506712940,decomposed_cobb_douglas,COBB_DOUGLAS,6438d147b95f71b8,cceeffb287f8c21b,True,decomposed_cobb_douglas,False,0.7083333333333334,34.0,0.7083333333333334,34.0,0.625,0.625,0.625,0.625,0.0,0.0,0.3333333333333333,0.3333333333333333,0.041666666666666664,-0.125,0.8636363636363636,0.8636363636363636,150,0.098413454313578,14,"{""COMPUTE"": 402, ""MEMORY"": 373, ""DATASET"": 178, ""API_CREDITS"": 147}","{""COMPUTE"": 522, ""MEMORY"": 485, ""DATASET"": 232, ""API_CREDITS"": 191}","{""COMPUTE"": 1.2985074626865671, ""MEMORY"": 1.3002680965147453, ""DATASET"": 1.303370786516854, ""API_CREDITS"": 1.2993197278911566}",0,0,0
dirichlet_0.3__moderate,dirichlet_0.3,0.3,moderate,1506712940,joint_linear,LINEAR,6438d147b95f71b8,cceeffb287f8c21b,True,optimal,False,0.08333333333333333,4.0,0.08333333333333333,4.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,1.0,-0.5833333333333334,-0.75,0.09454545454545454,0.09454545454545454,996,0.7340833969733039,44,"{""COMPUTE"": 402, ""MEMORY"": 373, ""DATASET"": 178, ""API_CREDITS"": 147}","{""COMPUTE"": 522, ""MEMORY"": 485, ""DATASET"": 232, ""API_CREDITS"": 191}","{""COMPUTE"": 1.2985074626865671, ""MEMORY"": 1.3002680965147453, ""DATASET"": 1.303370786516854, ""API_CREDITS"": 1.2993197278911566}",0,0,623
dirichlet_0.3__moderate,dirichlet_0.3,0.3,moderate,1506712940,joint_cobb_douglas,COBB_DOUGLAS,6438d147b95f71b8,cceeffb287f8c21b,True,optimal,False,0.7083333333333334,34.0,0.7083333333333334,34.0,0.625,0.625,0.625,0.625,0.0,0.0,0.3333333333333333,0.3333333333333333,0.041666666666666664,-0.125,0.8636363636363636,0.8636363636363636,150,0.098413454313578,14,"{""COMPUTE"": 402, ""MEMORY"": 373, ""DATASET"": 178, ""API_CREDITS"": 147}","{""COMPUTE"": 522, ""MEMORY"": 485, ""DATASET"": 232, ""API_CREDITS"": 191}","{""COMPUTE"": 1.2985074626865671, ""MEMORY"": 1.3002680965147453, ""DATASET"": 1.303370786516854, ""API_CREDITS"": 1.2993197278911566}",0,0,619
dirichlet_0.3__moderate,dirichlet_0.3,0.3,moderate,1506712940,joint_ces,CES,6438d147b95f71b8,cceeffb287f8c21b,True,optimal,False,0.7291666666666666,35.0,0.7291666666666666,35.0,0.5,0.5625,0.5,0.5625,0.0,0.0,0.5,0.5,0.0625,-0.125,0.8654545454545455,0.8654545454545455,148,0.19593020820483828,13,"{""COMPUTE"": 402, ""MEMORY"": 373, ""DATASET"": 178, ""API_CREDITS"": 147}","{""COMPUTE"": 522, ""MEMORY"": 485, ""DATASET"": 232, ""API_CREDITS"": 191}","{""COMPUTE"": 1.2985074626865671, ""MEMORY"": 1.3002680965147453, ""DATASET"": 1.303370786516854, ""API_CREDITS"": 1.2993197278911566}",0,0,622
dirichlet_0.3__moderate,dirichlet_0.3,0.3,moderate,1506712940,joint_leontief,LEONTIEF,6438d147b95f71b8,cceeffb287f8c21b,True,optimal,False,0.6875,33.0,0.6875,33.0,0.625,0.625,0.625,0.625,0.0,0.0,0.3333333333333333,0.3333333333333333,0.020833333333333332,-0.125,0.84,0.84,176,0.09862311888769322,15,"{""COMPUTE"": 402, ""MEMORY"": 373, ""DATASET"": 178, ""API_CREDITS"": 147}","{""COMPUTE"": 522, ""MEMORY"": 485, ""DATASET"": 232, ""API_CREDITS"": 191}","{""COMPUTE"": 1.2985074626865671, ""MEMORY"": 1.3002680965147453, ""DATASET"": 1.303370786516854, ""API_CREDITS"": 1.2993197278911566}",0,0,615
dirichlet_0.3__high,dirichlet_0.3,0.3,high,1506712940,equal,none,6438d147b95f71b8,b61bbc4edecbd1aa,True,equal,False,0.4166666666666667,20.0,0.4375,21.0,0.375,0.375,0.375,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.701195219123506,0.701195219123506,225,0.0,28,"{""COMPUTE"": 275, ""MEMORY"": 255, ""DATASET"": 122, ""API_CREDITS"": 101}","{""COMPUTE"": 522, ""MEMORY"": 485, ""DATASET"": 232, ""API_CREDITS"": 191}","{""COMPUTE"": 1.8981818181818182, ""MEMORY"": 1.9019607843137254, ""DATASET"": 1.901639344262295, ""API_CREDITS"": 1.891089108910891}",0,0,0
dirichlet_0.3__high,dirichlet_0.3,0.3,high,1506712940,drf,none,6438d147b95f71b8,b61bbc4edecbd1aa,True,drf,False,0.4583333333333333,22.0,0.4583333333333333,22.0,0.375,0.375,0.375,0.375,0.0,0.0,0.0,0.16666666666666666,0.041666666666666664,0.0,0.795484727755644,0.807277628032345,143,0.14605681208984825,26,"{""COMPUTE"": 275, ""MEMORY"": 255, ""DATASET"": 122, ""API_CREDITS"": 101}","{""COMPUTE"": 522, ""MEMORY"": 485, ""DATASET"": 232, ""API_CREDITS"": 191}","{""COMPUTE"": 1.8981818181818182, ""MEMORY"": 1.9019607843137254, ""DATASET"": 1.901639344262295, ""API_CREDITS"": 1.891089108910891}",0,0,0
dirichlet_0.3__high,dirichlet_0.3,0.3,high,1506712940,decomposed_cobb_douglas,COBB_DOUGLAS,6438d147b95f71b8,b61bbc4edecbd1aa,True,decomposed_cobb_douglas,False,0.4375,21.0,0.4375,21.0,0.375,0.375,0.375,0.375,0.0,0.0,0.0,0.16666666666666666,0.020833333333333332,0.0,0.7277556440903055,0.7277556440903055,205,0.11311888894012333,27,"{""COMPUTE"": 275, ""MEMORY"": 255, ""DATASET"": 122, ""API_CREDITS"": 101}","{""COMPUTE"": 522, ""MEMORY"": 485, ""DATASET"": 232, ""API_CREDITS"": 191}","{""COMPUTE"": 1.8981818181818182, ""MEMORY"": 1.9019607843137254, ""DATASET"": 1.901639344262295, ""API_CREDITS"": 1.891089108910891}",0,0,0
dirichlet_0.3__high,dirichlet_0.3,0.3,high,1506712940,joint_linear,LINEAR,6438d147b95f71b8,b61bbc4edecbd1aa,True,optimal,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.4166666666666667,-0.5,0.0,0.0,753,0.86061118098272,48,"{""COMPUTE"": 275, ""MEMORY"": 255, ""DATASET"": 122, ""API_CREDITS"": 101}","{""COMPUTE"": 522, ""MEMORY"": 485, ""DATASET"": 232, ""API_CREDITS"": 191}","{""COMPUTE"": 1.8981818181818182, ""MEMORY"": 1.9019607843137254, ""DATASET"": 1.901639344262295, ""API_CREDITS"": 1.891089108910891}",0,0,606
dirichlet_0.3__high,dirichlet_0.3,0.3,high,1506712940,joint_cobb_douglas,COBB_DOUGLAS,6438d147b95f71b8,b61bbc4edecbd1aa,True,optimal,False,0.4375,21.0,0.4375,21.0,0.375,0.375,0.375,0.375,0.0,0.0,0.0,0.16666666666666666,0.020833333333333332,0.0,0.7277556440903055,0.7277556440903055,205,0.11311888894012333,27,"{""COMPUTE"": 275, ""MEMORY"": 255, ""DATASET"": 122, ""API_CREDITS"": 101}","{""COMPUTE"": 522, ""MEMORY"": 485, ""DATASET"": 232, ""API_CREDITS"": 191}","{""COMPUTE"": 1.8981818181818182, ""MEMORY"": 1.9019607843137254, ""DATASET"": 1.901639344262295, ""API_CREDITS"": 1.891089108910891}",0,0,610
dirichlet_0.3__high,dirichlet_0.3,0.3,high,1506712940,joint_ces,CES,6438d147b95f71b8,b61bbc4edecbd1aa,True,optimal,False,0.4791666666666667,23.0,0.4791666666666667,23.0,0.375,0.40625,0.375,0.40625,0.0,0.0,0.0,0.16666666666666666,0.0625,0.0,0.8021248339973439,0.8021248339973439,149,0.21304662662404072,25,"{""COMPUTE"": 275, ""MEMORY"": 255, ""DATASET"": 122, ""API_CREDITS"": 101}","{""COMPUTE"": 522, ""MEMORY"": 485, ""DATASET"": 232, ""API_CREDITS"": 191}","{""COMPUTE"": 1.8981818181818182, ""MEMORY"": 1.9019607843137254, ""DATASET"": 1.901639344262295, ""API_CREDITS"": 1.891089108910891}",0,0,622
dirichlet_0.3__high,dirichlet_0.3,0.3,high,1506712940,joint_leontief,LEONTIEF,6438d147b95f71b8,b61bbc4edecbd1aa,True,optimal,False,0.4375,21.0,0.4375,21.0,0.375,0.375,0.375,0.375,0.0,0.0,0.0,0.16666666666666666,0.020833333333333332,0.0,0.7277556440903055,0.7277556440903055,205,0.10754472833332733,27,"{""COMPUTE"": 275, ""MEMORY"": 255, ""DATASET"": 122, ""API_CREDITS"": 101}","{""COMPUTE"": 522, ""MEMORY"": 485, ""DATASET"": 232, ""API_CREDITS"": 191}","{""COMPUTE"": 1.8981818181818182, ""MEMORY"": 1.9019607843137254, ""DATASET"": 1.901639344262295, ""API_CREDITS"": 1.891089108910891}",0,0,656
dirichlet_0.3__moderate,dirichlet_0.3,0.3,moderate,2424165891,equal,none,fb299b7f6df591ae,970ebf5f6e9945bc,True,equal,False,0.6875,33.0,0.7083333333333334,34.0,0.375,0.4375,0.375,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.9041731066460588,0.9041731066460588,186,0.0,15,"{""COMPUTE"": 771, ""MEMORY"": 645, ""DATASET"": 160, ""API_CREDITS"": 365}","{""COMPUTE"": 1002, ""MEMORY"": 838, ""DATASET"": 208, ""API_CREDITS"": 474}","{""COMPUTE"": 1.2996108949416343, ""MEMORY"": 1.2992248062015503, ""DATASET"": 1.3, ""API_CREDITS"": 1.2986301369863014}",0,0,0
dirichlet_0.3__moderate,dirichlet_0.3,0.3,moderate,2424165891,drf,none,fb299b7f6df591ae,970ebf5f6e9945bc,True,drf,False,0.7708333333333334,37.0,0.7708333333333334,37.0,0.5,0.5,0.5,0.5,0.0,0.0,0.16666666666666666,0.16666666666666666,0.08333333333333333,-0.125,0.9608449252962391,0.9883412824589295,22,0.10613664060419588,11,"{""COMPUTE"": 771, ""MEMORY"": 645, ""DATASET"": 160, ""API_CREDITS"": 365}","{""COMPUTE"": 1002, ""MEMORY"": 838, ""DATASET"": 208, ""API_CREDITS"": 474}","{""COMPUTE"": 1.2996108949416343, ""MEMORY"": 1.2992248062015503, ""DATASET"": 1.3, ""API_CREDITS"": 1.2986301369863014}",0,0,0
dirichlet_0.3__moderate,dirichlet_0.3,0.3,moderate,2424165891,decomposed_cobb_douglas,COBB_DOUGLAS,fb299b7f6df591ae,970ebf5f6e9945bc,True,decomposed_cobb_douglas,False,0.8125,39.0,0.8125,39.0,0.375,0.46875,0.375,0.46875,0.0,0.0,0.0,0.0,0.125,0.0,0.9726944873776404,0.9726944873776404,53,0.05380370832843639,9,"{""COMPUTE"": 771, ""MEMORY"": 645, ""DATASET"": 160, ""API_CREDITS"": 365}","{""COMPUTE"": 1002, ""MEMORY"": 838, ""DATASET"": 208, ""API_CREDITS"": 474}","{""COMPUTE"": 1.2996108949416343, ""MEMORY"": 1.2992248062015503, ""DATASET"": 1.3, ""API_CREDITS"": 1.2986301369863014}",0,0,0
dirichlet_0.3__moderate,dirichlet_0.3,0.3,moderate,2424165891,joint_linear,LINEAR,fb299b7f6df591ae,970ebf5f6e9945bc,True,optimal,False,0.041666666666666664,2.0,0.041666666666666664,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,1.0,-0.6458333333333334,-0.875,0.02575991756826378,0.02575991756826378,1891,0.7559238058860179,46,"{""COMPUTE"": 771, ""MEMORY"": 645, ""DATASET"": 160, ""API_CREDITS"": 365}","{""COMPUTE"": 1002, ""MEMORY"": 838, ""DATASET"": 208, ""API_CREDITS"": 474}","{""COMPUTE"": 1.2996108949416343, ""MEMORY"": 1.2992248062015503, ""DATASET"": 1.3, ""API_CREDITS"": 1.2986301369863014}",0,0,600
dirichlet_0.3__moderate,dirichlet_0.3,0.3,moderate,2424165891,joint_cobb_douglas,COBB_DOUGLAS,fb299b7f6df591ae,970ebf5f6e9945bc,True,optimal,False,0.8125,39.0,0.8125,39.0,0.375,0.46875,0.375,0.46875,0.0,0.0,0.0,0.0,0.125,0.0,0.9726944873776404,0.9726944873776404,53,0.05380370832843639,9,"{""COMPUTE"": 771, ""MEMORY"": 645, ""DATASET"": 160, ""API_CREDITS"": 365}","{""COMPUTE"": 1002, ""MEMORY"": 838, ""DATASET"": 208, ""API_CREDITS"": 474}","{""COMPUTE"": 1.2996108949416343, ""MEMORY"": 1.2992248062015503, ""DATASET"": 1.3, ""API_CREDITS"": 1.2986301369863014}",0,0,606
dirichlet_0.3__moderate,dirichlet_0.3,0.3,moderate,2424165891,joint_ces,CES,fb299b7f6df591ae,970ebf5f6e9945bc,True,optimal,False,0.6666666666666666,32.0,0.6666666666666666,32.0,0.375,0.40625,0.375,0.40625,0.0,0.0,0.3333333333333333,0.3333333333333333,-0.020833333333333332,-0.125,0.8778979907264297,0.8778979907264297,237,0.07500455101380792,16,"{""COMPUTE"": 771, ""MEMORY"": 645, ""DATASET"": 160, ""API_CREDITS"": 365}","{""COMPUTE"": 1002, ""MEMORY"": 838, ""DATASET"": 208, ""API_CREDITS"": 474}","{""COMPUTE"": 1.2996108949416343, ""MEMORY"": 1.2992248062015503, ""DATASET"": 1.3, ""API_CREDITS"": 1.2986301369863014}",0,0,622
dirichlet_0.3__moderate,dirichlet_0.3,0.3,moderate,2424165891,joint_leontief,LEONTIEF,fb299b7f6df591ae,970ebf5f6e9945bc,True,optimal,False,0.7916666666666666,38.0,0.7916666666666666,38.0,0.375,0.46875,0.375,0.46875,0.0,0.0,0.0,0.0,0.10416666666666667,0.0,0.9685729005667182,0.9690721649484536,60,0.06618202191778468,10,"{""COMPUTE"": 771, ""MEMORY"": 645, ""DATASET"": 160, ""API_CREDITS"": 365}","{""COMPUTE"": 1002, ""MEMORY"": 838, ""DATASET"": 208, ""API_CREDITS"": 474}","{""COMPUTE"": 1.2996108949416343, ""MEMORY"": 1.2992248062015503, ""DATASET"": 1.3, ""API_CREDITS"": 1.2986301369863014}",0,0,644
dirichlet_0.3__high,dirichlet_0.3,0.3,high,2424165891,equal,none,fb299b7f6df591ae,469e09aab8255021,True,equal,False,0.4583333333333333,22.0,0.5,24.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.8159879336349924,0.8159879336349924,244,0.0,26,"{""COMPUTE"": 527, ""MEMORY"": 441, ""DATASET"": 109, ""API_CREDITS"": 249}","{""COMPUTE"": 1002, ""MEMORY"": 838, ""DATASET"": 208, ""API_CREDITS"": 474}","{""COMPUTE"": 1.9013282732447818, ""MEMORY"": 1.9002267573696145, ""DATASET"": 1.908256880733945, ""API_CREDITS"": 1.9036144578313252}",0,0,0
dirichlet_0.3__high,dirichlet_0.3,0.3,high,2424165891,drf,none,fb299b7f6df591ae,469e09aab8255021,True,drf,False,0.4583333333333333,22.0,0.5208333333333334,25.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.889894419306184,0.9175738724727839,106,0.1642972432699322,26,"{""COMPUTE"": 527, ""MEMORY"": 441, ""DATASET"": 109, ""API_CREDITS"": 249}","{""COMPUTE"": 1002, ""MEMORY"": 838, ""DATASET"": 208, ""API_CREDITS"": 474}","{""COMPUTE"": 1.9013282732447818, ""MEMORY"": 1.9002267573696145, ""DATASET"": 1.908256880733945, ""API_CREDITS"": 1.9036144578313252}",0,0,0
dirichlet_0.3__high,dirichlet_0.3,0.3,high,2424165891,decomposed_cobb_douglas,COBB_DOUGLAS,fb299b7f6df591ae,469e09aab8255021,True,decomposed_cobb_douglas,False,0.5833333333333334,28.0,0.6041666666666666,29.0,0.25,0.3125,0.25,0.3125,0.0,0.0,0.0,0.0,0.125,0.0,0.9140271493212669,0.9140271493212669,114,0.08088822722791994,20,"{""COMPUTE"": 527, ""MEMORY"": 441, ""DATASET"": 109, ""API_CREDITS"": 249}","{""COMPUTE"": 1002, ""MEMORY"": 838, ""DATASET"": 208, ""API_CREDITS"": 474}","{""COMPUTE"": 1.9013282732447818, ""MEMORY"": 1.9002267573696145, ""DATASET"": 1.908256880733945, ""API_CREDITS"": 1.9036144578313252}",0,0,0
dirichlet_0.3__high,dirichlet_0.3,0.3,high,2424165891,joint_linear,LINEAR,fb299b7f6df591ae,469e09aab8255021,True,optimal,False,0.020833333333333332,1.0,0.020833333333333332,1.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,1.0,1.0,-0.4375,-0.625,0.0196078431372549,0.0196078431372549,1300,0.9245835739750284,47,"{""COMPUTE"": 527, ""MEMORY"": 441, ""DATASET"": 109, ""API_CREDITS"": 249}","{""COMPUTE"": 1002, ""MEMORY"": 838, ""DATASET"": 208, ""API_CREDITS"": 474}","{""COMPUTE"": 1.9013282732447818, ""MEMORY"": 1.9002267573696145, ""DATASET"": 1.908256880733945, ""API_CREDITS"": 1.9036144578313252}",0,0,627
dirichlet_0.3__high,dirichlet_0.3,0.3,high,2424165891,joint_cobb_douglas,COBB_DOUGLAS,fb299b7f6df591ae,469e09aab8255021,True,optimal,False,0.5833333333333334,28.0,0.6041666666666666,29.0,0.25,0.3125,0.25,0.3125,0.0,0.0,0.0,0.0,0.125,0.0,0.9140271493212669,0.9140271493212669,114,0.08088822722791994,20,"{""COMPUTE"": 527, ""MEMORY"": 441, ""DATASET"": 109, ""API_CREDITS"": 249}","{""COMPUTE"": 1002, ""MEMORY"": 838, ""DATASET"": 208, ""API_CREDITS"": 474}","{""COMPUTE"": 1.9013282732447818, ""MEMORY"": 1.9002267573696145, ""DATASET"": 1.908256880733945, ""API_CREDITS"": 1.9036144578313252}",0,0,599
dirichlet_0.3__high,dirichlet_0.3,0.3,high,2424165891,joint_ces,CES,fb299b7f6df591ae,469e09aab8255021,True,optimal,False,0.4791666666666667,23.0,0.4791666666666667,23.0,0.25,0.25,0.25,0.25,0.0,0.0,0.16666666666666666,0.16666666666666666,0.020833333333333332,-0.125,0.8024132730015083,0.8024132730015083,262,0.11888622078206164,25,"{""COMPUTE"": 527, ""MEMORY"": 441, ""DATASET"": 109, ""API_CREDITS"": 249}","{""COMPUTE"": 1002, ""MEMORY"": 838, ""DATASET"": 208, ""API_CREDITS"": 474}","{""COMPUTE"": 1.9013282732447818, ""MEMORY"": 1.9002267573696145, ""DATASET"": 1.908256880733945, ""API_CREDITS"": 1.9036144578313252}",0,0,632
dirichlet_0.3__high,dirichlet_0.3,0.3,high,2424165891,joint_leontief,LEONTIEF,fb299b7f6df591ae,469e09aab8255021,True,optimal,False,0.5625,27.0,0.5833333333333334,28.0,0.25,0.3125,0.25,0.34375,0.0,0.0,0.0,0.0,0.10416666666666667,0.0,0.9276018099547512,0.9276018099547512,96,0.14396526892869743,21,"{""COMPUTE"": 527, ""MEMORY"": 441, ""DATASET"": 109, ""API_CREDITS"": 249}","{""COMPUTE"": 1002, ""MEMORY"": 838, ""DATASET"": 208, ""API_CREDITS"": 474}","{""COMPUTE"": 1.9013282732447818, ""MEMORY"": 1.9002267573696145, ""DATASET"": 1.908256880733945, ""API_CREDITS"": 1.9036144578313252}",0,0,620
dirichlet_0.3__moderate,dirichlet_0.3,0.3,moderate,290095743,equal,none,2e5f44ffa4627a15,2782c82e0a856518,True,equal,False,0.6875,33.0,0.7291666666666666,35.0,0.5,0.53125,0.5,0.53125,0.0,0.0,0.0,0.0,0.0,0.0,0.8584070796460177,0.8584070796460177,240,0.0,15,"{""COMPUTE"": 677, ""MEMORY"": 565, ""DATASET"": 135, ""API_CREDITS"": 318}","{""COMPUTE"": 880, ""MEMORY"": 734, ""DATASET"": 176, ""API_CREDITS"": 414}","{""COMPUTE"": 1.2998522895125555, ""MEMORY"": 1.2991150442477877, ""DATASET"": 1.3037037037037038, ""API_CREDITS"": 1.3018867924528301}",0,0,0
dirichlet_0.3__moderate,dirichlet_0.3,0.3,moderate,290095743,drf,none,2e5f44ffa4627a15,2782c82e0a856518,True,drf,False,0.7291666666666666,35.0,0.7291666666666666,35.0,0.375,0.40625,0.375,0.40625,0.0,0.0,0.3333333333333333,0.3333333333333333,0.041666666666666664,-0.125,0.8979351032448377,0.9331698344573881,109,0.19542601119192016,13,"{""COMPUTE"": 677, ""MEMORY"": 565, ""DATASET"": 135, ""API_CREDITS"": 318}","{""COMPUTE"": 880, ""MEMORY"": 734, ""DATASET"": 176, ""API_CREDITS"": 414}","{""COMPUTE"": 1.2998522895125555, ""MEMORY"": 1.2991150442477877, ""DATASET"": 1.3037037037037038, ""API_CREDITS"": 1.3018867924528301}",0,0,0
dirichlet_0.3__moderate,dirichlet_0.3,0.3,moderate,290095743,decomposed_cobb_douglas,COBB_DOUGLAS,2e5f44ffa4627a15,2782c82e0a856518,True,decomposed_cobb_douglas,False,0.75,36.0,0.7916666666666666,38.0,0.5,0.53125,0.5,0.5625,0.0,0.0,0.16666666666666666,0.0,0.0625,-0.125,0.9421828908554573,0.9421828908554573,98,0.06334134361855484,12,"{""COMPUTE"": 677, ""MEMORY"": 565, ""DATASET"": 135, ""API_CREDITS"": 318}","{""COMPUTE"": 880, ""MEMORY"": 734, ""DATASET"": 176, ""API_CREDITS"": 414}","{""COMPUTE"": 1.2998522895125555, ""MEMORY"": 1.2991150442477877, ""DATASET"": 1.3037037037037038, ""API_CREDITS"": 1.3018867924528301}",0,0,0
dirichlet_0.3__moderate,dirichlet_0.3,0.3,moderate,290095743,joint_linear,LINEAR,2e5f44ffa4627a15,2782c82e0a856518,True,optimal,False,0.0625,3.0,0.0625,3.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,-0.625,-0.75,0.044837758112094395,0.044837758112094395,1619,0.814248033435128,45,"{""COMPUTE"": 677, ""MEMORY"": 565, ""DATASET"": 135, ""API_CREDITS"": 318}","{""COMPUTE"": 880, ""MEMORY"": 734, ""DATASET"": 176, ""API_CREDITS"": 414}","{""COMPUTE"": 1.2998522895125555, ""MEMORY"": 1.2991150442477877, ""DATASET"": 1.3037037037037038, ""API_CREDITS"": 1.3018867924528301}",0,0,620
dirichlet_0.3__moderate,dirichlet_0.3,0.3,moderate,290095743,joint_cobb_douglas,COBB_DOUGLAS,2e5f44ffa4627a15,2782c82e0a856518,True,optimal,False,0.75,36.0,0.7916666666666666,38.0,0.5,0.53125,0.5,0.5625,0.0,0.0,0.16666666666666666,0.0,0.0625,-0.125,0.9421828908554573,0.9421828908554573,98,0.06334134361855484,12,"{""COMPUTE"": 677, ""MEMORY"": 565, ""DATASET"": 135, ""API_CREDITS"": 318}","{""COMPUTE"": 880, ""MEMORY"": 734, ""DATASET"": 176, ""API_CREDITS"": 414}","{""COMPUTE"": 1.2998522895125555, ""MEMORY"": 1.2991150442477877, ""DATASET"": 1.3037037037037038, ""API_CREDITS"": 1.3018867924528301}",0,0,620
dirichlet_0.3__moderate,dirichlet_0.3,0.3,moderate,290095743,joint_ces,CES,2e5f44ffa4627a15,2782c82e0a856518,True,optimal,False,0.75,36.0,0.7708333333333334,37.0,0.5,0.53125,0.5,0.53125,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0625,-0.125,0.9079646017699115,0.9079646017699115,156,0.11227298435241757,12,"{""COMPUTE"": 677, ""MEMORY"": 565, ""DATASET"": 135, ""API_CREDITS"": 318}","{""COMPUTE"": 880, ""MEMORY"": 734, ""DATASET"": 176, ""API_CREDITS"": 414}","{""COMPUTE"": 1.2998522895125555, ""MEMORY"": 1.2991150442477877, ""DATASET"": 1.3037037037037038, ""API_CREDITS"": 1.3018867924528301}",0,0,618
