cell,regime,concentration,contention,seed,policy,utility_family,task_workload_hash,scenario_hash,feasible,solver_status,fallback_used,queue_order_completion_mean,queue_order_tasks_per_run,locally_optimized_completion_mean,locally_optimized_tasks_per_run,qo_completion_min,qo_completion_p5,lo_completion_min,lo_completion_p5,frac_zero_qo,frac_zero_lo,frac_worse_than_equal_qo,frac_worse_than_equal_lo,mean_change_vs_equal_qo,worst_change_vs_equal_qo,capacity_utilization,allocation_consumption,unused_installed_total,alloc_distance_from_equal_mean,mandatory_failures_total,capacity_by_resource,mandatory_demand_by_resource,realized_contention_by_resource,capacity_violation,bound_violation,alloc_latency_ms
homogeneous__moderate,homogeneous,,moderate,2399665203,equal,none,382fe0c47747982e,426251ef6d3d7d7e,True,equal,False,0.875,42.0,0.875,42.0,0.875,0.875,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.9713574097135741,0.9713574097135741,46,0.0,6,"{""COMPUTE"": 628, ""MEMORY"": 535, ""DATASET"": 148, ""API_CREDITS"": 295}","{""COMPUTE"": 816, ""MEMORY"": 696, ""DATASET"": 192, ""API_CREDITS"": 384}","{""COMPUTE"": 1.2993630573248407, ""MEMORY"": 1.3009345794392524, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.3016949152542372}",0,0,3
homogeneous__moderate,homogeneous,,moderate,2399665203,drf,none,382fe0c47747982e,426251ef6d3d7d7e,True,drf,False,0.875,42.0,0.875,42.0,0.875,0.875,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.9713574097135741,0.9719626168224299,45,0.0006218905472636816,6,"{""COMPUTE"": 628, ""MEMORY"": 535, ""DATASET"": 148, ""API_CREDITS"": 295}","{""COMPUTE"": 816, ""MEMORY"": 696, ""DATASET"": 192, ""API_CREDITS"": 384}","{""COMPUTE"": 1.2993630573248407, ""MEMORY"": 1.3009345794392524, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.3016949152542372}",0,0,0
homogeneous__moderate,homogeneous,,moderate,2399665203,decomposed_cobb_douglas,COBB_DOUGLAS,382fe0c47747982e,426251ef6d3d7d7e,True,decomposed_cobb_douglas,False,0.875,42.0,0.875,42.0,0.875,0.875,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.9713574097135741,0.9713574097135741,46,0.0,6,"{""COMPUTE"": 628, ""MEMORY"": 535, ""DATASET"": 148, ""API_CREDITS"": 295}","{""COMPUTE"": 816, ""MEMORY"": 696, ""DATASET"": 192, ""API_CREDITS"": 384}","{""COMPUTE"": 1.2993630573248407, ""MEMORY"": 1.3009345794392524, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.3016949152542372}",0,0,0
homogeneous__moderate,homogeneous,,moderate,2399665203,joint_linear,LINEAR,382fe0c47747982e,426251ef6d3d7d7e,True,optimal,False,0.875,42.0,0.875,42.0,0.875,0.875,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.9713574097135741,0.9713574097135741,46,0.007462963655684263,6,"{""COMPUTE"": 628, ""MEMORY"": 535, ""DATASET"": 148, ""API_CREDITS"": 295}","{""COMPUTE"": 816, ""MEMORY"": 696, ""DATASET"": 192, ""API_CREDITS"": 384}","{""COMPUTE"": 1.2993630573248407, ""MEMORY"": 1.3009345794392524, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.3016949152542372}",0,0,693
homogeneous__moderate,homogeneous,,moderate,2399665203,joint_cobb_douglas,COBB_DOUGLAS,382fe0c47747982e,426251ef6d3d7d7e,True,optimal,False,0.875,42.0,0.875,42.0,0.875,0.875,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.9713574097135741,0.9713574097135741,46,0.004975332194499515,6,"{""COMPUTE"": 628, ""MEMORY"": 535, ""DATASET"": 148, ""API_CREDITS"": 295}","{""COMPUTE"": 816, ""MEMORY"": 696, ""DATASET"": 192, ""API_CREDITS"": 384}","{""COMPUTE"": 1.2993630573248407, ""MEMORY"": 1.3009345794392524, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.3016949152542372}",0,0,622
homogeneous__moderate,homogeneous,,moderate,2399665203,joint_ces,CES,382fe0c47747982e,426251ef6d3d7d7e,True,optimal,False,0.875,42.0,0.875,42.0,0.875,0.875,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.9713574097135741,0.9713574097135741,46,0.007462963655684263,6,"{""COMPUTE"": 628, ""MEMORY"": 535, ""DATASET"": 148, ""API_CREDITS"": 295}","{""COMPUTE"": 816, ""MEMORY"": 696, ""DATASET"": 192, ""API_CREDITS"": 384}","{""COMPUTE"": 1.2993630573248407, ""MEMORY"": 1.3009345794392524, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.3016949152542372}",0,0,651
homogeneous__moderate,homogeneous,,moderate,2399665203,joint_leontief,LEONTIEF,382fe0c47747982e,426251ef6d3d7d7e,True,optimal,False,0.875,42.0,0.875,42.0,0.875,0.875,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.9713574097135741,0.9713574097135741,46,0.007462963655684263,6,"{""COMPUTE"": 628, ""MEMORY"": 535, ""DATASET"": 148, ""API_CREDITS"": 295}","{""COMPUTE"": 816, ""MEMORY"": 696, ""DATASET"": 192, ""API_CREDITS"": 384}","{""COMPUTE"": 1.2993630573248407, ""MEMORY"": 1.3009345794392524, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.3016949152542372}",0,0,640
homogeneous__high,homogeneous,,high,2399665203,equal,none,382fe0c47747982e,1aa58e6ed7ae85cf,True,equal,False,0.75,36.0,0.75,36.0,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.9398907103825137,0.9398907103825137,66,0.0,12,"{""COMPUTE"": 429, ""MEMORY"": 366, ""DATASET"": 101, ""API_CREDITS"": 202}","{""COMPUTE"": 816, ""MEMORY"": 696, ""DATASET"": 192, ""API_CREDITS"": 384}","{""COMPUTE"": 1.902097902097902, ""MEMORY"": 1.901639344262295, ""DATASET"": 1.900990099009901, ""API_CREDITS"": 1.900990099009901}",0,0,0
homogeneous__high,homogeneous,,high,2399665203,drf,none,382fe0c47747982e,1aa58e6ed7ae85cf,True,drf,False,0.75,36.0,0.75,36.0,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.9398907103825137,0.9398907103825137,66,0.0,12,"{""COMPUTE"": 429, ""MEMORY"": 366, ""DATASET"": 101, ""API_CREDITS"": 202}","{""COMPUTE"": 816, ""MEMORY"": 696, ""DATASET"": 192, ""API_CREDITS"": 384}","{""COMPUTE"": 1.902097902097902, ""MEMORY"": 1.901639344262295, ""DATASET"": 1.900990099009901, ""API_CREDITS"": 1.900990099009901}",0,0,0
homogeneous__high,homogeneous,,high,2399665203,decomposed_cobb_douglas,COBB_DOUGLAS,382fe0c47747982e,1aa58e6ed7ae85cf,True,decomposed_cobb_douglas,False,0.75,36.0,0.75,36.0,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.9398907103825137,0.9398907103825137,66,0.0,12,"{""COMPUTE"": 429, ""MEMORY"": 366, ""DATASET"": 101, ""API_CREDITS"": 202}","{""COMPUTE"": 816, ""MEMORY"": 696, ""DATASET"": 192, ""API_CREDITS"": 384}","{""COMPUTE"": 1.902097902097902, ""MEMORY"": 1.901639344262295, ""DATASET"": 1.900990099009901, ""API_CREDITS"": 1.900990099009901}",0,0,0
homogeneous__high,homogeneous,,high,2399665203,joint_linear,LINEAR,382fe0c47747982e,1aa58e6ed7ae85cf,True,optimal,False,0.75,36.0,0.75,36.0,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.9398907103825137,0.9398907103825137,66,0.01093946219181016,12,"{""COMPUTE"": 429, ""MEMORY"": 366, ""DATASET"": 101, ""API_CREDITS"": 202}","{""COMPUTE"": 816, ""MEMORY"": 696, ""DATASET"": 192, ""API_CREDITS"": 384}","{""COMPUTE"": 1.902097902097902, ""MEMORY"": 1.901639344262295, ""DATASET"": 1.900990099009901, ""API_CREDITS"": 1.900990099009901}",0,0,644
homogeneous__high,homogeneous,,high,2399665203,joint_cobb_douglas,COBB_DOUGLAS,382fe0c47747982e,1aa58e6ed7ae85cf,True,optimal,False,0.75,36.0,0.75,36.0,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.9398907103825137,0.9398907103825137,66,0.0,12,"{""COMPUTE"": 429, ""MEMORY"": 366, ""DATASET"": 101, ""API_CREDITS"": 202}","{""COMPUTE"": 816, ""MEMORY"": 696, ""DATASET"": 192, ""API_CREDITS"": 384}","{""COMPUTE"": 1.902097902097902, ""MEMORY"": 1.901639344262295, ""DATASET"": 1.900990099009901, ""API_CREDITS"": 1.900990099009901}",0,0,679
homogeneous__high,homogeneous,,high,2399665203,joint_ces,CES,382fe0c47747982e,1aa58e6ed7ae85cf,True,optimal,False,0.75,36.0,0.75,36.0,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.9398907103825137,0.9398907103825137,66,0.01093946219181016,12,"{""COMPUTE"": 429, ""MEMORY"": 366, ""DATASET"": 101, ""API_CREDITS"": 202}","{""COMPUTE"": 816, ""MEMORY"": 696, ""DATASET"": 192, ""API_CREDITS"": 384}","{""COMPUTE"": 1.902097902097902, ""MEMORY"": 1.901639344262295, ""DATASET"": 1.900990099009901, ""API_CREDITS"": 1.900990099009901}",0,0,689
homogeneous__high,homogeneous,,high,2399665203,joint_leontief,LEONTIEF,382fe0c47747982e,1aa58e6ed7ae85cf,True,optimal,False,0.75,36.0,0.75,36.0,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.9398907103825137,0.9398907103825137,66,0.009112854777285379,12,"{""COMPUTE"": 429, ""MEMORY"": 366, ""DATASET"": 101, ""API_CREDITS"": 202}","{""COMPUTE"": 816, ""MEMORY"": 696, ""DATASET"": 192, ""API_CREDITS"": 384}","{""COMPUTE"": 1.902097902097902, ""MEMORY"": 1.901639344262295, ""DATASET"": 1.900990099009901, ""API_CREDITS"": 1.900990099009901}",0,0,648
homogeneous__moderate,homogeneous,,moderate,1220504476,equal,none,743df70040499301,e6f465da336ca3f6,True,equal,False,0.75,36.0,0.75,36.0,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.9275993467610234,0.9275993467610234,133,0.0,12,"{""COMPUTE"": 729, ""MEMORY"": 614, ""DATASET"": 185, ""API_CREDITS"": 309}","{""COMPUTE"": 948, ""MEMORY"": 798, ""DATASET"": 240, ""API_CREDITS"": 402}","{""COMPUTE"": 1.300411522633745, ""MEMORY"": 1.299674267100977, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.3009708737864079}",0,0,0
homogeneous__moderate,homogeneous,,moderate,1220504476,drf,none,743df70040499301,e6f465da336ca3f6,True,drf,False,0.75,36.0,0.75,36.0,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.9275993467610234,0.9286103542234332,131,0.0010875736285572352,12,"{""COMPUTE"": 729, ""MEMORY"": 614, ""DATASET"": 185, ""API_CREDITS"": 309}","{""COMPUTE"": 948, ""MEMORY"": 798, ""DATASET"": 240, ""API_CREDITS"": 402}","{""COMPUTE"": 1.300411522633745, ""MEMORY"": 1.299674267100977, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.3009708737864079}",0,0,0
homogeneous__moderate,homogeneous,,moderate,1220504476,decomposed_cobb_douglas,COBB_DOUGLAS,743df70040499301,e6f465da336ca3f6,True,decomposed_cobb_douglas,False,0.75,36.0,0.75,36.0,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.9275993467610234,0.9275993467610234,133,0.0,12,"{""COMPUTE"": 729, ""MEMORY"": 614, ""DATASET"": 185, ""API_CREDITS"": 309}","{""COMPUTE"": 948, ""MEMORY"": 798, ""DATASET"": 240, ""API_CREDITS"": 402}","{""COMPUTE"": 1.300411522633745, ""MEMORY"": 1.299674267100977, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.3009708737864079}",0,0,0
homogeneous__moderate,homogeneous,,moderate,1220504476,joint_linear,LINEAR,743df70040499301,e6f465da336ca3f6,True,optimal,False,0.75,36.0,0.75,36.0,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.9275993467610234,0.9275993467610234,133,0.007611253004110349,12,"{""COMPUTE"": 729, ""MEMORY"": 614, ""DATASET"": 185, ""API_CREDITS"": 309}","{""COMPUTE"": 948, ""MEMORY"": 798, ""DATASET"": 240, ""API_CREDITS"": 402}","{""COMPUTE"": 1.300411522633745, ""MEMORY"": 1.299674267100977, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.3009708737864079}",0,0,724
homogeneous__moderate,homogeneous,,moderate,1220504476,joint_cobb_douglas,COBB_DOUGLAS,743df70040499301,e6f465da336ca3f6,True,optimal,False,0.75,36.0,0.75,36.0,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.9275993467610234,0.9275993467610234,133,0.0021751472571144704,12,"{""COMPUTE"": 729, ""MEMORY"": 614, ""DATASET"": 185, ""API_CREDITS"": 309}","{""COMPUTE"": 948, ""MEMORY"": 798, ""DATASET"": 240, ""API_CREDITS"": 402}","{""COMPUTE"": 1.300411522633745, ""MEMORY"": 1.299674267100977, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.3009708737864079}",0,0,627
homogeneous__moderate,homogeneous,,moderate,1220504476,joint_ces,CES,743df70040499301,e6f465da336ca3f6,True,optimal,False,0.75,36.0,0.75,36.0,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.9275993467610234,0.9275993467610234,133,0.009798843108562681,12,"{""COMPUTE"": 729, ""MEMORY"": 614, ""DATASET"": 185, ""API_CREDITS"": 309}","{""COMPUTE"": 948, ""MEMORY"": 798, ""DATASET"": 240, ""API_CREDITS"": 402}","{""COMPUTE"": 1.300411522633745, ""MEMORY"": 1.299674267100977, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.3009708737864079}",0,0,670
homogeneous__moderate,homogeneous,,moderate,1220504476,joint_leontief,LEONTIEF,743df70040499301,e6f465da336ca3f6,True,optimal,False,0.75,36.0,0.75,36.0,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.9275993467610234,0.9275993467610234,133,0.007611253004110349,12,"{""COMPUTE"": 729, ""MEMORY"": 614, ""DATASET"": 185, ""API_CREDITS"": 309}","{""COMPUTE"": 948, ""MEMORY"": 798, ""DATASET"": 240, ""API_CREDITS"": 402}","{""COMPUTE"": 1.300411522633745, ""MEMORY"": 1.299674267100977, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.3009708737864079}",0,0,678
homogeneous__high,homogeneous,,high,1220504476,equal,none,743df70040499301,d9546753b21ab7a0,True,equal,False,0.625,30.0,0.625,30.0,0.625,0.625,0.625,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.9355608591885441,0.9355608591885441,81,0.0,18,"{""COMPUTE"": 499, ""MEMORY"": 420, ""DATASET"": 126, ""API_CREDITS"": 212}","{""COMPUTE"": 948, ""MEMORY"": 798, ""DATASET"": 240, ""API_CREDITS"": 402}","{""COMPUTE"": 1.8997995991983967, ""MEMORY"": 1.9, ""DATASET"": 1.9047619047619047, ""API_CREDITS"": 1.8962264150943395}",0,0,0
homogeneous__high,homogeneous,,high,1220504476,drf,none,743df70040499301,d9546753b21ab7a0,True,drf,False,0.625,30.0,0.625,30.0,0.625,0.625,0.625,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.9355608591885441,0.937799043062201,78,0.002380988375001845,18,"{""COMPUTE"": 499, ""MEMORY"": 420, ""DATASET"": 126, ""API_CREDITS"": 212}","{""COMPUTE"": 948, ""MEMORY"": 798, ""DATASET"": 240, ""API_CREDITS"": 402}","{""COMPUTE"": 1.8997995991983967, ""MEMORY"": 1.9, ""DATASET"": 1.9047619047619047, ""API_CREDITS"": 1.8962264150943395}",0,0,0
homogeneous__high,homogeneous,,high,1220504476,decomposed_cobb_douglas,COBB_DOUGLAS,743df70040499301,d9546753b21ab7a0,True,decomposed_cobb_douglas,False,0.625,30.0,0.625,30.0,0.625,0.625,0.625,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.9355608591885441,0.9355608591885441,81,0.0,18,"{""COMPUTE"": 499, ""MEMORY"": 420, ""DATASET"": 126, ""API_CREDITS"": 212}","{""COMPUTE"": 948, ""MEMORY"": 798, ""DATASET"": 240, ""API_CREDITS"": 402}","{""COMPUTE"": 1.8997995991983967, ""MEMORY"": 1.9, ""DATASET"": 1.9047619047619047, ""API_CREDITS"": 1.8962264150943395}",0,0,0
homogeneous__high,homogeneous,,high,1220504476,joint_linear,LINEAR,743df70040499301,d9546753b21ab7a0,True,optimal,False,0.625,30.0,0.625,30.0,0.625,0.625,0.625,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.9355608591885441,0.9355608591885441,81,0.004765774122222114,18,"{""COMPUTE"": 499, ""MEMORY"": 420, ""DATASET"": 126, ""API_CREDITS"": 212}","{""COMPUTE"": 948, ""MEMORY"": 798, ""DATASET"": 240, ""API_CREDITS"": 402}","{""COMPUTE"": 1.8997995991983967, ""MEMORY"": 1.9, ""DATASET"": 1.9047619047619047, ""API_CREDITS"": 1.8962264150943395}",0,0,632
homogeneous__high,homogeneous,,high,1220504476,joint_cobb_douglas,COBB_DOUGLAS,743df70040499301,d9546753b21ab7a0,True,optimal,False,0.625,30.0,0.625,30.0,0.625,0.625,0.625,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.9355608591885441,0.9355608591885441,81,0.0015873375813510511,18,"{""COMPUTE"": 499, ""MEMORY"": 420, ""DATASET"": 126, ""API_CREDITS"": 212}","{""COMPUTE"": 948, ""MEMORY"": 798, ""DATASET"": 240, ""API_CREDITS"": 402}","{""COMPUTE"": 1.8997995991983967, ""MEMORY"": 1.9, ""DATASET"": 1.9047619047619047, ""API_CREDITS"": 1.8962264150943395}",0,0,653
homogeneous__high,homogeneous,,high,1220504476,joint_ces,CES,743df70040499301,d9546753b21ab7a0,True,optimal,False,0.625,30.0,0.625,30.0,0.625,0.625,0.625,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.9355608591885441,0.9355608591885441,81,0.004765774122222114,18,"{""COMPUTE"": 499, ""MEMORY"": 420, ""DATASET"": 126, ""API_CREDITS"": 212}","{""COMPUTE"": 948, ""MEMORY"": 798, ""DATASET"": 240, ""API_CREDITS"": 402}","{""COMPUTE"": 1.8997995991983967, ""MEMORY"": 1.9, ""DATASET"": 1.9047619047619047, ""API_CREDITS"": 1.8962264150943395}",0,0,630
homogeneous__high,homogeneous,,high,1220504476,joint_leontief,LEONTIEF,743df70040499301,d9546753b21ab7a0,True,optimal,False,0.625,30.0,0.625,30.0,0.625,0.625,0.625,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.9355608591885441,0.9355608591885441,81,0.004765774122222114,18,"{""COMPUTE"": 499, ""MEMORY"": 420, ""DATASET"": 126, ""API_CREDITS"": 212}","{""COMPUTE"": 948, ""MEMORY"": 798, ""DATASET"": 240, ""API_CREDITS"": 402}","{""COMPUTE"": 1.8997995991983967, ""MEMORY"": 1.9, ""DATASET"": 1.9047619047619047, ""API_CREDITS"": 1.8962264150943395}",0,0,637
homogeneous__moderate,homogeneous,,moderate,3267176518,equal,none,a20801809d14e78a,58a457267021855a,True,equal,False,0.875,42.0,0.875,42.0,0.875,0.875,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.9693174702567313,0.9693174702567313,49,0.0,6,"{""COMPUTE"": 637, ""MEMORY"": 531, ""DATASET"": 111, ""API_CREDITS"": 318}","{""COMPUTE"": 828, ""MEMORY"": 690, ""DATASET"": 144, ""API_CREDITS"": 414}","{""COMPUTE"": 1.2998430141287285, ""MEMORY"": 1.2994350282485876, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.3018867924528301}",0,0,0
homogeneous__moderate,homogeneous,,moderate,3267176518,drf,none,a20801809d14e78a,58a457267021855a,True,drf,False,0.875,42.0,0.875,42.0,0.875,0.875,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.9693174702567313,0.9705329153605016,47,0.0012461102726070024,6,"{""COMPUTE"": 637, ""MEMORY"": 531, ""DATASET"": 111, ""API_CREDITS"": 318}","{""COMPUTE"": 828, ""MEMORY"": 690, ""DATASET"": 144, ""API_CREDITS"": 414}","{""COMPUTE"": 1.2998430141287285, ""MEMORY"": 1.2994350282485876, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.3018867924528301}",0,0,0
homogeneous__moderate,homogeneous,,moderate,3267176518,decomposed_cobb_douglas,COBB_DOUGLAS,a20801809d14e78a,58a457267021855a,True,decomposed_cobb_douglas,False,0.875,42.0,0.875,42.0,0.875,0.875,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.9693174702567313,0.9693174702567313,49,0.0,6,"{""COMPUTE"": 637, ""MEMORY"": 531, ""DATASET"": 111, ""API_CREDITS"": 318}","{""COMPUTE"": 828, ""MEMORY"": 690, ""DATASET"": 144, ""API_CREDITS"": 414}","{""COMPUTE"": 1.2998430141287285, ""MEMORY"": 1.2994350282485876, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.3018867924528301}",0,0,0
homogeneous__moderate,homogeneous,,moderate,3267176518,joint_linear,LINEAR,a20801809d14e78a,58a457267021855a,True,optimal,False,0.875,42.0,0.875,42.0,0.875,0.875,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.9693174702567313,0.9693174702567313,49,0.008765066266434767,6,"{""COMPUTE"": 637, ""MEMORY"": 531, ""DATASET"": 111, ""API_CREDITS"": 318}","{""COMPUTE"": 828, ""MEMORY"": 690, ""DATASET"": 144, ""API_CREDITS"": 414}","{""COMPUTE"": 1.2998430141287285, ""MEMORY"": 1.2994350282485876, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.3018867924528301}",0,0,639
homogeneous__moderate,homogeneous,,moderate,3267176518,joint_cobb_douglas,COBB_DOUGLAS,a20801809d14e78a,58a457267021855a,True,optimal,False,0.875,42.0,0.875,42.0,0.875,0.875,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.9693174702567313,0.9693174702567313,49,0.003750082180434131,6,"{""COMPUTE"": 637, ""MEMORY"": 531, ""DATASET"": 111, ""API_CREDITS"": 318}","{""COMPUTE"": 828, ""MEMORY"": 690, ""DATASET"": 144, ""API_CREDITS"": 414}","{""COMPUTE"": 1.2998430141287285, ""MEMORY"": 1.2994350282485876, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.3018867924528301}",0,0,672
homogeneous__moderate,homogeneous,,moderate,3267176518,joint_ces,CES,a20801809d14e78a,58a457267021855a,True,optimal,False,0.875,42.0,0.875,42.0,0.875,0.875,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.9693174702567313,0.9693174702567313,49,0.008765066266434767,6,"{""COMPUTE"": 637, ""MEMORY"": 531, ""DATASET"": 111, ""API_CREDITS"": 318}","{""COMPUTE"": 828, ""MEMORY"": 690, ""DATASET"": 144, ""API_CREDITS"": 414}","{""COMPUTE"": 1.2998430141287285, ""MEMORY"": 1.2994350282485876, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.3018867924528301}",0,0,755
homogeneous__moderate,homogeneous,,moderate,3267176518,joint_leontief,LEONTIEF,a20801809d14e78a,58a457267021855a,True,optimal,False,0.875,42.0,0.875,42.0,0.875,0.875,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.9693174702567313,0.9693174702567313,49,0.006254054088261258,6,"{""COMPUTE"": 637, ""MEMORY"": 531, ""DATASET"": 111, ""API_CREDITS"": 318}","{""COMPUTE"": 828, ""MEMORY"": 690, ""DATASET"": 144, ""API_CREDITS"": 414}","{""COMPUTE"": 1.2998430141287285, ""MEMORY"": 1.2994350282485876, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.3018867924528301}",0,0,669
homogeneous__high,homogeneous,,high,3267176518,equal,none,a20801809d14e78a,7f35297d02d45f6f,True,equal,False,0.75,36.0,0.75,36.0,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.9332113449222323,0.9332113449222323,73,0.0,12,"{""COMPUTE"": 436, ""MEMORY"": 363, ""DATASET"": 76, ""API_CREDITS"": 218}","{""COMPUTE"": 828, ""MEMORY"": 690, ""DATASET"": 144, ""API_CREDITS"": 414}","{""COMPUTE"": 1.8990825688073394, ""MEMORY"": 1.9008264462809918, ""DATASET"": 1.894736842105263, ""API_CREDITS"": 1.8990825688073394}",0,0,0
homogeneous__high,homogeneous,,high,3267176518,drf,none,a20801809d14e78a,7f35297d02d45f6f,True,drf,False,0.75,36.0,0.75,36.0,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.9332113449222323,0.9332113449222323,73,0.0,12,"{""COMPUTE"": 436, ""MEMORY"": 363, ""DATASET"": 76, ""API_CREDITS"": 218}","{""COMPUTE"": 828, ""MEMORY"": 690, ""DATASET"": 144, ""API_CREDITS"": 414}","{""COMPUTE"": 1.8990825688073394, ""MEMORY"": 1.9008264462809918, ""DATASET"": 1.894736842105263, ""API_CREDITS"": 1.8990825688073394}",0,0,0
homogeneous__high,homogeneous,,high,3267176518,decomposed_cobb_douglas,COBB_DOUGLAS,a20801809d14e78a,7f35297d02d45f6f,True,decomposed_cobb_douglas,False,0.75,36.0,0.75,36.0,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.9332113449222323,0.9332113449222323,73,0.0,12,"{""COMPUTE"": 436, ""MEMORY"": 363, ""DATASET"": 76, ""API_CREDITS"": 218}","{""COMPUTE"": 828, ""MEMORY"": 690, ""DATASET"": 144, ""API_CREDITS"": 414}","{""COMPUTE"": 1.8990825688073394, ""MEMORY"": 1.9008264462809918, ""DATASET"": 1.894736842105263, ""API_CREDITS"": 1.8990825688073394}",0,0,0
homogeneous__high,homogeneous,,high,3267176518,joint_linear,LINEAR,a20801809d14e78a,7f35297d02d45f6f,True,optimal,False,0.75,36.0,0.75,36.0,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.9332113449222323,0.9332113449222323,73,0.014618255085111822,12,"{""COMPUTE"": 436, ""MEMORY"": 363, ""DATASET"": 76, ""API_CREDITS"": 218}","{""COMPUTE"": 828, ""MEMORY"": 690, ""DATASET"": 144, ""API_CREDITS"": 414}","{""COMPUTE"": 1.8990825688073394, ""MEMORY"": 1.9008264462809918, ""DATASET"": 1.894736842105263, ""API_CREDITS"": 1.8990825688073394}",0,0,666
homogeneous__high,homogeneous,,high,3267176518,joint_cobb_douglas,COBB_DOUGLAS,a20801809d14e78a,7f35297d02d45f6f,True,optimal,False,0.75,36.0,0.75,36.0,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.9332113449222323,0.9332113449222323,73,0.003648266941210633,12,"{""COMPUTE"": 436, ""MEMORY"": 363, ""DATASET"": 76, ""API_CREDITS"": 218}","{""COMPUTE"": 828, ""MEMORY"": 690, ""DATASET"": 144, ""API_CREDITS"": 414}","{""COMPUTE"": 1.8990825688073394, ""MEMORY"": 1.9008264462809918, ""DATASET"": 1.894736842105263, ""API_CREDITS"": 1.8990825688073394}",0,0,677
