cell,regime,contention,seed,arm,solver_status,feasible,fallback_used,queue_order_completion_mean,queue_order_tasks_per_run,best_subset_completion_mean,best_subset_tasks_per_run,frac_zero_qo,frac_zero_bs,capacity_utilization,unused_installed_total,capacity_violation,bound_violation,alloc_latency_ms
dirichlet_0.1__high,dirichlet_0.1,high,2429613199,independent_bundle_maxmin,preinstalled,True,False,0.5416666666666666,26.0,0.5416666666666666,26.0,0.0,0.0,0.8546365914786967,232,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2429613199,separable_leontief_relaxation,preinstalled,True,False,0.5208333333333334,25.0,0.5208333333333334,25.0,0.0,0.0,0.8759398496240601,198,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2450099792,central_joint_leontief,optimal,True,False,0.4583333333333333,22.0,0.4583333333333333,22.0,0.0,0.0,0.8751814223512336,85,0,0,635
dirichlet_0.1__high,dirichlet_0.1,high,2450099792,distributed_price_leontief,preinstalled,True,False,0.4583333333333333,22.0,0.4583333333333333,22.0,0.0,0.0,0.8751814223512336,86,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2450099792,drf,drf,True,False,0.4375,21.0,0.4375,21.0,0.0,0.0,0.8403483309143687,89,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2450099792,equal,equal,True,False,0.3958333333333333,19.0,0.3958333333333333,19.0,0.0,0.0,0.7343976777939042,183,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2450099792,independent_bundle_maxmin,preinstalled,True,False,0.4583333333333333,22.0,0.4583333333333333,22.0,0.0,0.0,0.8751814223512336,86,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2450099792,separable_leontief_relaxation,preinstalled,True,False,0.3958333333333333,19.0,0.3958333333333333,19.0,0.0,0.0,0.7343976777939042,183,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2458392116,central_joint_leontief,optimal,True,False,0.5416666666666666,26.0,0.5416666666666666,26.0,0.0,0.0,0.8868458274398868,152,0,0,625
dirichlet_0.1__high,dirichlet_0.1,high,2458392116,distributed_price_leontief,preinstalled,True,False,0.5416666666666666,26.0,0.5416666666666666,26.0,0.0,0.0,0.8868458274398868,160,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2458392116,drf,drf,True,False,0.5625,27.0,0.5625,27.0,0.0,0.0,0.8267326732673267,183,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2458392116,equal,equal,True,False,0.5416666666666666,26.0,0.5416666666666666,26.0,0.0,0.0,0.8543140028288543,206,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2458392116,independent_bundle_maxmin,preinstalled,True,False,0.5416666666666666,26.0,0.5416666666666666,26.0,0.0,0.0,0.9080622347949081,130,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2458392116,separable_leontief_relaxation,preinstalled,True,False,0.5416666666666666,26.0,0.5416666666666666,26.0,0.0,0.0,0.8543140028288543,206,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2463410529,central_joint_leontief,optimal,True,False,0.5416666666666666,26.0,0.5416666666666666,26.0,0.0,0.0,0.936141304347826,94,0,0,615
dirichlet_0.1__high,dirichlet_0.1,high,2463410529,distributed_price_leontief,preinstalled,True,False,0.5416666666666666,26.0,0.5416666666666666,26.0,0.0,0.0,0.951766304347826,71,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2463410529,drf,drf,True,False,0.5416666666666666,26.0,0.5833333333333334,28.0,0.0,0.0,0.9633152173913043,40,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2463410529,equal,equal,True,False,0.5416666666666666,26.0,0.5416666666666666,26.0,0.0,0.0,0.9436141304347826,83,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2463410529,independent_bundle_maxmin,preinstalled,True,False,0.5625,27.0,0.5625,27.0,0.0,0.0,0.9402173913043478,88,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2463410529,separable_leontief_relaxation,preinstalled,True,False,0.5416666666666666,26.0,0.5416666666666666,26.0,0.0,0.0,0.9436141304347826,83,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2464146756,central_joint_leontief,optimal,True,False,0.5,24.0,0.5625,27.0,0.0,0.0,0.9233480176211454,86,0,0,630
dirichlet_0.1__high,dirichlet_0.1,high,2464146756,distributed_price_leontief,preinstalled,True,False,0.5,24.0,0.5625,27.0,0.0,0.0,0.9233480176211454,87,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2464146756,drf,drf,True,False,0.4375,21.0,0.4791666666666667,23.0,0.0,0.0,0.8722466960352423,138,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2464146756,equal,equal,True,False,0.4166666666666667,20.0,0.4375,21.0,0.0,0.0,0.8105726872246696,215,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2464146756,independent_bundle_maxmin,preinstalled,True,False,0.4375,21.0,0.4375,21.0,0.0,0.0,0.7612334801762115,271,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2464146756,separable_leontief_relaxation,preinstalled,True,False,0.4166666666666667,20.0,0.4375,21.0,0.0,0.0,0.8105726872246696,215,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2501632677,central_joint_leontief,optimal,True,False,0.5833333333333334,28.0,0.5833333333333334,28.0,0.0,0.0,0.946159936658749,67,0,0,639
dirichlet_0.1__high,dirichlet_0.1,high,2501632677,distributed_price_leontief,preinstalled,True,False,0.5833333333333334,28.0,0.5833333333333334,28.0,0.0,0.0,0.946159936658749,68,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2501632677,drf,drf,True,False,0.5625,27.0,0.5625,27.0,0.0,0.0,0.9247822644497229,54,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2501632677,equal,equal,True,False,0.5,24.0,0.5,24.0,0.0,0.0,0.8044338875692795,247,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2501632677,independent_bundle_maxmin,preinstalled,True,False,0.5625,27.0,0.5625,27.0,0.0,0.0,0.7885985748218527,267,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2501632677,separable_leontief_relaxation,preinstalled,True,False,0.5,24.0,0.5,24.0,0.0,0.0,0.8044338875692795,247,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2503513465,central_joint_leontief,optimal,True,False,0.5208333333333334,25.0,0.5208333333333334,25.0,0.0,0.0,0.8863478863478863,163,0,0,649
dirichlet_0.1__high,dirichlet_0.1,high,2503513465,distributed_price_leontief,preinstalled,True,False,0.5208333333333334,25.0,0.5208333333333334,25.0,0.0,0.0,0.8863478863478863,164,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2503513465,drf,drf,True,False,0.5208333333333334,25.0,0.5208333333333334,25.0,0.0,0.0,0.8898128898128899,124,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2503513465,equal,equal,True,False,0.5,24.0,0.5,24.0,0.0,0.0,0.8773388773388774,177,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2503513465,independent_bundle_maxmin,preinstalled,True,False,0.5208333333333334,25.0,0.5208333333333334,25.0,0.0,0.0,0.8925848925848926,155,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2503513465,separable_leontief_relaxation,preinstalled,True,False,0.5,24.0,0.5,24.0,0.0,0.0,0.8773388773388774,177,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2508126195,central_joint_leontief,optimal,True,False,0.5416666666666666,26.0,0.5416666666666666,26.0,0.0,0.0,0.9496964440589766,57,0,0,620
dirichlet_0.1__high,dirichlet_0.1,high,2508126195,distributed_price_leontief,preinstalled,True,False,0.5416666666666666,26.0,0.5416666666666666,26.0,0.0,0.0,0.9496964440589766,58,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2508126195,drf,drf,True,False,0.4791666666666667,23.0,0.4791666666666667,23.0,0.0,0.0,0.8785776235906332,129,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2508126195,equal,equal,True,False,0.4166666666666667,20.0,0.4375,21.0,0.0,0.0,0.8196010407632264,208,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2508126195,independent_bundle_maxmin,preinstalled,True,False,0.4791666666666667,23.0,0.4791666666666667,23.0,0.0,0.0,0.8039895923677364,226,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2508126195,separable_leontief_relaxation,preinstalled,True,False,0.4166666666666667,20.0,0.4375,21.0,0.0,0.0,0.8196010407632264,208,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2524586228,central_joint_leontief,optimal,True,False,0.5,24.0,0.5,24.0,0.0,0.0,0.9469469469469469,53,0,0,656
dirichlet_0.1__high,dirichlet_0.1,high,2524586228,distributed_price_leontief,preinstalled,True,False,0.5,24.0,0.5,24.0,0.0,0.0,0.9469469469469469,53,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2524586228,drf,drf,True,False,0.4375,21.0,0.4375,21.0,0.0,0.0,0.8698698698698699,80,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2524586228,equal,equal,True,False,0.4166666666666667,20.0,0.4375,21.0,0.0,0.0,0.7787787787787788,221,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2524586228,independent_bundle_maxmin,preinstalled,True,False,0.4375,21.0,0.4375,21.0,0.0,0.0,0.8268268268268268,173,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2524586228,separable_leontief_relaxation,preinstalled,True,False,0.4166666666666667,20.0,0.4375,21.0,0.0,0.0,0.7787787787787788,221,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2526189608,central_joint_leontief,optimal,True,False,0.5,24.0,0.5625,27.0,0.0,0.0,0.8433079434167573,144,0,0,627
dirichlet_0.1__high,dirichlet_0.1,high,2526189608,distributed_price_leontief,preinstalled,True,False,0.5,24.0,0.5625,27.0,0.0,0.0,0.8433079434167573,144,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2526189608,drf,drf,True,False,0.4166666666666667,20.0,0.4583333333333333,22.0,0.0,0.0,0.6659412404787813,178,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2526189608,equal,equal,True,False,0.4375,21.0,0.4375,21.0,0.0,0.0,0.7421109902067464,237,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2526189608,independent_bundle_maxmin,preinstalled,True,False,0.5416666666666666,26.0,0.5416666666666666,26.0,0.0,0.0,0.8291621327529923,157,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2526189608,separable_leontief_relaxation,preinstalled,True,False,0.4375,21.0,0.4375,21.0,0.0,0.0,0.7421109902067464,237,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2566648724,central_joint_leontief,optimal,True,False,0.5,24.0,0.5,24.0,0.0,0.0,0.8302300109529025,155,0,0,628
dirichlet_0.1__high,dirichlet_0.1,high,2566648724,distributed_price_leontief,preinstalled,True,False,0.5,24.0,0.5,24.0,0.0,0.0,0.8302300109529025,155,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2566648724,drf,drf,True,False,0.4583333333333333,22.0,0.4583333333333333,22.0,0.0,0.0,0.7973713033953997,120,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2566648724,equal,equal,True,False,0.4791666666666667,23.0,0.4791666666666667,23.0,0.0,0.0,0.7886089813800657,193,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2566648724,independent_bundle_maxmin,preinstalled,True,False,0.5208333333333334,25.0,0.5208333333333334,25.0,0.0,0.0,0.8313253012048193,154,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2566648724,separable_leontief_relaxation,preinstalled,True,False,0.4791666666666667,23.0,0.4791666666666667,23.0,0.0,0.0,0.7886089813800657,193,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2568720644,central_joint_leontief,optimal,True,False,0.4583333333333333,22.0,0.4791666666666667,23.0,0.0,0.0,0.8466947960618847,109,0,0,642
dirichlet_0.1__high,dirichlet_0.1,high,2568720644,distributed_price_leontief,preinstalled,True,False,0.4583333333333333,22.0,0.4791666666666667,23.0,0.0,0.0,0.8466947960618847,109,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2568720644,drf,drf,True,False,0.4791666666666667,23.0,0.4791666666666667,23.0,0.16666666666666666,0.16666666666666666,0.8438818565400844,73,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2568720644,equal,equal,True,False,0.4375,21.0,0.4583333333333333,22.0,0.0,0.0,0.8129395218002813,133,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2568720644,independent_bundle_maxmin,preinstalled,True,False,0.4375,21.0,0.4583333333333333,22.0,0.0,0.0,0.8776371308016878,87,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2568720644,separable_leontief_relaxation,preinstalled,True,False,0.4375,21.0,0.4583333333333333,22.0,0.0,0.0,0.8129395218002813,133,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2577147738,central_joint_leontief,optimal,True,False,0.5208333333333334,25.0,0.5416666666666666,26.0,0.0,0.0,0.9171122994652406,93,0,0,636
dirichlet_0.1__high,dirichlet_0.1,high,2577147738,distributed_price_leontief,preinstalled,True,False,0.5208333333333334,25.0,0.5416666666666666,26.0,0.0,0.0,0.9171122994652406,93,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2577147738,drf,drf,True,False,0.5,24.0,0.5,24.0,0.0,0.0,0.9144385026737968,60,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2577147738,equal,equal,True,False,0.5,24.0,0.5208333333333334,25.0,0.0,0.0,0.9206773618538324,89,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2577147738,independent_bundle_maxmin,preinstalled,True,False,0.5,24.0,0.5208333333333334,25.0,0.0,0.0,0.8885918003565062,125,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2577147738,separable_leontief_relaxation,preinstalled,True,False,0.5,24.0,0.5208333333333334,25.0,0.0,0.0,0.9206773618538324,89,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2598968052,central_joint_leontief,optimal,True,False,0.5416666666666666,26.0,0.5833333333333334,28.0,0.0,0.0,0.8913260219341974,109,0,0,627
dirichlet_0.1__high,dirichlet_0.1,high,2598968052,distributed_price_leontief,preinstalled,True,False,0.5416666666666666,26.0,0.5833333333333334,28.0,0.0,0.0,0.8913260219341974,109,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2598968052,drf,drf,True,False,0.4583333333333333,22.0,0.5,24.0,0.0,0.0,0.8095712861415753,173,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2598968052,equal,equal,True,False,0.4791666666666667,23.0,0.4791666666666667,23.0,0.0,0.0,0.752741774675972,248,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2598968052,independent_bundle_maxmin,preinstalled,True,False,0.5208333333333334,25.0,0.5208333333333334,25.0,0.0,0.0,0.8265204386839482,174,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2598968052,separable_leontief_relaxation,preinstalled,True,False,0.4791666666666667,23.0,0.4791666666666667,23.0,0.0,0.0,0.752741774675972,248,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2600011987,central_joint_leontief,optimal,True,False,0.5,24.0,0.5208333333333334,25.0,0.0,0.0,0.8812217194570136,105,0,0,625
dirichlet_0.1__high,dirichlet_0.1,high,2600011987,distributed_price_leontief,preinstalled,True,False,0.5,24.0,0.5208333333333334,25.0,0.0,0.0,0.8812217194570136,105,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2600011987,drf,drf,True,False,0.5,24.0,0.5,24.0,0.0,0.0,0.8642533936651584,96,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2600011987,equal,equal,True,False,0.4166666666666667,20.0,0.4583333333333333,22.0,0.0,0.0,0.7952488687782805,181,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2600011987,independent_bundle_maxmin,preinstalled,True,False,0.5,24.0,0.5208333333333334,25.0,0.0,0.0,0.8574660633484162,126,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2600011987,separable_leontief_relaxation,preinstalled,True,False,0.4166666666666667,20.0,0.4583333333333333,22.0,0.0,0.0,0.7952488687782805,181,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2652099947,central_joint_leontief,optimal,True,False,0.5416666666666666,26.0,0.5833333333333334,28.0,0.0,0.0,0.9234042553191489,89,0,0,642
dirichlet_0.1__high,dirichlet_0.1,high,2652099947,distributed_price_leontief,preinstalled,True,False,0.5416666666666666,26.0,0.5833333333333334,28.0,0.0,0.0,0.9234042553191489,90,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2652099947,drf,drf,True,False,0.5208333333333334,25.0,0.5416666666666666,26.0,0.0,0.0,0.8791489361702127,102,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2652099947,equal,equal,True,False,0.4791666666666667,23.0,0.5208333333333334,25.0,0.0,0.0,0.8774468085106383,144,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2652099947,independent_bundle_maxmin,preinstalled,True,False,0.5416666666666666,26.0,0.5833333333333334,28.0,0.0,0.0,0.9234042553191489,90,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2652099947,separable_leontief_relaxation,preinstalled,True,False,0.4791666666666667,23.0,0.5208333333333334,25.0,0.0,0.0,0.8774468085106383,144,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2677882682,central_joint_leontief,optimal,True,False,0.5625,27.0,0.5625,27.0,0.0,0.0,0.929471032745592,110,0,0,627
dirichlet_0.1__high,dirichlet_0.1,high,2677882682,distributed_price_leontief,preinstalled,True,False,0.5625,27.0,0.5625,27.0,0.0,0.0,0.929471032745592,112,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2677882682,drf,drf,True,False,0.5,24.0,0.5,24.0,0.0,0.0,0.9370277078085643,86,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2677882682,equal,equal,True,False,0.4583333333333333,22.0,0.4583333333333333,22.0,0.0,0.0,0.8816120906801007,188,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2677882682,independent_bundle_maxmin,preinstalled,True,False,0.5,24.0,0.5,24.0,0.0,0.0,0.8822418136020151,187,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2677882682,separable_leontief_relaxation,preinstalled,True,False,0.4583333333333333,22.0,0.4583333333333333,22.0,0.0,0.0,0.8816120906801007,188,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2714253060,central_joint_leontief,optimal,True,False,0.6041666666666666,29.0,0.6458333333333334,31.0,0.0,0.0,0.8813229571984436,122,0,0,625
dirichlet_0.1__high,dirichlet_0.1,high,2714253060,distributed_price_leontief,preinstalled,True,False,0.6041666666666666,29.0,0.6458333333333334,31.0,0.0,0.0,0.8813229571984436,122,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2714253060,drf,drf,True,False,0.5208333333333334,25.0,0.5416666666666666,26.0,0.0,0.0,0.8190661478599222,138,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2714253060,equal,equal,True,False,0.4791666666666667,23.0,0.5208333333333334,25.0,0.0,0.0,0.7529182879377432,254,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2714253060,independent_bundle_maxmin,preinstalled,True,False,0.6041666666666666,29.0,0.6458333333333334,31.0,0.0,0.0,0.8813229571984436,122,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2714253060,separable_leontief_relaxation,preinstalled,True,False,0.4791666666666667,23.0,0.5208333333333334,25.0,0.0,0.0,0.7529182879377432,254,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2730197715,central_joint_leontief,optimal,True,False,0.6041666666666666,29.0,0.6041666666666666,29.0,0.0,0.0,0.8456725755995829,148,0,0,634
dirichlet_0.1__high,dirichlet_0.1,high,2730197715,distributed_price_leontief,preinstalled,True,False,0.6041666666666666,29.0,0.6041666666666666,29.0,0.0,0.0,0.8456725755995829,148,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2730197715,drf,drf,True,False,0.4791666666666667,23.0,0.4791666666666667,23.0,0.0,0.0,0.7111574556830031,223,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2730197715,equal,equal,True,False,0.5,24.0,0.5,24.0,0.0,0.0,0.6913451511991658,296,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2730197715,independent_bundle_maxmin,preinstalled,True,False,0.5625,27.0,0.5625,27.0,0.0,0.0,0.7695516162669447,221,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2730197715,separable_leontief_relaxation,preinstalled,True,False,0.5,24.0,0.5,24.0,0.0,0.0,0.6913451511991658,296,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2735928750,central_joint_leontief,optimal,True,False,0.5,24.0,0.5,24.0,0.0,0.0,0.9402102496714849,90,0,0,620
dirichlet_0.1__high,dirichlet_0.1,high,2735928750,distributed_price_leontief,preinstalled,True,False,0.5,24.0,0.5,24.0,0.0,0.0,0.9402102496714849,91,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2735928750,drf,drf,True,False,0.5208333333333334,25.0,0.5208333333333334,25.0,0.0,0.0,0.911957950065703,86,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2735928750,equal,equal,True,False,0.4375,21.0,0.4375,21.0,0.0,0.0,0.8837056504599211,177,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2735928750,independent_bundle_maxmin,preinstalled,True,False,0.5416666666666666,26.0,0.5416666666666666,26.0,0.0,0.0,0.9296977660972404,107,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2735928750,separable_leontief_relaxation,preinstalled,True,False,0.4375,21.0,0.4375,21.0,0.0,0.0,0.8837056504599211,177,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2736850591,central_joint_leontief,optimal,True,False,0.6041666666666666,29.0,0.625,30.0,0.0,0.0,0.9220257234726688,97,0,0,635
dirichlet_0.1__high,dirichlet_0.1,high,2736850591,distributed_price_leontief,preinstalled,True,False,0.6041666666666666,29.0,0.625,30.0,0.0,0.0,0.9220257234726688,97,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2736850591,drf,drf,True,False,0.5416666666666666,26.0,0.5416666666666666,26.0,0.0,0.0,0.882636655948553,103,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2736850591,equal,equal,True,False,0.5,24.0,0.5208333333333334,25.0,0.0,0.0,0.862540192926045,171,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2736850591,independent_bundle_maxmin,preinstalled,True,False,0.6458333333333334,31.0,0.6458333333333334,31.0,0.0,0.0,0.8906752411575563,136,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2736850591,separable_leontief_relaxation,preinstalled,True,False,0.5,24.0,0.5208333333333334,25.0,0.0,0.0,0.862540192926045,171,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2792985194,central_joint_leontief,optimal,True,False,0.5208333333333334,25.0,0.5208333333333334,25.0,0.0,0.0,0.8876967095851216,156,0,0,613
dirichlet_0.1__high,dirichlet_0.1,high,2792985194,distributed_price_leontief,preinstalled,True,False,0.5,24.0,0.5,24.0,0.0,0.0,0.869098712446352,183,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2792985194,drf,drf,True,False,0.5208333333333334,25.0,0.5208333333333334,25.0,0.0,0.0,0.9070100143061517,109,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2792985194,equal,equal,True,False,0.4375,21.0,0.4375,21.0,0.0,0.0,0.8590844062947067,197,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2792985194,independent_bundle_maxmin,preinstalled,True,False,0.5208333333333334,25.0,0.5208333333333334,25.0,0.0,0.0,0.8884120171673819,156,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2792985194,separable_leontief_relaxation,preinstalled,True,False,0.4375,21.0,0.4375,21.0,0.0,0.0,0.8590844062947067,197,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2810498306,central_joint_leontief,optimal,True,False,0.5625,27.0,0.5625,27.0,0.0,0.0,0.8636363636363636,132,0,0,634
dirichlet_0.1__high,dirichlet_0.1,high,2810498306,distributed_price_leontief,preinstalled,True,False,0.5625,27.0,0.5625,27.0,0.0,0.0,0.8636363636363636,132,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2810498306,drf,drf,True,False,0.5,24.0,0.5,24.0,0.0,0.0,0.9039256198347108,62,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2810498306,equal,equal,True,False,0.5,24.0,0.5208333333333334,25.0,0.0,0.0,0.7892561983471075,204,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2810498306,independent_bundle_maxmin,preinstalled,True,False,0.5416666666666666,26.0,0.5416666666666666,26.0,0.0,0.0,0.8388429752066116,156,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2810498306,separable_leontief_relaxation,preinstalled,True,False,0.5,24.0,0.5208333333333334,25.0,0.0,0.0,0.7892561983471075,204,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2817000645,central_joint_leontief,optimal,True,False,0.6458333333333334,31.0,0.6458333333333334,31.0,0.0,0.0,0.9364548494983278,75,0,0,660
dirichlet_0.1__high,dirichlet_0.1,high,2817000645,distributed_price_leontief,preinstalled,True,False,0.6458333333333334,31.0,0.6458333333333334,31.0,0.0,0.0,0.9364548494983278,76,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2817000645,drf,drf,True,False,0.5208333333333334,25.0,0.5208333333333334,25.0,0.0,0.0,0.8545150501672241,105,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2817000645,equal,equal,True,False,0.5,24.0,0.5208333333333334,25.0,0.0,0.0,0.8444816053511706,186,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2817000645,independent_bundle_maxmin,preinstalled,True,False,0.6458333333333334,31.0,0.6458333333333334,31.0,0.0,0.0,0.9364548494983278,76,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2817000645,separable_leontief_relaxation,preinstalled,True,False,0.5,24.0,0.5208333333333334,25.0,0.0,0.0,0.8444816053511706,186,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2825972968,central_joint_leontief,optimal,True,False,0.5416666666666666,26.0,0.5625,27.0,0.0,0.0,0.9457092819614711,89,0,0,654
dirichlet_0.1__high,dirichlet_0.1,high,2825972968,distributed_price_leontief,preinstalled,True,False,0.5416666666666666,26.0,0.5625,27.0,0.0,0.0,0.9457092819614711,93,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2825972968,drf,drf,True,False,0.5416666666666666,26.0,0.5416666666666666,26.0,0.0,0.0,0.9042615294804437,127,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2825972968,equal,equal,True,False,0.5,24.0,0.5208333333333334,25.0,0.0,0.0,0.9387040280210157,105,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2825972968,independent_bundle_maxmin,preinstalled,True,False,0.5208333333333334,25.0,0.5208333333333334,25.0,0.0,0.0,0.9346176298890835,112,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2825972968,separable_leontief_relaxation,preinstalled,True,False,0.5,24.0,0.5208333333333334,25.0,0.0,0.0,0.9387040280210157,105,0,0,0
dirichlet_0.1__high,dirichlet_0.1,high,2843249206,central_joint_leontief,optimal,True,False,0.6041666666666666,29.0,0.6041666666666666,29.0,0.0,0.0,0.9339098208770846,97,0,0,627
dirichlet_0.1__high,dirichlet_0.1,high,2843249206,distributed_price_leontief,preinstalled,True,False,0.6041666666666666,29.0,0.6041666666666666,29.0,0.0,0.0,0.9339098208770846,107,0,0,0
