cell,contention,seed,central_status,central_objective,distributed_objective,rel_obj_gap,distributed_converged,iterations,message_count,runtime_ms,capacity_residual,bound_residual,primal_residual,dual_residual,cont_alloc_l1_norm,cont_alloc_linf,installed_alloc_l1_norm,installed_alloc_linf,installed_outcome_disagreements,technically_valid
dirichlet_0.1__high,high,759882551,optimal,334.6823059382243,334.6819400667427,1.0931903931821205e-06,True,8000,80000,431,9.999894245993346e-10,0.0,9.999894245993346e-10,2.2371642928843095e-20,0.00037911831338913215,0.20444659529942388,0.0035087719298245615,1.0,0,True
dirichlet_0.1__high,high,815481791,optimal,312.2932844381349,312.2932045141319,2.5592610207090877e-07,True,8000,80000,415,9.999894245993346e-10,0.0,9.999894245993346e-10,0.0,0.0009910990381924352,0.24254727729429248,0.0036463081130355514,1.0,0,True
dirichlet_0.1__high,high,817137978,optimal,322.72354896238613,322.7235114223536,1.1632256967001585e-07,True,8000,80000,421,9.999894245993346e-10,0.0,9.999894245993346e-10,1.1648241569837707e-28,0.0011139365228374476,0.469758210062146,0.0007633587786259542,1.0,0,True
dirichlet_0.1__high,high,817397877,optimal,309.7118728963858,309.71171469399667,5.108050512772561e-07,True,8000,80000,417,9.999610028899042e-10,0.0,9.999610028899042e-10,7.726926093670605e-21,0.0022955558539067963,1.6847299094959283,0.004757373929590866,2.0,0,True
dirichlet_0.1__high,high,820796292,optimal,329.76985119962796,329.7698512779106,2.373857190517338e-10,True,1798,17980,94,4.473577064345591e-11,0.0,4.473577064345591e-11,2.237929876409764e-28,0.0072831892356819096,1.7332890143139714,0.00851900393184797,2.0,0,True
dirichlet_0.1__high,high,836948274,optimal,290.86367560553094,290.8636759100829,1.0470608752233619e-09,True,8000,80000,414,9.999894245993346e-10,0.0,9.999894245993346e-10,0.0,0.001273177697889673,0.23315012229721788,0.0012970168612191958,1.0,0,True
dirichlet_0.1__high,high,850954452,optimal,317.7328679526407,317.7322541536133,1.931808412846335e-06,True,8000,80000,430,9.999894245993346e-10,0.0,9.999894245993346e-10,0.0,0.0015762238540952412,0.483976291605666,0.0016542597187758478,1.0,0,True
dirichlet_0.1__high,high,874361190,optimal,308.65740259728403,308.6574027948844,6.401931122869317e-10,True,2179,21790,109,8.355982572538778e-12,0.0,8.355982572538778e-12,0.0,0.004761208644692986,2.7585454302430765,0.006653992395437262,3.0,0,True
dirichlet_0.1__high,high,892263153,optimal,317.5125551274832,317.51252371571627,9.893078693478681e-08,True,8000,80000,426,9.999894245993346e-10,0.0,9.999894245993346e-10,0.0,0.0026019387620689993,0.8353996321404935,0.0032626427406199023,1.0,0,True
dirichlet_0.1__high,high,930016503,optimal,317.51399206829456,317.5139923345125,8.384448352909662e-10,True,8000,80000,420,9.999894245993346e-10,0.0,9.999894245993346e-10,0.0,0.0016130668243162618,0.5019422600975245,0.0008278145695364238,1.0,0,True
dirichlet_0.1__high,high,935504160,optimal,303.5200237935375,303.52002175445847,6.718103880343866e-09,True,8000,80000,408,9.999894245993346e-10,0.0,9.999894245993346e-10,0.0,0.0008891688938727635,0.1959009747338598,0.0031512605042016808,1.0,0,True
dirichlet_0.1__high,high,952458876,optimal,331.3174208632453,331.3174209398006,2.31063468018733e-10,True,8000,80000,536,9.999894245993346e-10,0.0,9.999894245993346e-10,0.0,0.0034143537522825103,1.4389092386422426,0.0032679738562091504,2.0,0,True
dirichlet_0.1__high,high,952822154,optimal,342.1880879552293,342.18808815982914,5.979162385417967e-10,True,3263,32630,172,2.637534635141492e-11,0.0,2.637534635141492e-11,0.0,0.002859345884299294,1.0226033616574384,0.004347826086956522,2.0,1,True
dirichlet_0.1__high,high,955270347,optimal,296.3336004986011,296.33360084797175,1.1789776095385253e-09,True,8000,80000,416,9.999894245993346e-10,0.0,9.999894245993346e-10,1.6829511565723431e-18,0.000695041938464107,0.10471243371713257,0.002380952380952381,1.0,1,True
dirichlet_0.1__high,high,967298099,optimal,312.8415205367311,312.8415208172082,8.965470373699354e-10,True,2718,27180,140,1.2846612662542611e-11,0.0,1.2846612662542611e-11,0.0,0.004009120882901541,1.1388134893384994,0.00709849157054126,1.0,0,True
dirichlet_0.1__high,high,984930118,optimal,305.2687254185249,305.2687256992056,9.194544717990289e-10,True,8000,80000,414,5.431388672150206e-11,0.0,5.431388672150206e-11,1.4491262432552486e-27,0.0013860205480989447,0.25335785939513755,0.0010121457489878543,1.0,0,True
dirichlet_0.1__high,high,996168124,optimal,315.12109779769276,315.12109801224454,6.808550464165868e-10,True,2245,22450,120,1.1482370609883219e-11,0.0,1.1482370609883219e-11,0.0,0.00518053754814818,0.9779281404677675,0.008416220351951033,2.0,1,True
dirichlet_0.1__high,high,999012690,optimal,298.2251190460206,298.22511927043763,7.525087845466669e-10,True,8000,80000,425,9.999894245993346e-10,0.0,9.999894245993346e-10,3.634479007301155e-23,0.003842249635561378,1.0422406741034038,0.006586169045005488,1.0,0,True
dirichlet_0.1__high,high,1032888065,optimal,321.9085891256704,321.9078810475035,2.1996249581841316e-06,True,8000,80000,412,9.999325811804738e-10,0.0,9.999325811804738e-10,9.833723221539313e-18,0.0019194166613499435,0.6170294128671046,0.005430566330488751,1.0,0,True
dirichlet_0.1__high,high,1039704879,optimal,310.43815350287446,310.43815368771686,5.954242549903728e-10,True,8000,80000,413,9.999894245993346e-10,0.0,9.999894245993346e-10,0.0,0.0015732741429019576,0.9812998747220192,0.002819548872180451,2.0,0,True
dirichlet_0.1__high,high,1050570396,optimal,312.3707978826142,312.3707981212488,7.639465203239326e-10,True,2141,21410,108,1.8246737454319373e-11,0.0,1.8246737454319373e-11,0.0,0.00810820860657968,4.954249398252433,0.013250883392226149,4.0,0,True
dirichlet_0.1__high,high,1087495274,optimal,307.8951180525328,307.8951111104035,2.2547058664359137e-08,True,8000,80000,410,9.999325811804738e-10,0.0,9.999325811804738e-10,8.292115480898314e-18,0.0026266789744075524,0.5249492938968077,0.005819592628516004,1.0,2,True
dirichlet_0.1__high,high,1102475274,optimal,322.7568403886792,322.7568405308404,4.4045908984202425e-10,True,3082,30820,158,1.830358087318018e-11,0.0,1.830358087318018e-11,2.1210230918211945e-28,0.006167797882795235,2.327777489642912,0.0074682598954443615,3.0,1,True
dirichlet_0.1__high,high,1133305872,optimal,325.7045332514114,325.7045257799323,2.2939438582956984e-08,True,8000,80000,420,9.999894245993346e-10,0.0,9.999894245993346e-10,0.0,0.0014592203580766519,0.5216724419414618,0.000727802037845706,1.0,0,True
dirichlet_0.1__high,high,1143766233,optimal,315.4155114761268,315.41551174919556,8.657428873597137e-10,True,6381,63810,444,1.750777300912887e-11,0.0,1.750777300912887e-11,5.940632366984246e-15,0.0018427038028273675,0.4940420674737318,0.001713796058269066,1.0,0,True
dirichlet_0.1__high,high,1154336374,optimal,339.68443541790407,339.68443564274446,6.619096084330934e-10,True,5967,59670,316,1.1311840353300795e-11,0.0,1.1311840353300795e-11,1.9500315218115956e-28,0.003606639278359692,0.9339241743211701,0.005113636363636364,1.0,0,True
dirichlet_0.1__high,high,1169070121,optimal,329.60867641902115,329.60867688992624,1.4286792987785368e-09,True,7787,77870,419,3.183231456205249e-11,0.0,3.183231456205249e-11,1.8175200334874957e-15,0.003035017920952474,0.875702613456923,0.0032851511169513796,1.0,0,True
dirichlet_0.1__high,high,1187549093,optimal,305.68482712066196,305.6824897056373,7.646486895297925e-06,True,8000,80000,419,9.999894245993346e-10,0.0,9.999894245993346e-10,0.0,0.0063972516550381215,1.0603411620341987,0.005928853754940711,1.0,0,True
dirichlet_0.1__high,high,1221630303,optimal,317.71693545916594,317.7169358151452,1.120428907765527e-09,True,7862,78620,410,9.777068044058979e-12,0.0,9.777068044058979e-12,4.099484436638815e-15,0.0021749541284817628,0.5281985944503163,0.0024855012427506215,1.0,0,True
dirichlet_0.1__high,high,1221963468,optimal,310.35701202562325,310.35701251160987,1.5658954018394095e-09,True,8000,80000,420,9.999894245993346e-10,0.0,9.999894245993346e-10,3.4003399176660985e-24,0.000865946685017045,0.12800142535715242,0.0018433179723502304,1.0,0,True
dirichlet_0.1__high,high,1244412151,optimal,293.75224436680026,293.75224458996684,7.597102136446795e-10,True,7148,71480,369,2.7569058147491887e-12,0.0,2.7569058147491887e-12,0.0,0.0016126001396534013,0.33831984376224966,0.006053268765133172,1.0,0,True
dirichlet_0.1__high,high,1244924414,optimal,322.0919412267674,322.09064600174804,4.0212897423912295e-06,True,8000,80000,559,9.999894245993346e-10,0.0,9.999894245993346e-10,1.1233877245218976e-28,0.002797405417354219,0.3817665928543583,0.005409582689335394,1.0,0,True
dirichlet_0.1__high,high,1254323997,optimal,326.05946021757273,326.0594603601155,4.3716803657094294e-10,True,8000,80000,434,9.999894245993346e-10,0.0,9.999894245993346e-10,6.981531891373765e-26,0.0018024184370780548,0.4492280804928157,0.0007147962830593281,1.0,0,True
dirichlet_0.1__high,high,1281609490,optimal,321.6229747230268,321.62297485358624,4.0593941549364927e-10,True,8000,80000,407,9.999894245993346e-10,0.0,9.999894245993346e-10,2.631639762074445e-28,0.00507370285124496,5.299253016411392,0.007722007722007722,6.0,0,True
dirichlet_0.1__high,high,1282977363,optimal,312.0212249850597,312.02122543337924,1.4368239017924803e-09,True,8000,80000,423,9.999894245993346e-10,0.0,9.999894245993346e-10,4.38132205700049e-26,0.000793651559749972,0.183921116339838,0.0018315018315018315,1.0,0,True
dirichlet_0.1__high,high,1312657306,optimal,323.0305419344702,323.02962407829114,2.841391323436852e-06,True,8000,80000,419,9.999894245993346e-10,0.0,9.999894245993346e-10,2.390586528939058e-18,0.0025014232828126305,0.3883290347790336,0.0030534351145038168,1.0,1,True
dirichlet_0.1__high,high,1314235930,optimal,321.15047603334875,321.15047621972724,5.80346285890474e-10,True,2461,24610,128,1.5006662579253316e-11,0.0,1.5006662579253316e-11,0.0,0.006079083431146645,1.1954766252580669,0.007633587786259542,2.0,0,True
dirichlet_0.1__high,high,1321161991,optimal,314.4202633087252,314.42026373647667,1.3604449039957138e-09,True,5126,51260,357,2.6830093702301383e-11,0.0,2.6830093702301383e-11,7.682219738643137e-15,0.0033218792196611285,0.6625573570355012,0.001718213058419244,1.0,0,True
dirichlet_0.1__high,high,1390795802,optimal,306.06816364933303,306.0681638203024,5.58599006033852e-10,True,5031,50310,260,4.831690603168681e-12,0.0,4.831690603168681e-12,0.0,0.0024454382518658657,0.5892601550345624,0.00597609561752988,1.0,1,True
dirichlet_0.1__high,high,1401482818,optimal,298.6749515928228,298.6748695209059,2.747867422827312e-07,True,8000,80000,431,9.999894245993346e-10,0.0,9.999894245993346e-10,0.0,0.0003382294779670857,0.0701155717002564,0.0,0.0,0,True
dirichlet_0.1__high,high,1401766844,optimal,303.8523339078105,303.8523340433719,4.461424867501579e-10,True,5028,50280,259,3.808509063674137e-12,0.0,3.808509063674137e-12,0.0,0.0015987721176350612,0.26292231430568336,0.001037344398340249,1.0,0,True
dirichlet_0.1__high,high,1460916399,optimal,326.12116825341263,326.1211686729093,1.2863214181742694e-09,True,8000,80000,427,8.540723683836404e-10,0.0,8.540723683836404e-10,7.423824696834521e-14,0.0015425338065163615,0.46502265077438665,0.0007173601147776184,1.0,0,True
dirichlet_0.1__high,high,1485902931,optimal,321.7099708905334,321.70997126374994,1.1601025295056999e-09,True,7344,73440,381,6.536993168992922e-12,0.0,6.536993168992922e-12,0.0,0.0030855049282032337,1.351655186435071,0.005388760585065435,1.0,1,True
dirichlet_0.1__high,high,1558010803,optimal,319.78930581613315,319.78930597922823,5.10007925799073e-10,True,8000,80000,425,9.999894245993346e-10,0.0,9.999894245993346e-10,0.0,0.002876498419120834,0.7528217824055918,0.0007818608287724785,1.0,0,True
dirichlet_0.1__high,high,1565117557,optimal,325.5594390060412,325.5594393632634,1.0972563973649844e-09,True,7432,74320,402,2.8421709430404007e-11,0.0,2.8421709430404007e-11,3.067572277985861e-15,0.0036527179349266302,0.8769010951766489,0.004098360655737705,1.0,0,True
dirichlet_0.1__high,high,1569126949,optimal,323.08657400280225,323.0865738825192,3.722935937660432e-10,True,8000,80000,425,9.999894245993346e-10,0.0,9.999894245993346e-10,2.389881229187856e-25,0.0023656123057279,1.1884940146207335,0.003785011355034065,2.0,1,True
dirichlet_0.1__high,high,1570946556,optimal,315.6675527476436,315.6675529989236,7.96027420966229e-10,True,5126,51260,263,4.490630090003833e-12,0.0,4.490630090003833e-12,0.0,0.0035306454314603993,1.6236686667092641,0.009251471825063078,2.0,2,True
dirichlet_0.1__high,high,1586776797,optimal,334.0044220795522,334.0044222220568,4.266547561375758e-10,True,8000,80000,416,4.035882739117369e-11,0.0,4.035882739117369e-11,3.6734327968971107e-28,0.0012636915343644548,0.8053159389673965,0.0025252525252525255,1.0,0,True
dirichlet_0.1__high,high,1671186386,optimal,313.1873777873868,313.1873782142345,1.3629147331239237e-09,True,8000,80000,551,9.999894245993346e-10,0.0,9.999894245993346e-10,0.0,0.0015927281071553153,0.3280562994418901,0.0008880994671403197,1.0,0,True
dirichlet_0.1__high,high,1727465094,optimal,292.8917263905353,292.8917239871397,8.20574775578013e-09,True,8000,80000,424,1.0000036354540498e-09,0.0,1.0000036354540498e-09,0.0,0.0005951535753623681,0.1506042259539484,0.002509410288582183,1.0,0,True
dirichlet_0.1__high,high,1730566430,optimal,309.2440046487222,309.24398984482787,4.7871241136734517e-08,True,8000,80000,418,9.999325811804738e-10,0.0,9.999325811804738e-10,1.1757221127946373e-22,0.002286270584520063,1.1710558982279338,0.006692160611854685,2.0,0,True
dirichlet_0.1__high,high,1741845543,optimal,324.32923657857555,324.3285332399443,2.1685946005353716e-06,True,8000,80000,428,9.999894245993346e-10,0.0,9.999894245993346e-10,0.0,0.0025895955635662506,0.5317703369057085,0.002225519287833828,1.0,0,True
dirichlet_0.1__high,high,1773063828,optimal,325.8336684344024,325.8334978018767,5.236798471452472e-07,True,8000,80000,417,9.999894245993346e-10,0.0,9.999894245993346e-10,4.553528671941891e-18,0.0011641273136928506,0.301297936852464,0.000725689404934688,1.0,0,True
dirichlet_0.1__high,high,1783677345,optimal,324.92268144450594,324.9226614251682,6.161262011793387e-08,True,8000,80000,420,9.999894245993346e-10,0.0,9.999894245993346e-10,0.0,0.0013187321049117078,0.4894511587601258,0.002207505518763797,1.0,1,True
dirichlet_0.1__high,high,1788325787,optimal,310.9633112226121,310.9610766779319,7.18587884671992e-06,True,8000,80000,425,9.999894245993346e-10,0.0,9.999894245993346e-10,0.0,0.004846424068249527,0.635049849022522,0.007220216606498195,1.0,0,True
dirichlet_0.1__high,high,1798126248,optimal,324.2672613044612,324.26726195116424,1.9943519006647455e-09,True,7003,70030,372,1.9895196601282805e-11,0.0,1.9895196601282805e-11,5.427990218702883e-15,0.001246060895396353,0.35613942837661394,0.0007412898443291327,1.0,0,True
dirichlet_0.1__high,high,1812991878,optimal,305.1497482884552,305.14974862193264,1.092832068284476e-09,True,8000,80000,422,9.999894245993346e-10,0.0,9.999894245993346e-10,0.0,0.00276486627967089,0.6218723468465299,0.005982053838484547,1.0,0,True
dirichlet_0.1__high,high,1879903616,optimal,312.90534962518285,312.905350070073,1.4218041786589076e-09,True,8000,80000,418,2.518163455533795e-10,0.0,2.518163455533795e-10,0.0,0.0032051830357282787,0.8004433487848122,0.0044014084507042256,1.0,1,True
dirichlet_0.1__high,high,1968360483,optimal,323.77838488386374,323.77838530160585,1.2902100145680252e-09,True,2626,26260,185,2.1032064978498966e-11,0.0,2.1032064978498966e-11,0.0,0.00535941341043128,1.1671546518390556,0.007320644216691069,2.0,1,True
dirichlet_0.1__high,high,1969315355,optimal,326.93699691467964,326.9369971636193,7.614301012254544e-10,True,4221,42210,221,1.0118128557223827e-11,0.0,1.0118128557223827e-11,0.0,0.0045157296861434194,1.380165376740873,0.0056179775280898875,1.0,1,True
dirichlet_0.1__high,high,2027057364,optimal,294.9101680712645,294.91016824777034,5.985072176422731e-10,True,8000,80000,427,4.3665693283401197e-10,0.0,4.3665693283401197e-10,0.0,0.0006522967162786066,0.11372407871709811,0.0,0.0,0,True
dirichlet_0.1__high,high,2053772871,optimal,309.70291453135764,309.7028827222967,1.027083035066413e-07,True,8000,80000,422,9.999894245993346e-10,0.0,9.999894245993346e-10,3.0486388468190737e-18,0.0006790148767710676,0.22823225256896507,0.0,0.0,0,True
dirichlet_0.1__high,high,2062822218,optimal,318.49823938531705,318.49823946944673,2.6414488557874837e-10,True,8000,80000,434,9.999894245993346e-10,0.0,9.999894245993346e-10,0.0,0.0021809382765661965,0.866289749913804,0.003257328990228013,1.0,0,True
dirichlet_0.1__high,high,2068762575,optimal,303.23934074411767,303.23933632548255,1.4571444139953037e-08,True,8000,80000,424,9.999894245993346e-10,0.0,9.999894245993346e-10,2.0595441616234787e-28,0.0023511868098256964,0.46433023664312856,0.004119464469618949,1.0,0,True
dirichlet_0.1__high,high,2090014340,optimal,322.74312556304744,322.7431261673888,1.872515113808462e-09,True,6642,66420,348,2.0691004465334117e-11,0.0,2.0691004465334117e-11,5.375873198561274e-16,0.0035256473937653244,0.9391984005975118,0.00586940572267058,1.0,0,True
dirichlet_0.1__high,high,2104367538,optimal,334.27195188838266,334.27195217004186,8.426049380079962e-10,True,6841,68410,378,1.318767317570746e-11,0.0,1.318767317570746e-11,0.0,0.002678618258633387,0.8208797750370103,0.005021971123666039,1.0,0,True
dirichlet_0.1__high,high,2143652743,optimal,322.3333092513435,322.33330872194006,1.6424100012647508e-09,True,8000,80000,431,9.999894245993346e-10,0.0,9.999894245993346e-10,0.0,0.001704295718385984,0.8534498331351008,0.0030211480362537764,1.0,0,True
dirichlet_0.1__high,high,2159859472,optimal,309.70005202028733,309.7000523605331,1.0986300267719292e-09,True,8000,80000,410,9.999894245993346e-10,0.0,9.999894245993346e-10,0.0,0.0017038801314361702,0.38530024293922427,0.001885014137606032,1.0,0,True
dirichlet_0.1__high,high,2187540509,optimal,327.67227227442675,327.67227254823075,8.356032182577709e-10,True,5565,55650,291,1.1368683772161603e-11,0.0,1.1368683772161603e-11,1.923635156034112e-28,0.003869204648388615,2.242199505255961,0.0048375950241879755,2.0,0,True
dirichlet_0.1__high,high,2212622024,optimal,329.6214732568259,329.62147376947115,1.555254477038058e-09,True,8000,80000,426,3.5436187317827716e-10,0.0,3.5436187317827716e-10,0.0,0.003149525048817847,0.9502522873550703,0.00261437908496732,1.0,0,True
dirichlet_0.1__high,high,2222055010,optimal,289.1865187998065,289.18650480577213,4.83910329555105e-08,True,8000,80000,424,9.999894245993346e-10,0.0,9.999894245993346e-10,0.0,0.0003005907279118399,0.0412352946285246,0.0,0.0,0,True
dirichlet_0.1__high,high,2225355892,optimal,294.93297657695575,294.93297667572153,3.3487534177242643e-10,True,3263,32630,173,4.121147867408581e-12,0.0,4.121147867408581e-12,0.0,0.0019876582067360014,0.36760743579948496,0.0024096385542168677,1.0,0,True
dirichlet_0.1__high,high,2268749908,optimal,313.659378978885,313.6593746743528,1.3723588298729598e-08,True,8000,80000,413,9.999894245993346e-10,0.0,9.999894245993346e-10,0.0,0.0007617559171796398,0.19960913142666392,0.0,0.0,0,True
dirichlet_0.1__high,high,2269193850,optimal,288.23393020451323,288.23393043452205,7.979935689444374e-10,True,8000,80000,406,5.064748620497994e-11,0.0,5.064748620497994e-11,1.5793340081880667e-27,0.0010107830092787196,0.11235944277839138,0.0027137042062415195,1.0,0,True
dirichlet_0.1__high,high,2321257153,optimal,307.24964946863827,307.2496496153822,4.776049628816285e-10,True,8000,80000,413,9.999894245993346e-10,0.0,9.999894245993346e-10,7.187329663531803e-27,0.0008144534049097863,0.16598673642255068,0.0038948393378773127,1.0,0,True
dirichlet_0.1__high,high,2367693741,optimal,307.2694384373891,307.269438863401,1.3864439885412e-09,True,3985,39850,201,9.15179043659009e-12,0.0,9.15179043659009e-12,2.0558493358067688e-14,0.0018335251170259654,0.2870402477520031,0.001941747572815534,1.0,0,True
dirichlet_0.1__high,high,2379132744,optimal,319.65709478087024,319.6570949834629,6.337812506332932e-10,True,8000,80000,416,9.999894245993346e-10,0.0,9.999894245993346e-10,0.0,0.0015972611646254673,0.6203142921997093,0.002377179080824089,1.0,0,True
dirichlet_0.1__high,high,2399786552,optimal,322.3219134233277,322.3219039607186,2.935763508460162e-08,True,8000,80000,423,9.999894245993346e-10,0.0,9.999894245993346e-10,3.5124801352805315e-23,0.0010179439494434146,0.2672817737986506,0.0023112480739599386,1.0,0,True
dirichlet_0.1__high,high,2417511538,optimal,284.5026628840989,284.50266328582757,1.4120382473444978e-09,True,7561,75610,396,7.531752999057062e-13,0.0,7.531752999057062e-13,0.0,0.0010036744675225042,0.2026285829180523,0.0028776978417266188,1.0,0,True
dirichlet_0.1__high,high,2429613199,optimal,330.6297386618557,330.6288628735308,2.648849218569929e-06,True,8000,80000,438,9.999894245993346e-10,0.0,9.999894245993346e-10,0.0,0.000394380988912409,0.17851616120559655,0.002506265664160401,1.0,0,True
dirichlet_0.1__high,high,2450099792,optimal,284.27556219337475,284.275562544665,1.2357383893390564e-09,True,8000,80000,426,9.999894245993346e-10,0.0,9.999894245993346e-10,0.0,0.0010906456436675141,0.1687405565770561,0.0014534883720930232,1.0,0,True
dirichlet_0.1__high,high,2458392116,optimal,325.79602177979336,325.7960220484262,8.245430508274037e-10,True,3650,36500,190,1.8530954548623413e-11,0.0,1.8530954548623413e-11,0.0,0.0055854489997582656,1.8135927165072605,0.007112375533428165,2.0,0,True
dirichlet_0.1__high,high,2463410529,optimal,329.6844602225009,329.68371956142465,2.2465756370078006e-06,True,8000,80000,560,9.999894245993346e-10,0.0,9.999894245993346e-10,0.0,0.003564888056271067,0.5589171542070943,0.005434782608695652,1.0,0,True
dirichlet_0.1__high,high,2464146756,optimal,311.6510782206025,311.6510783755208,4.970888254911249e-10,True,8000,80000,419,3.228706191293895e-11,0.0,3.228706191293895e-11,0.0,0.004359632013669673,0.955162290198146,0.004409171075837742,1.0,0,True
dirichlet_0.1__high,high,2501632677,optimal,319.38330210751286,319.3832941740493,2.4839944705822336e-08,True,8000,80000,418,9.999894245993346e-10,0.0,9.999894245993346e-10,0.0,0.00271092367112994,0.7957449841647701,0.0071315372424722665,1.0,2,True
dirichlet_0.1__high,high,2503513465,optimal,328.20352032770205,328.20352059088293,8.018831714333396e-10,True,8000,80000,561,9.999894245993346e-10,0.0,9.999894245993346e-10,0.0,0.001557959287730536,0.8872701293795089,0.0048543689320388345,1.0,0,True
dirichlet_0.1__high,high,2508126195,optimal,313.5268009346633,313.5268015594005,1.9926117806304194e-09,True,8000,80000,418,9.999894245993346e-10,0.0,9.999894245993346e-10,1.488047614157278e-28,0.002705402477706455,0.8435099679906557,0.0026041666666666665,1.0,0,True
dirichlet_0.1__high,high,2524586228,optimal,305.3573090428447,305.3571852217529,4.0549575243034125e-07,True,8000,80000,410,9.999894245993346e-10,0.0,9.999894245993346e-10,1.1188431483468709e-19,0.0002646347854591004,0.04739795618311016,0.002002002002002002,1.0,0,True
dirichlet_0.1__high,high,2526189608,optimal,300.07032364277006,300.07032388015404,7.910944646344953e-10,True,8000,80000,426,9.999894245993346e-10,0.0,9.999894245993346e-10,0.0,0.002455264525742341,0.6946110601494411,0.002176278563656148,1.0,0,True
dirichlet_0.1__high,high,2566648724,optimal,300.88800948870164,300.8880097462287,8.558900809089299e-10,True,8000,80000,418,4.190781055513071e-10,0.0,4.190781055513071e-10,0.0,0.0007298558416472512,0.13236001820064303,0.0,0.0,0,True
dirichlet_0.1__high,high,2568720644,optimal,285.85253134701577,285.85253174622795,1.396566899126413e-09,True,8000,80000,535,6.281197784119286e-12,0.0,6.281197784119286e-12,3.7331933023278105e-28,0.0009897800698006661,0.16793353845266523,0.0028129395218002813,1.0,0,True
dirichlet_0.1__high,high,2577147738,optimal,313.10833271145424,313.1083257402302,2.2264575216956307e-08,True,8000,80000,413,9.999894245993346e-10,0.0,9.999894245993346e-10,0.0,0.0003632152825128125,0.06376978832096825,0.0017825311942959,1.0,0,True
dirichlet_0.1__high,high,2598968052,optimal,305.55323072331305,305.5532309113891,6.155263270938179e-10,True,8000,80000,427,9.999894245993346e-10,0.0,9.999894245993346e-10,0.0,0.0032505281539074254,0.6974589941466363,0.003988035892323031,1.0,0,True
dirichlet_0.1__high,high,2600011987,optimal,298.90274207667596,298.9021913194941,1.84259661874439e-06,True,8000,80000,418,9.999894245993346e-10,0.0,9.999894245993346e-10,0.0,0.000850557708091189,0.28052080113079114,0.0022624434389140274,1.0,0,True
dirichlet_0.1__high,high,2652099947,optimal,316.05780287695654,316.05780313972923,8.314070552069996e-10,True,8000,80000,420,9.999894245993346e-10,0.0,9.999894245993346e-10,0.0,0.0027185772428696612,1.3316034266391483,0.002555366269165247,2.0,0,True
dirichlet_0.1__high,high,2677882682,optimal,332.75869524402515,332.75869565400797,1.23207243967707e-09,True,8000,80000,425,9.999894245993346e-10,0.0,9.999894245993346e-10,0.0,0.0018462586769193209,0.6491158308461848,0.0025220680958385876,1.0,0,True
dirichlet_0.1__high,high,2714253060,optimal,308.41685744422267,308.416857532093,2.8490764009847646e-10,True,8000,80000,423,9.999894245993346e-10,0.0,9.999894245993346e-10,0.0,0.0013062379727972007,0.3992561555480876,0.0038910505836575876,1.0,0,True
dirichlet_0.1__high,high,2730197715,optimal,304.0314947461188,304.03115432073105,1.1197043518810244e-06,True,8000,80000,418,9.999894245993346e-10,0.0,9.999894245993346e-10,1.3023396638134357e-17,0.0005961816275576171,0.20383169640886933,0.0,0.0,0,True
dirichlet_0.1__high,high,2735928750,optimal,331.5309786051708,331.53097870391014,2.9782842483322856e-10,True,8000,80000,419,9.999894245993346e-10,0.0,9.999894245993346e-10,5.041679251168662e-27,0.0019874373844063265,0.8444823082442028,0.0006574621959237344,1.0,0,True
dirichlet_0.1__high,high,2736850591,optimal,319.6676434569102,319.66764404477226,1.838978975493807e-09,True,8000,80000,420,9.999894245993346e-10,0.0,9.999894245993346e-10,0.0,0.0007468017471156775,0.16487586646506003,0.0,0.0,0,True
dirichlet_0.1__high,high,2792985194,optimal,324.3263391409074,324.3263396589968,1.5974323731488362e-09,True,8000,80000,430,9.999894245993346e-10,0.0,9.999894245993346e-10,3.489748185134131e-17,0.0038952157896447208,1.204413502198527,0.0035790980672870437,1.0,1,True
dirichlet_0.1__high,high,2810498306,optimal,304.6954652883785,304.69546561677504,1.0777861038932592e-09,True,8000,80000,427,9.999894245993346e-10,0.0,9.999894245993346e-10,1.0768026003883182e-24,0.0011855211207407101,0.21799510362259866,0.002066115702479339,1.0,0,True
dirichlet_0.1__high,high,2817000645,optimal,317.3537443149356,317.35374457090836,8.065848943835352e-10,True,8000,80000,418,9.999894245993346e-10,0.0,9.999894245993346e-10,0.0,0.0019281437087243227,0.9725349778583237,0.0041841004184100415,1.0,0,True
dirichlet_0.1__high,high,2825972968,optimal,338.24470416230736,338.2446924130022,3.473610968692574e-08,True,8000,80000,417,9.999894245993346e-10,0.0,9.999894245993346e-10,0.0,0.002543860058556173,0.914472525822223,0.003510825043885313,1.0,0,True
dirichlet_0.1__high,high,2843249206,optimal,332.86443776640533,332.8644378701144,3.115654416598855e-10,True,1671,16710,88,3.9619862945983186e-11,0.0,3.9619862945983186e-11,0.0,0.006392280623627875,1.8120822302987918,0.0074580484773151025,1.0,0,True
dirichlet_0.1__high,high,2870079691,optimal,325.05181816371146,325.05181510688334,9.404125587346505e-09,True,8000,80000,423,9.999325811804738e-10,0.0,9.999325811804738e-10,0.0,0.0009802480185149205,0.3623943637692548,0.0022026431718061676,1.0,0,True
dirichlet_0.1__high,high,2882304442,optimal,308.9605801370749,308.96058031810577,5.859352167996488e-10,True,8000,80000,425,9.999325811804738e-10,0.0,9.999325811804738e-10,8.417729962567325e-26,0.004084331182788093,0.9671213517302562,0.0037105751391465678,1.0,0,True
