cell,delta,contention,declaration_source,arm,policy_kind,mean_qo_tasks_per_run,mean_bs_tasks_per_run,mean_cap_util,mean_unused_installed,frac_zero_qo,min_completion_tasks,bottom_decile_tasks,mean_completion_tasks,vs_equal_n_harmed,vs_equal_frac_harmed,vs_equal_mean_loss_harmed,vs_equal_median_loss_harmed,vs_equal_worst_loss,vs_equal_n_improved,vs_equal_frac_improved,vs_equal_mean_gain_improved,vs_equal_median_gain_improved,vs_matched_drf_n_harmed,vs_matched_drf_frac_harmed,vs_matched_drf_mean_loss_harmed,vs_matched_drf_median_loss_harmed,vs_matched_drf_worst_loss,vs_matched_drf_n_improved,vs_matched_drf_frac_improved,vs_matched_drf_mean_gain_improved,vs_matched_drf_median_gain_improved,drift_source_total_mean,changed_identities_total_mean,task_mixture_tv_from_baseline_mean,mand_demand_tv_mean_pairwise,task_entropy_mean,cross_agent_dissimilarity_mean,staleness_error_mean,calibration_error_mean,latent_oracle_error_mean,realized_contention_mean
delta1.00__moderate,1.0,moderate,stale_calibration,drf_stale_calibration,drf,22.305,22.445,0.5810828541460179,639.13,0.1725,0.0,0.0,3.7175,555,0.4625,2.372972972972973,2.0,8.0,343,0.28583333333333333,1.2623906705539358,1.0,,,,,,,,,,48.0,36.28,0.7142910003971111,0.11553672568992837,0.27218123313882847,0.0783654476967219,217.5933332600184,10.867671576183193,27.393308801685098,1.8631518711356116
delta1.00__moderate,1.0,moderate,,equal,equal,26.725,27.17,0.7052735993033469,504.04,0.004166666666666667,0.0,2.0,4.454166666666667,0,0.0,0.0,0.0,-0.0,0,0.0,0.0,0.0,,,,,,,,,,48.0,36.28,0.7142910003971111,0.11553672568992837,0.27218123313882847,0.0783654476967219,217.5933332600184,10.867671576183193,27.393308801685098,1.8631518711356116
delta1.00__high,1.0,high,execution_queue_oracle,carrier_execution_queue_oracle,carrier,24.015,24.505,0.8487047944255801,164.645,0.005833333333333333,0.0,1.0,4.0025,75,0.0625,1.12,1.0,2.0,560,0.4666666666666667,1.9589285714285714,1.0,220,0.18333333333333332,1.059090909090909,1.0,2.0,311,0.25916666666666666,2.0192926045016075,1.0,48.0,36.28,0.7142910003971111,0.11553672568992837,0.27218123313882847,0.0783654476967219,217.5933332600184,10.867671576183193,27.393308801685098,2.7238244064783674
delta1.00__high,1.0,high,latent_distribution_oracle,carrier_latent_distribution_oracle,carrier,23.595,24.115,0.838252031258009,176.43,0.0075,0.0,1.0,3.9325,85,0.07083333333333333,1.2705882352941176,1.0,4.0,541,0.4508333333333333,1.9168207024029575,1.0,208,0.17333333333333334,1.0865384615384615,1.0,2.0,303,0.2525,2.0132013201320134,2.0,48.0,36.28,0.7142910003971111,0.11553672568992837,0.27218123313882847,0.0783654476967219,217.5933332600184,10.867671576183193,27.393308801685098,2.7238244064783674
delta1.00__high,1.0,high,refreshed_calibration,carrier_refreshed_calibration,carrier,23.54,24.04,0.83570671104826,180.22,0.006666666666666666,0.0,1.0,3.9233333333333333,75,0.0625,1.3066666666666666,1.0,4.0,524,0.43666666666666665,1.9389312977099236,1.0,212,0.17666666666666667,1.0849056603773586,1.0,2.0,314,0.26166666666666666,1.9904458598726114,1.0,48.0,36.28,0.7142910003971111,0.11553672568992837,0.27218123313882847,0.0783654476967219,217.5933332600184,10.867671576183193,27.393308801685098,2.7238244064783674
delta1.00__high,1.0,high,stale_calibration,carrier_stale_calibration,carrier,17.65,17.995,0.5960905142370043,465.78,0.185,0.0,0.0,2.941666666666667,464,0.38666666666666666,1.6012931034482758,1.0,5.0,316,0.2633333333333333,1.5284810126582278,1.0,191,0.15916666666666668,1.068062827225131,1.0,2.0,239,0.19916666666666666,1.506276150627615,1.0,48.0,36.28,0.7142910003971111,0.11553672568992837,0.27218123313882847,0.0783654476967219,217.5933332600184,10.867671576183193,27.393308801685098,2.7238244064783674
delta1.00__high,1.0,high,execution_queue_oracle,drf_execution_queue_oracle,drf,22.04,22.48,0.7694399404072589,104.88,0.007499999999999999,0.0,1.0,3.6733333333333333,107,0.08916666666666667,1.3644859813084111,1.0,4.0,582,0.485,1.3127147766323024,1.0,,,,,,,,,,48.0,36.28,0.7142910003971111,0.11553672568992837,0.27218123313882847,0.0783654476967219,217.5933332600184,10.867671576183193,27.393308801685098,2.7238244064783674
delta1.00__high,1.0,high,latent_distribution_oracle,drf_latent_distribution_oracle,drf,21.675,22.165,0.7575792642443732,120.015,0.006666666666666666,0.0,1.0,3.6125,128,0.10666666666666667,1.4296875,1.0,4.0,579,0.4825,1.2573402417962003,1.0,,,,,,,,,,48.0,36.28,0.7142910003971111,0.11553672568992837,0.27218123313882847,0.0783654476967219,217.5933332600184,10.867671576183193,27.393308801685098,2.7238244064783674
delta1.00__high,1.0,high,refreshed_calibration,drf_refreshed_calibration,drf,21.565,22.015,0.7534119693098146,123.0,0.006666666666666666,0.0,1.0,3.5941666666666667,130,0.10833333333333334,1.4461538461538461,1.0,4.0,566,0.4716666666666667,1.256183745583039,1.0,,,,,,,,,,48.0,36.28,0.7142910003971111,0.11553672568992837,0.27218123313882847,0.0783654476967219,217.5933332600184,10.867671576183193,27.393308801685098,2.7238244064783674
delta1.00__high,1.0,high,stale_calibration,drf_stale_calibration,drf,16.87,17.19,0.578782814143326,439.91,0.20416666666666664,0.0,0.0,2.8116666666666665,493,0.41083333333333333,1.7809330628803246,1.0,6.0,366,0.305,1.2622950819672132,1.0,,,,,,,,,,48.0,36.28,0.7142910003971111,0.11553672568992837,0.27218123313882847,0.0783654476967219,217.5933332600184,10.867671576183193,27.393308801685098,2.7238244064783674
delta1.00__high,1.0,high,,equal,equal,18.95,19.595,0.6843864756654144,368.605,0.016666666666666666,0.0,1.0,3.158333333333333,0,0.0,0.0,0.0,-0.0,0,0.0,0.0,0.0,,,,,,,,,,48.0,36.28,0.7142910003971111,0.11553672568992837,0.27218123313882847,0.0783654476967219,217.5933332600184,10.867671576183193,27.393308801685098,2.7238244064783674
