cell,rule,metric,median,iqr_lo,iqr_hi,p5,p95,mean,n
alpha=0.1,equal,objective_regret,5.100437113168542,4.684974432878698,5.428248355966965,4.079337369941242,5.665950675268955,4.997750147840401,20
alpha=0.1,equal,mean_norm_util,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.16666666666666657,20
alpha=0.1,equal,min_norm_util,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.16666666666666657,20
alpha=0.1,equal,median_norm_util,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.16666666666666657,20
alpha=0.1,equal,frac_worse_than_equal,0.0,0.0,0.0,0.0,0.0,0.0,20
alpha=0.1,equal,frac_worse_than_strongest_sep,1.0,0.8333333333333334,1.0,0.8333333333333334,1.0,0.95,20
alpha=0.1,equal,worst_indiv_change_vs_equal,0.0,0.0,0.0,0.0,0.0,0.0,20
alpha=0.1,equal,p5_indiv_change_vs_equal,0.0,0.0,0.0,0.0,0.0,0.0,20
alpha=0.1,equal,capacity_utilization,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999997,20
alpha=0.1,equal,frac_cells_at_lower,0.0,0.0,0.0,0.0,0.0,0.0,20
alpha=0.1,equal,frac_cells_interior,1.0,1.0,1.0,1.0,1.0,1.0,20
alpha=0.1,equal,frac_cells_at_upper,0.0,0.0,0.0,0.0,0.0,0.0,20
alpha=0.1,joint,objective_regret,0.0,0.0,0.0,0.0,0.0,0.0,20
alpha=0.1,joint,mean_norm_util,0.4215693614420364,0.3987053389425353,0.4373376450629813,0.33925085338373956,0.45904025305604196,0.41127185218778506,20
alpha=0.1,joint,min_norm_util,0.2403328288416239,0.2275995664322344,0.31554951281322147,0.19311853907799545,0.3222986090393527,0.2564774720586208,20
alpha=0.1,joint,median_norm_util,0.3867463222162074,0.3227090003598063,0.41104844723299344,0.24509195790566246,0.46653692287136145,0.369733795404668,20
alpha=0.1,joint,frac_worse_than_equal,0.0,0.0,0.0,0.0,0.0,0.0,20
alpha=0.1,joint,frac_worse_than_strongest_sep,0.3333333333333333,0.3333333333333333,0.5,0.325,0.6666666666666666,0.4083333333333333,20
alpha=0.1,joint,worst_indiv_change_vs_equal,0.07366616217495725,0.060932899765567775,0.14888284614655484,0.02645187241132884,0.15563194237268607,0.08981080539195412,20
alpha=0.1,joint,p5_indiv_change_vs_equal,0.09555733643015255,0.06893102158672458,0.15058347750043477,0.05099110705985875,0.17097924949564602,0.10516643997480594,20
alpha=0.1,joint,capacity_utilization,0.9999999987451433,0.9999999985017445,0.9999999991986958,0.9999999977840236,0.9999999994125328,0.9999999985508203,20
alpha=0.1,joint,frac_cells_at_lower,0.6666666666666666,0.6111111111111112,0.6666666666666666,0.6111111111111112,0.6666666666666666,0.6416666666666665,20
alpha=0.1,joint,frac_cells_interior,0.3333333333333333,0.3333333333333333,0.3888888888888889,0.3333333333333333,0.3888888888888889,0.35833333333333334,20
alpha=0.1,joint,frac_cells_at_upper,0.0,0.0,0.0,0.0,0.0,0.0,20
alpha=0.1,oracle_envelope,objective_regret,0.1385370999171993,0.05498385889926545,0.24009471223517306,0.004600669428342875,0.31482939568828133,0.14632151749328837,20
alpha=0.1,oracle_envelope,mean_norm_util,0.42177559200451553,0.39424176550359613,0.4376922000581613,0.3361125373882533,0.46079304245808667,0.40755621157232547,20
alpha=0.1,oracle_envelope,min_norm_util,0.20986750380631775,0.18407210233822124,0.25996732483899876,0.14236146184522105,0.3134534017871688,0.2188633120809284,20
alpha=0.1,oracle_envelope,median_norm_util,0.3812877058432338,0.32435561507323885,0.42419023450986254,0.2578257234083593,0.4583139350028447,0.3751847991572131,20
alpha=0.1,oracle_envelope,frac_worse_than_equal,0.0,0.0,0.0,0.0,0.1666666666666666,0.01666666666666666,20
alpha=0.1,oracle_envelope,frac_worse_than_strongest_sep,0.0,0.0,0.41666666666666663,0.0,0.8333333333333334,0.21666666666666665,20
alpha=0.1,oracle_envelope,worst_indiv_change_vs_equal,0.0432008371396511,0.01740543567155465,0.09330065817233213,-0.024305204821445565,0.1467867351205021,0.05219664541426179,20
alpha=0.1,oracle_envelope,p5_indiv_change_vs_equal,0.0636321216688719,0.0424940280774683,0.11231700909740748,0.007780545513774681,0.15029150237900454,0.07218556604002017,20
alpha=0.1,oracle_envelope,capacity_utilization,1.0,1.0,1.0,1.0,1.0,1.0,20
alpha=0.1,oracle_envelope,frac_cells_at_lower,0.2777777777777778,0.04166666666666662,0.3472222222222222,0.0,0.5055555555555556,0.23055555555555554,20
alpha=0.1,oracle_envelope,frac_cells_interior,0.7222222222222222,0.6527777777777778,0.9583333333333333,0.49444444444444446,1.0,0.7694444444444444,20
alpha=0.1,oracle_envelope,frac_cells_at_upper,0.0,0.0,0.0,0.0,0.0,0.0,20
